"Freq [GHz]","n_d1 []","Phi [deg]","rel_d2_d1 []","Theta [deg]","GainTotal []"
10,5,-144,0.6,64,0.13355399373024
10,5,-144,0.6,66,0.140245847726511
10,5,-144,0.6,68,0.140095850556474
10,5,-144,0.6,70,0.133039784816605
10,5,-144,0.6,72,0.123416839919475
10,5,-144,0.6,74,0.1161166013599
10,5,-144,0.6,76,0.113561599263333
10,5,-144,0.6,78,0.115007034966619
10,5,-144,0.6,80,0.117730866152802
10,5,-144,0.6,82,0.119048708892044
10,5,-144,0.6,84,0.117893724012376
10,5,-144,0.6,86,0.11506982304632
10,5,-144,0.6,88,0.112335013331947
10,5,-144,0.6,90,0.111228433739893
10,5,-144,0.6,92,0.112335013331946
10,5,-144,0.6,94,0.115069823046319
10,5,-144,0.6,96,0.117893724012377
10,5,-144,0.6,98,0.119048708892045
10,5,-144,0.6,100,0.117730866152803
10,5,-144,0.6,102,0.115007034966619
10,5,-144,0.6,104,0.113561599263333
10,5,-144,0.6,106,0.1161166013599
10,5,-144,0.6,108,0.123416839919475
10,5,-144,0.6,110,0.133039784816604
10,5,-144,0.6,112,0.140095850556474
10,5,-144,0.6,114,0.14024584772651
10,5,-144,0.6,116,0.133553993730239
10,5,-144,0.6,118,0.125776417690383
10,5,-144,0.6,120,0.125222732545678
10,5,-144,0.6,122,0.137013992545781
10,5,-144,0.6,124,0.158190868798968
10,5,-144,0.6,126,0.177938895334546
10,5,-144,0.6,128,0.184789613396867
10,5,-144,0.6,130,0.174106776277582
10,5,-144,0.6,132,0.150260163887402
10,5,-144,0.6,134,0.12754720041197
10,5,-144,0.6,136,0.126027497847115
10,5,-144,0.6,138,0.154483863979254
10,5,-144,0.6,140,0.196196534086684
10,5,-144,0.6,142,0.21988291066705
10,5,-144,0.6,144,0.208768767783
10,5,-144,0.6,146,0.176494639271919
10,5,-144,0.6,148,0.155657230963963
10,5,-144,0.6,150,0.173778439899244
10,5,-144,0.6,152,0.2311942988315
10,5,-144,0.6,154,0.295554622602736
10,5,-144,0.6,156,0.324515659870459
10,5,-144,0.6,158,0.302446514116885
10,5,-144,0.6,160,0.258017331952928
10,5,-144,0.6,162,0.248463466783336
10,5,-144,0.6,164,0.310753983738813
10,5,-144,0.6,166,0.40543478982918
10,5,-144,0.6,168,0.446207824444357
10,5,-144,0.6,170,0.409781266296103
10,5,-144,0.6,172,0.362033490268188
10,5,-144,0.6,174,0.346348864050614
10,5,-144,0.6,176,0.332291490516561
10,5,-144,0.6,178,0.326490644206754
10,5,-144,0.6,180,0.396410183031529
10,7,-144,0.6,0,0.230763556206449
10,7,-144,0.6,2,0.446866420660591
10,7,-144,0.6,4,0.765224665590798
10,7,-144,0.6,6,0.693630141167161
10,7,-144,0.6,8,0.474626102726345
10,7,-144,0.6,10,0.315600934556487
10,7,-144,0.6,12,0.335000104806776
10,7,-144,0.6,14,0.485367973356944
10,7,-144,0.6,16,0.475457921393299
10,7,-144,0.6,18,0.329669263474661
10,7,-144,0.6,20,0.238666892635001
10,7,-144,0.6,22,0.262419629869497
10,7,-144,0.6,24,0.301635163216014
10,7,-144,0.6,26,0.259549418649531
10,7,-144,0.6,28,0.189728024369861
10,7,-144,0.6,30,0.186518758051767
10,7,-144,0.6,32,0.233195403005906
10,7,-144,0.6,34,0.241022013616865
10,7,-144,0.6,36,0.189519956574602
10,7,-144,0.6,38,0.148719595498818
10,7,-144,0.6,40,0.157008656528321
10,7,-144,0.6,42,0.166379254239371
10,7,-144,0.6,44,0.14618440562714
10,7,-144,0.6,46,0.122202287186489
10,7,-144,0.6,48,0.122073304545499
10,7,-144,0.6,50,0.13505828607652
10,7,-144,0.6,52,0.135323407606589
10,7,-144,0.6,54,0.122299545074512
10,7,-144,0.6,56,0.107045674771741
10,7,-144,0.6,58,0.0914942568710731
10,7,-144,0.6,60,0.0823768598451414
10,7,-144,0.6,62,0.0892103054146712
10,7,-144,0.6,64,0.105330633833926
10,7,-144,0.6,66,0.113444180990229
10,7,-144,0.6,68,0.110906642526034
10,7,-144,0.6,70,0.1085677809041
10,7,-144,0.6,72,0.110594123312922
10,7,-144,0.6,74,0.114183296260288
10,7,-144,0.6,76,0.116799884503682
10,7,-144,0.6,78,0.118383605761252
10,7,-144,0.6,80,0.121273810059516
10,7,-144,0.6,82,0.127330421226788
10,7,-144,0.6,84,0.135913163537543
10,7,-144,0.6,86,0.144749084850629
10,7,-144,0.6,88,0.151340042166019
10,7,-144,0.6,90,0.153779825471223
10,7,-144,0.6,92,0.151340042166021
10,7,-144,0.6,94,0.144749084850631
10,7,-144,0.6,96,0.135913163537544
10,7,-144,0.6,98,0.127330421226788
10,7,-144,0.6,100,0.121273810059516
10,7,-144,0.6,102,0.118383605761254
10,7,-144,0.6,104,0.116799884503683
10,7,-144,0.6,106,0.114183296260287
10,7,-144,0.6,108,0.110594123312922
10,7,-144,0.6,110,0.1085677809041
10,7,-144,0.6,112,0.110906642526034
10,7,-144,0.6,114,0.113444180990228
10,7,-144,0.6,116,0.105330633833926
10,7,-144,0.6,118,0.089210305414671
10,7,-144,0.6,120,0.0823768598451415
10,7,-144,0.6,122,0.0914942568710738
10,7,-144,0.6,124,0.107045674771741
10,7,-144,0.6,126,0.122299545074513
10,7,-144,0.6,128,0.135323407606589
10,7,-144,0.6,130,0.13505828607652
10,7,-144,0.6,132,0.122073304545499
10,7,-144,0.6,134,0.12220228718649
10,7,-144,0.6,136,0.146184405627141
10,7,-144,0.6,138,0.166379254239371
10,7,-144,0.6,140,0.157008656528321
10,7,-144,0.6,142,0.148719595498819
10,7,-144,0.6,144,0.1895199565746
10,7,-144,0.6,146,0.241022013616864
10,7,-144,0.6,148,0.233195403005907
10,7,-144,0.6,150,0.186518758051766
10,7,-144,0.6,152,0.189728024369861
10,7,-144,0.6,154,0.259549418649532
10,7,-144,0.6,156,0.301635163216013
10,7,-144,0.6,158,0.262419629869497
10,7,-144,0.6,160,0.238666892635002
10,7,-144,0.6,162,0.329669263474662
10,7,-144,0.6,164,0.475457921393298
10,7,-144,0.6,166,0.485367973356944
10,7,-144,0.6,168,0.335000104806777
10,7,-144,0.6,170,0.315600934556489
10,7,-144,0.6,172,0.474626102726345
10,7,-144,0.6,174,0.693630141167159
10,7,-144,0.6,176,0.7652246655908
10,7,-144,0.6,178,0.446866420660593
10,7,-144,0.6,180,0.230763556206448
10,10,-144,0.6,0,0.900753361261109
10,10,-144,0.6,2,0.467465732505204
10,10,-144,0.6,4,0.315253653419481
10,10,-144,0.6,6,0.569066228296133
10,10,-144,0.6,8,0.47007764718292
10,10,-144,0.6,10,0.396437940561802
10,10,-144,0.6,12,0.45921686227735
10,10,-144,0.6,14,0.374097901628387
10,10,-144,0.6,16,0.337676517398104
10,10,-144,0.6,18,0.351761141106501
10,10,-144,0.6,20,0.262144988944658
10,10,-144,0.6,22,0.263336058000183
10,10,-144,0.6,24,0.284431378336376
10,10,-144,0.6,26,0.195783215965179
10,10,-144,0.6,28,0.180156116858601
10,10,-144,0.6,30,0.243952796003748
10,10,-144,0.6,32,0.208268605192875
10,10,-144,0.6,34,0.158104428094837
10,10,-144,0.6,36,0.170485584191702
10,10,-144,0.6,38,0.178691280928804
10,10,-144,0.6,40,0.185139057836153
10,10,-144,0.6,42,0.165432206891079
10,10,-144,0.6,44,0.119185214435584
10,10,-144,0.6,46,0.113995015046947
10,10,-144,0.6,48,0.15507493621869
10,10,-144,0.6,50,0.157320092959988
10,10,-144,0.6,52,0.107989671830255
10,10,-144,0.6,54,0.0882392004450427
10,10,-144,0.6,56,0.107861248179705
10,10,-144,0.6,58,0.129182725028387
10,10,-144,0.6,60,0.121512774239637
10,10,-144,0.6,62,0.104288025263564
10,10,-144,0.6,64,0.0827318623386775
10,10,-144,0.6,66,0.0658649918341791
10,10,-144,0.6,68,0.0666811239830775
10,10,-144,0.6,70,0.070050212448368
10,10,-144,0.6,72,0.0738832145804968
10,10,-144,0.6,74,0.0839059663147761
10,10,-144,0.6,76,0.0903598086841002
10,10,-144,0.6,78,0.0875535072254348
10,10,-144,0.6,80,0.0814104227796123
10,10,-144,0.6,82,0.0768904084579778
10,10,-144,0.6,84,0.0772460358506052
10,10,-144,0.6,86,0.08577645295935
10,10,-144,0.6,88,0.0992951743163088
10,10,-144,0.6,90,0.106243319373892
10,10,-144,0.6,92,0.0992951743163085
10,10,-144,0.6,94,0.0857764529593515
10,10,-144,0.6,96,0.0772460358506059
10,10,-144,0.6,98,0.0768904084579761
10,10,-144,0.6,100,0.081410422779612
10,10,-144,0.6,102,0.0875535072254346
10,10,-144,0.6,104,0.0903598086840989
10,10,-144,0.6,106,0.0839059663147757
10,10,-144,0.6,108,0.0738832145804968
10,10,-144,0.6,110,0.0700502124483686
10,10,-144,0.6,112,0.0666811239830779
10,10,-144,0.6,114,0.06586499183418
10,10,-144,0.6,116,0.0827318623386788
10,10,-144,0.6,118,0.104288025263565
10,10,-144,0.6,120,0.121512774239636
10,10,-144,0.6,122,0.129182725028386
10,10,-144,0.6,124,0.107861248179706
10,10,-144,0.6,126,0.0882392004450432
10,10,-144,0.6,128,0.107989671830254
10,10,-144,0.6,130,0.157320092959987
10,10,-144,0.6,132,0.155074936218691
10,10,-144,0.6,134,0.113995015046946
10,10,-144,0.6,136,0.119185214435584
10,10,-144,0.6,138,0.165432206891078
10,10,-144,0.6,140,0.185139057836151
10,10,-144,0.6,142,0.178691280928803
10,10,-144,0.6,144,0.1704855841917
10,10,-144,0.6,146,0.158104428094837
10,10,-144,0.6,148,0.208268605192876
10,10,-144,0.6,150,0.243952796003749
10,10,-144,0.6,152,0.180156116858602
10,10,-144,0.6,154,0.195783215965177
10,10,-144,0.6,156,0.284431378336374
10,10,-144,0.6,158,0.263336058000183
10,10,-144,0.6,160,0.262144988944655
10,10,-144,0.6,162,0.3517611411065
10,10,-144,0.6,164,0.337676517398104
10,10,-144,0.6,166,0.374097901628387
10,10,-144,0.6,168,0.459216862277352
10,10,-144,0.6,170,0.396437940561802
10,10,-144,0.6,172,0.47007764718292
10,10,-144,0.6,174,0.569066228296132
10,10,-144,0.6,176,0.315253653419479
10,10,-144,0.6,178,0.467465732505202
10,10,-144,0.6,180,0.900753361261106
10,5,-142,0.6,0,0.39641018303153
10,5,-142,0.6,2,0.324629878606326
10,5,-142,0.6,4,0.336964679090265
10,5,-142,0.6,6,0.361491090115925
10,5,-142,0.6,8,0.37953760935681
10,5,-142,0.6,10,0.417863218662178
10,5,-142,0.6,12,0.444725130337367
10,5,-142,0.6,14,0.403329660742437
10,5,-142,0.6,16,0.312333732279353
10,5,-142,0.6,18,0.251049873311983
10,5,-142,0.6,20,0.259037584074374
10,5,-142,0.6,22,0.301551893741373
10,5,-142,0.6,24,0.322934260686921
10,5,-142,0.6,26,0.296037967556594
10,5,-142,0.6,28,0.234206647842303
10,5,-142,0.6,30,0.175489988238411
10,5,-142,0.6,32,0.152803135434364
10,5,-142,0.6,34,0.170405212646968
10,5,-142,0.6,36,0.203406673429787
10,5,-142,0.6,38,0.218783712186159
10,5,-142,0.6,40,0.200641145908225
10,5,-142,0.6,42,0.162083129018398
10,5,-142,0.6,44,0.131899231984021
10,5,-142,0.6,46,0.128330525070716
10,5,-142,0.6,48,0.146689349362633
10,5,-142,0.6,50,0.169524955504996
10,5,-142,0.6,52,0.182606808219889
10,5,-142,0.6,54,0.180331974400293
10,5,-142,0.6,56,0.165165109017067
10,5,-142,0.6,58,0.146872742929566
10,5,-142,0.6,60,0.136921436215898
10,5,-142,0.6,62,0.140021796902331
10,5,-142,0.6,64,0.151204612286947
10,5,-142,0.6,66,0.160523696133436
10,5,-142,0.6,68,0.16089899927158
10,5,-142,0.6,70,0.152819017707453
10,5,-142,0.6,72,0.142489214476012
10,5,-142,0.6,74,0.136213725607119
10,5,-142,0.6,76,0.136474486198961
10,5,-142,0.6,78,0.141844865922068
10,5,-142,0.6,80,0.149072129474366
10,5,-142,0.6,82,0.155175994315693
10,5,-142,0.6,84,0.158645321648461
10,5,-142,0.6,86,0.159632748104886
10,5,-142,0.6,88,0.159347022908363
10,5,-142,0.6,90,0.159073895472831
10,5,-142,0.6,92,0.159347022908362
10,5,-142,0.6,94,0.159632748104885
10,5,-142,0.6,96,0.158645321648461
10,5,-142,0.6,98,0.155175994315693
10,5,-142,0.6,100,0.149072129474365
10,5,-142,0.6,102,0.141844865922067
10,5,-142,0.6,104,0.13647448619896
10,5,-142,0.6,106,0.136213725607119
10,5,-142,0.6,108,0.142489214476013
10,5,-142,0.6,110,0.152819017707453
10,5,-142,0.6,112,0.16089899927158
10,5,-142,0.6,114,0.160523696133436
10,5,-142,0.6,116,0.151204612286947
10,5,-142,0.6,118,0.140021796902331
10,5,-142,0.6,120,0.136921436215897
10,5,-142,0.6,122,0.146872742929566
10,5,-142,0.6,124,0.165165109017067
10,5,-142,0.6,126,0.180331974400293
10,5,-142,0.6,128,0.182606808219888
10,5,-142,0.6,130,0.169524955504995
10,5,-142,0.6,132,0.146689349362632
10,5,-142,0.6,134,0.128330525070716
10,5,-142,0.6,136,0.131899231984021
10,5,-142,0.6,138,0.162083129018397
10,5,-142,0.6,140,0.200641145908225
10,5,-142,0.6,142,0.21878371218616
10,5,-142,0.6,144,0.203406673429788
10,5,-142,0.6,146,0.170405212646968
10,5,-142,0.6,148,0.152803135434363
10,5,-142,0.6,150,0.175489988238411
10,5,-142,0.6,152,0.234206647842303
10,5,-142,0.6,154,0.296037967556593
10,5,-142,0.6,156,0.32293426068692
10,5,-142,0.6,158,0.301551893741372
10,5,-142,0.6,160,0.259037584074374
10,5,-142,0.6,162,0.251049873311984
10,5,-142,0.6,164,0.312333732279352
10,5,-142,0.6,166,0.403329660742436
10,5,-142,0.6,168,0.444725130337366
10,5,-142,0.6,170,0.417863218662177
10,5,-142,0.6,172,0.37953760935681
10,5,-142,0.6,174,0.361491090115924
10,5,-142,0.6,176,0.336964679090264
10,5,-142,0.6,178,0.324629878606325
10,5,-142,0.6,180,0.396410183031529
10,7,-142,0.6,0,0.230763556206449
10,7,-142,0.6,2,0.450484324062983
10,7,-142,0.6,4,0.78758913274267
10,7,-142,0.6,6,0.727040930498286
10,7,-142,0.6,8,0.491148638692696
10,7,-142,0.6,10,0.31793171182997
10,7,-142,0.6,12,0.323704831278893
10,7,-142,0.6,14,0.473943367683981
10,7,-142,0.6,16,0.484386948714593
10,7,-142,0.6,18,0.345572497532781
10,7,-142,0.6,20,0.244565126796285
10,7,-142,0.6,22,0.25648906456567
10,7,-142,0.6,24,0.295078291656419
10,7,-142,0.6,26,0.258899443147256
10,7,-142,0.6,28,0.191861207316978
10,7,-142,0.6,30,0.184160380153062
10,7,-142,0.6,32,0.225720216350137
10,7,-142,0.6,34,0.236770591667191
10,7,-142,0.6,36,0.190815059018219
10,7,-142,0.6,38,0.151425345288122
10,7,-142,0.6,40,0.160566327360637
10,7,-142,0.6,42,0.170569060498031
10,7,-142,0.6,44,0.149154303125631
10,7,-142,0.6,46,0.12551650749378
10,7,-142,0.6,48,0.127740926750132
10,7,-142,0.6,50,0.143112682773244
10,7,-142,0.6,52,0.143062638090119
10,7,-142,0.6,54,0.128055877969416
10,7,-142,0.6,56,0.113211737128503
10,7,-142,0.6,58,0.100169619056727
10,7,-142,0.6,60,0.0948960828810855
10,7,-142,0.6,62,0.103945055172279
10,7,-142,0.6,64,0.115274567257612
10,7,-142,0.6,66,0.115596005397252
10,7,-142,0.6,68,0.110100051670208
10,7,-142,0.6,70,0.112819627152029
10,7,-142,0.6,72,0.125788735380995
10,7,-142,0.6,74,0.14013263498974
10,7,-142,0.6,76,0.148562817745885
10,7,-142,0.6,78,0.149083573154398
10,7,-142,0.6,80,0.145033869948001
10,7,-142,0.6,82,0.142753442162855
10,7,-142,0.6,84,0.145836092768527
10,7,-142,0.6,86,0.152515213847025
10,7,-142,0.6,88,0.158573792548052
10,7,-142,0.6,90,0.160918780693581
10,7,-142,0.6,92,0.158573792548052
10,7,-142,0.6,94,0.152515213847024
10,7,-142,0.6,96,0.145836092768525
10,7,-142,0.6,98,0.142753442162855
10,7,-142,0.6,100,0.145033869948
10,7,-142,0.6,102,0.149083573154399
10,7,-142,0.6,104,0.148562817745886
10,7,-142,0.6,106,0.140132634989741
10,7,-142,0.6,108,0.125788735380996
10,7,-142,0.6,110,0.112819627152028
10,7,-142,0.6,112,0.110100051670207
10,7,-142,0.6,114,0.115596005397251
10,7,-142,0.6,116,0.115274567257612
10,7,-142,0.6,118,0.103945055172278
10,7,-142,0.6,120,0.0948960828810854
10,7,-142,0.6,122,0.100169619056727
10,7,-142,0.6,124,0.113211737128503
10,7,-142,0.6,126,0.128055877969415
10,7,-142,0.6,128,0.143062638090118
10,7,-142,0.6,130,0.143112682773244
10,7,-142,0.6,132,0.127740926750131
10,7,-142,0.6,134,0.12551650749378
10,7,-142,0.6,136,0.149154303125632
10,7,-142,0.6,138,0.170569060498032
10,7,-142,0.6,140,0.160566327360637
10,7,-142,0.6,142,0.151425345288122
10,7,-142,0.6,144,0.190815059018217
10,7,-142,0.6,146,0.23677059166719
10,7,-142,0.6,148,0.225720216350137
10,7,-142,0.6,150,0.184160380153061
10,7,-142,0.6,152,0.191861207316977
10,7,-142,0.6,154,0.258899443147256
10,7,-142,0.6,156,0.295078291656417
10,7,-142,0.6,158,0.25648906456567
10,7,-142,0.6,160,0.244565126796285
10,7,-142,0.6,162,0.345572497532781
10,7,-142,0.6,164,0.484386948714591
10,7,-142,0.6,166,0.473943367683981
10,7,-142,0.6,168,0.323704831278894
10,7,-142,0.6,170,0.317931711829971
10,7,-142,0.6,172,0.491148638692696
10,7,-142,0.6,174,0.727040930498285
10,7,-142,0.6,176,0.787589132742673
10,7,-142,0.6,178,0.450484324062986
10,7,-142,0.6,180,0.230763556206447
10,10,-142,0.6,0,0.900753361261109
10,10,-142,0.6,2,0.459707975004227
10,10,-142,0.6,4,0.336770468164167
10,10,-142,0.6,6,0.56679271007019
10,10,-142,0.6,8,0.474912750839769
10,10,-142,0.6,10,0.395181074642979
10,10,-142,0.6,12,0.458062548673537
10,10,-142,0.6,14,0.37489127640233
10,10,-142,0.6,16,0.334515300190587
10,10,-142,0.6,18,0.35285005317907
10,10,-142,0.6,20,0.265290232423486
10,10,-142,0.6,22,0.255249685247033
10,10,-142,0.6,24,0.281697542543473
10,10,-142,0.6,26,0.19620026277844
10,10,-142,0.6,28,0.161117159342849
10,10,-142,0.6,30,0.229472412911484
10,10,-142,0.6,32,0.219900413030758
10,10,-142,0.6,34,0.164416201538764
10,10,-142,0.6,36,0.167200541959914
10,10,-142,0.6,38,0.174226659423361
10,10,-142,0.6,40,0.192302855887359
10,10,-142,0.6,42,0.183230753892966
10,10,-142,0.6,44,0.131223823839773
10,10,-142,0.6,46,0.119365104524378
10,10,-142,0.6,48,0.162303575139651
10,10,-142,0.6,50,0.171318457260537
10,10,-142,0.6,52,0.122240537409678
10,10,-142,0.6,54,0.0832875287617116
10,10,-142,0.6,56,0.0990350314727943
10,10,-142,0.6,58,0.115265673697156
10,10,-142,0.6,60,0.109027830554745
10,10,-142,0.6,62,0.111831728420251
10,10,-142,0.6,64,0.104577107378126
10,10,-142,0.6,66,0.0815194943166971
10,10,-142,0.6,68,0.0679478074542727
10,10,-142,0.6,70,0.0632861772515297
10,10,-142,0.6,72,0.0700874134961605
10,10,-142,0.6,74,0.0856611671050159
10,10,-142,0.6,76,0.09461181018107
10,10,-142,0.6,78,0.0949808309926851
10,10,-142,0.6,80,0.0969642432866324
10,10,-142,0.6,82,0.105601964196873
10,10,-142,0.6,84,0.118837613872829
10,10,-142,0.6,86,0.133188292036233
10,10,-142,0.6,88,0.144828523783303
10,10,-142,0.6,90,0.149389226935143
10,10,-142,0.6,92,0.144828523783302
10,10,-142,0.6,94,0.133188292036232
10,10,-142,0.6,96,0.11883761387283
10,10,-142,0.6,98,0.105601964196873
10,10,-142,0.6,100,0.0969642432866331
10,10,-142,0.6,102,0.0949808309926849
10,10,-142,0.6,104,0.0946118101810698
10,10,-142,0.6,106,0.0856611671050159
10,10,-142,0.6,108,0.0700874134961607
10,10,-142,0.6,110,0.0632861772515301
10,10,-142,0.6,112,0.0679478074542727
10,10,-142,0.6,114,0.0815194943166971
10,10,-142,0.6,116,0.104577107378125
10,10,-142,0.6,118,0.11183172842025
10,10,-142,0.6,120,0.109027830554744
10,10,-142,0.6,122,0.115265673697157
10,10,-142,0.6,124,0.0990350314727937
10,10,-142,0.6,126,0.0832875287617109
10,10,-142,0.6,128,0.122240537409678
10,10,-142,0.6,130,0.171318457260537
10,10,-142,0.6,132,0.162303575139652
10,10,-142,0.6,134,0.119365104524377
10,10,-142,0.6,136,0.131223823839772
10,10,-142,0.6,138,0.183230753892966
10,10,-142,0.6,140,0.19230285588736
10,10,-142,0.6,142,0.174226659423361
10,10,-142,0.6,144,0.167200541959912
10,10,-142,0.6,146,0.164416201538764
10,10,-142,0.6,148,0.219900413030758
10,10,-142,0.6,150,0.229472412911483
10,10,-142,0.6,152,0.161117159342849
10,10,-142,0.6,154,0.196200262778439
10,10,-142,0.6,156,0.281697542543472
10,10,-142,0.6,158,0.255249685247031
10,10,-142,0.6,160,0.265290232423484
10,10,-142,0.6,162,0.352850053179068
10,10,-142,0.6,164,0.334515300190586
10,10,-142,0.6,166,0.374891276402328
10,10,-142,0.6,168,0.458062548673538
10,10,-142,0.6,170,0.395181074642979
10,10,-142,0.6,172,0.474912750839769
10,10,-142,0.6,174,0.566792710070189
10,10,-142,0.6,176,0.336770468164166
10,10,-142,0.6,178,0.459707975004225
10,10,-142,0.6,180,0.900753361261105
10,5,-140,0.6,0,0.39641018303153
10,5,-140,0.6,2,0.322922101896768
10,5,-140,0.6,4,0.341833068842933
10,5,-140,0.6,6,0.376937197590683
10,5,-140,0.6,8,0.397835084557652
10,5,-140,0.6,10,0.427146495664784
10,5,-140,0.6,12,0.444061273775143
10,5,-140,0.6,14,0.40140921864284
10,5,-140,0.6,16,0.314141289444694
10,5,-140,0.6,18,0.254056100672203
10,5,-140,0.6,20,0.260132133320217
10,5,-140,0.6,22,0.300509278984734
10,5,-140,0.6,24,0.321350372655564
10,5,-140,0.6,26,0.296428890044202
10,5,-140,0.6,28,0.237048908647451
10,5,-140,0.6,30,0.177299327935921
10,5,-140,0.6,32,0.149820935168043
10,5,-140,0.6,34,0.162958148803192
10,5,-140,0.6,36,0.195129724089399
10,5,-140,0.6,38,0.213725772705759
10,5,-140,0.6,40,0.201264278872705
10,5,-140,0.6,42,0.167432798640284
10,5,-140,0.6,44,0.137828132133054
10,5,-140,0.6,46,0.130966069557744
10,5,-140,0.6,48,0.145496877913546
10,5,-140,0.6,50,0.166436530973211
10,5,-140,0.6,52,0.179649843132545
10,5,-140,0.6,54,0.179159499012547
10,5,-140,0.6,56,0.16707102545829
10,5,-140,0.6,58,0.152271049336282
10,5,-140,0.6,60,0.145829347170107
10,5,-140,0.6,62,0.15320610365766
10,5,-140,0.6,64,0.170168958681163
10,5,-140,0.6,66,0.186071860391449
10,5,-140,0.6,68,0.191721564185641
10,5,-140,0.6,70,0.185719797720482
10,5,-140,0.6,72,0.174183100440155
10,5,-140,0.6,74,0.164847789168682
10,5,-140,0.6,76,0.16163968356491
10,5,-140,0.6,78,0.163810117155957
10,5,-140,0.6,80,0.168393004112287
10,5,-140,0.6,82,0.172697044030795
10,5,-140,0.6,84,0.175335352826724
10,5,-140,0.6,86,0.176211131831159
10,5,-140,0.6,88,0.176084823945201
10,5,-140,0.6,90,0.175902299920882
10,5,-140,0.6,92,0.1760848239452
10,5,-140,0.6,94,0.176211131831158
10,5,-140,0.6,96,0.175335352826725
10,5,-140,0.6,98,0.172697044030795
10,5,-140,0.6,100,0.168393004112286
10,5,-140,0.6,102,0.163810117155956
10,5,-140,0.6,104,0.16163968356491
10,5,-140,0.6,106,0.164847789168682
10,5,-140,0.6,108,0.174183100440155
10,5,-140,0.6,110,0.185719797720482
10,5,-140,0.6,112,0.191721564185641
10,5,-140,0.6,114,0.186071860391449
10,5,-140,0.6,116,0.170168958681163
10,5,-140,0.6,118,0.15320610365766
10,5,-140,0.6,120,0.145829347170106
10,5,-140,0.6,122,0.152271049336282
10,5,-140,0.6,124,0.167071025458291
10,5,-140,0.6,126,0.179159499012547
10,5,-140,0.6,128,0.179649843132544
10,5,-140,0.6,130,0.166436530973211
10,5,-140,0.6,132,0.145496877913545
10,5,-140,0.6,134,0.130966069557744
10,5,-140,0.6,136,0.137828132133054
10,5,-140,0.6,138,0.167432798640284
10,5,-140,0.6,140,0.201264278872705
10,5,-140,0.6,142,0.21372577270576
10,5,-140,0.6,144,0.195129724089399
10,5,-140,0.6,146,0.162958148803192
10,5,-140,0.6,148,0.149820935168043
10,5,-140,0.6,150,0.17729932793592
10,5,-140,0.6,152,0.237048908647451
10,5,-140,0.6,154,0.296428890044202
10,5,-140,0.6,156,0.321350372655563
10,5,-140,0.6,158,0.300509278984733
10,5,-140,0.6,160,0.260132133320217
10,5,-140,0.6,162,0.254056100672204
10,5,-140,0.6,164,0.314141289444694
10,5,-140,0.6,166,0.401409218642839
10,5,-140,0.6,168,0.444061273775143
10,5,-140,0.6,170,0.427146495664784
10,5,-140,0.6,172,0.397835084557652
10,5,-140,0.6,174,0.376937197590683
10,5,-140,0.6,176,0.341833068842933
10,5,-140,0.6,178,0.322922101896768
10,5,-140,0.6,180,0.396410183031529
10,7,-140,0.6,0,0.230763556206449
10,7,-140,0.6,2,0.453693348406648
10,7,-140,0.6,4,0.807994729654851
10,7,-140,0.6,6,0.759384001866865
10,7,-140,0.6,8,0.508989866503404
10,7,-140,0.6,10,0.322327534183871
10,7,-140,0.6,12,0.314120802247431
10,7,-140,0.6,14,0.45886832618039
10,7,-140,0.6,16,0.487459037403674
10,7,-140,0.6,18,0.360528540617606
10,7,-140,0.6,20,0.253381593524977
10,7,-140,0.6,22,0.252776538117956
10,7,-140,0.6,24,0.288556245799239
10,7,-140,0.6,26,0.258354905692736
10,7,-140,0.6,28,0.195031532429744
10,7,-140,0.6,30,0.183712532997673
10,7,-140,0.6,32,0.220018051161621
10,7,-140,0.6,34,0.233368435760792
10,7,-140,0.6,36,0.192431417462718
10,7,-140,0.6,38,0.153247578791995
10,7,-140,0.6,40,0.163430640272819
10,7,-140,0.6,42,0.178746626105775
10,7,-140,0.6,44,0.1596840229879
10,7,-140,0.6,46,0.134844938177959
10,7,-140,0.6,48,0.135257052917341
10,7,-140,0.6,50,0.148773070038859
10,7,-140,0.6,52,0.148753086187182
10,7,-140,0.6,54,0.136845109722833
10,7,-140,0.6,56,0.128058085775702
10,7,-140,0.6,58,0.121608231015916
10,7,-140,0.6,60,0.12031562690121
10,7,-140,0.6,62,0.131464368812988
10,7,-140,0.6,64,0.139521134141309
10,7,-140,0.6,66,0.129474014297848
10,7,-140,0.6,68,0.114494893938469
10,7,-140,0.6,70,0.114763572441972
10,7,-140,0.6,72,0.130456264109181
10,7,-140,0.6,74,0.146274048388734
10,7,-140,0.6,76,0.149875903547444
10,7,-140,0.6,78,0.139144544302396
10,7,-140,0.6,80,0.120856898393403
10,7,-140,0.6,82,0.105923012190795
10,7,-140,0.6,84,0.101191388869647
10,7,-140,0.6,86,0.104929295111147
10,7,-140,0.6,88,0.110633499149243
10,7,-140,0.6,90,0.113100925285897
10,7,-140,0.6,92,0.110633499149243
10,7,-140,0.6,94,0.104929295111148
10,7,-140,0.6,96,0.101191388869647
10,7,-140,0.6,98,0.105923012190795
10,7,-140,0.6,100,0.120856898393402
10,7,-140,0.6,102,0.139144544302396
10,7,-140,0.6,104,0.149875903547444
10,7,-140,0.6,106,0.146274048388735
10,7,-140,0.6,108,0.130456264109182
10,7,-140,0.6,110,0.114763572441972
