"Freq [GHz]","n_d1 []","Phi [deg]","rel_d2_d1 []","Theta [deg]","dB(DirTotal) []"
10,7,0,2,130.7,-10.2725345213941
10,7,0,2,130.8,-10.3447807750053
10,7,0,2,130.9,-10.4047786533169
10,7,0,2,131,-10.451705029744
10,7,0,2,131.1,-10.4848188866338
10,7,0,2,131.2,-10.5034836359536
10,7,0,2,131.3,-10.5071931326379
10,7,0,2,131.4,-10.4955988624656
10,7,0,2,131.5,-10.4685351425496
10,7,0,2,131.6,-10.4260389789305
10,7,0,2,131.7,-10.3683615645654
10,7,0,2,131.8,-10.2959692506492
10,7,0,2,131.9,-10.2095330535356
10,7,0,2,132,-10.1099071527363
10,7,0,2,132.1,-9.99809814321322
10,7,0,2,132.2,-9.87522780566806
10,7,0,2,132.3,-9.74249270849031
10,7,0,2,132.4,-9.60112401456134
10,7,0,2,132.5,-9.45235049259345
10,7,0,2,132.6,-9.297367050664
10,7,0,2,132.7,-9.13731027048811
10,7,0,2,132.8,-8.97324156648633
10,7,0,2,132.9,-8.80613783207444
10,7,0,2,133,-8.63688883268307
10,7,0,2,133.1,-8.46630018728912
10,7,0,2,133.2,-8.29510054458677
10,7,0,2,133.3,-8.12395148492054
10,7,0,2,133.4,-7.95345873465533
10,7,0,2,133.5,-7.78418343356757
10,7,0,2,133.6,-7.61665241729052
10,7,0,2,133.7,-7.45136673787381
10,7,0,2,133.8,-7.28880792138019
10,7,0,2,133.9,-7.12944173071506
10,7,0,2,134,-6.9737194468061
10,7,0,2,134.1,-6.82207688814724
10,7,0,2,134.2,-6.67493154858184
10,7,0,2,134.3,-6.53267834187172
10,7,0,2,134.4,-6.39568449961603
10,7,0,2,134.5,-6.26428418092298
10,7,0,2,134.6,-6.13877332519267
10,7,0,2,134.7,-6.01940522220653
10,7,0,2,134.8,-5.9063871953731
10,7,0,2,134.9,-5.79987870250989
10,7,0,2,135,-5.69999106048042
10,7,0,2,135.1,-5.60678890013063
10,7,0,2,135.2,-5.52029335949754
10,7,0,2,135.3,-5.44048692828252
10,7,0,2,135.4,-5.36731976667692
10,7,0,2,135.5,-5.30071723846972
10,7,0,2,135.6,-5.24058832417841
10,7,0,2,135.7,-5.18683451772105
10,7,0,2,135.8,-5.13935876357734
10,7,0,2,135.9,-5.09807396445894
10,7,0,2,136,-5.06291058587304
10,7,0,2,136.1,-5.03382290615681
10,7,0,2,136.2,-5.01079350927062
10,7,0,2,136.3,-4.99383569115923
10,7,0,2,136.4,-4.98299354456737
10,7,0,2,136.5,-4.97833959529704
10,7,0,2,136.6,-4.97996997694068
10,7,0,2,136.7,-4.98799724256571
10,7,0,2,136.8,-5.00254101283164
10,7,0,2,136.9,-5.02371674463651
10,7,0,2,137,-5.05162296935435
10,7,0,2,137.1,-5.08632739490219
10,7,0,2,137.2,-5.12785229415853
10,7,0,2,137.3,-5.17615961904651
10,7,0,2,137.4,-5.23113629192213
10,7,0,2,137.5,-5.29258014128916
10,7,0,2,137.6,-5.36018697408215
10,7,0,2,137.7,-5.43353931652187
10,7,0,2,137.8,-5.5120974111764
10,7,0,2,137.9,-5.59519312594462
10,7,0,2,138,-5.68202750184534
10,7,0,2,138.1,-5.77167272446417
10,7,0,2,138.2,-5.86307932521495
10,7,0,2,138.3,-5.95508937351962
10,7,0,2,138.4,-6.04645627662083
10,7,0,2,138.5,-6.13587152926816
10,7,0,2,138.6,-6.22199833081762
10,7,0,2,138.7,-6.30351141322375
10,7,0,2,138.8,-6.37914173224611
10,7,0,2,138.9,-6.447723936256
10,7,0,2,139,-6.50824384919391
10,7,0,2,139.1,-6.55988271659032
10,7,0,2,139.2,-6.60205479369044
10,7,0,2,139.3,-6.63443509386865
10,7,0,2,139.4,-6.65697478651193
10,7,0,2,139.5,-6.66990277235372
10,7,0,2,139.6,-6.67371322481889
10,7,0,2,139.7,-6.66914017020194
10,7,0,2,139.8,-6.65712128429437
10,7,0,2,139.9,-6.63875384884138
10,7,0,2,140,-6.61524615630902
10,7,0,2,140.1,-6.58786758220304
10,7,0,2,140.2,-6.5579001405872
10,7,0,2,140.3,-6.52659372382445
10,7,0,2,140.4,-6.49512653425642
10,7,0,2,140.5,-6.46457155700237
10,7,0,2,140.6,-6.43586937781624
10,7,0,2,140.7,-6.40980725768767
10,7,0,2,140.8,-6.38700414246038
10,7,0,2,140.9,-6.36790119259329
10,7,0,2,141,-6.35275743227684
10,7,0,2,141.1,-6.34165019918099
10,7,0,2,141.2,-6.33448018629247
10,7,0,2,141.3,-6.33098096846981
10,7,0,2,141.4,-6.33073296604505
10,7,0,2,141.5,-6.3331817898091
10,7,0,2,141.6,-6.3376608179854
10,7,0,2,141.7,-6.3434176692201
10,7,0,2,141.8,-6.34964396322141
10,7,0,2,141.9,-6.35550742643074
10,7,0,2,142,-6.3601850457679
10,7,0,2,142.1,-6.36289565603162
10,7,0,2,142.2,-6.36293013088322
10,7,0,2,142.3,-6.3596772947264
10,7,0,2,142.4,-6.35264382651154
10,7,0,2,142.5,-6.34146679872456
10,7,0,2,142.6,-6.32591805885284
10,7,0,2,142.7,-6.30590035188834
10,7,0,2,142.8,-6.28143580937668
10,7,0,2,142.9,-6.25264809289999
10,7,0,2,143,-6.21973998941536
10,7,0,2,143.1,-6.1829685532892
10,7,0,2,143.2,-6.14261995381917
10,7,0,2,143.3,-6.09898603322123
10,7,0,2,143.4,-6.05234425238448
10,7,0,2,143.5,-6.00294225921481
10,7,0,2,143.6,-5.95098781830904
10,7,0,2,143.7,-5.89664434471692
10,7,0,2,143.8,-5.8400318297673
10,7,0,2,143.9,-5.78123256111104
10,7,0,2,144,-5.72030073871501
10,7,0,2,144.1,-5.65727488171998
10,7,0,2,144.2,-5.59219181046166
10,7,0,2,144.3,-5.5251009719875
10,7,0,2,144.4,-5.45607795051075
10,7,0,2,144.5,-5.38523615623028
10,7,0,2,144.6,-5.31273590131959
10,7,0,2,144.7,-5.23879033004173
10,7,0,2,144.8,-5.16366794639871
10,7,0,2,144.9,-5.08769175165789
10,7,0,2,145,-5.01123524151333
10,7,0,2,145.1,-4.93471569956196
10,7,0,2,145.2,-4.85858534860879
10,7,0,2,145.3,-4.78332098092603
10,7,0,2,145.4,-4.70941268783417
10,7,0,2,145.5,-4.63735225899828
10,7,0,2,145.6,-4.56762173755592
10,7,0,2,145.7,-4.50068251465379
10,7,0,2,145.8,-4.43696524097674
10,7,0,2,145.9,-4.37686073535823
10,7,0,2,146,-4.32071198983353
10,7,0,2,146.1,-4.26880731097428
10,7,0,2,146.2,-4.22137460010467
10,7,0,2,146.3,-4.17857675844638
10,7,0,2,146.4,-4.14050820394553
10,7,0,2,146.5,-4.10719249997677
10,7,0,2,146.6,-4.07858111730641
10,7,0,2,146.7,-4.05455337456503
10,7,0,2,146.8,-4.0349176242003
10,7,0,2,146.9,-4.01941376598469
10,7,0,2,147,-4.00771717468382
10,7,0,2,147.1,-3.99944411910264
10,7,0,2,147.2,-3.99415872390804
10,7,0,2,147.3,-3.9913814819515
10,7,0,2,147.4,-3.99059926332041
10,7,0,2,147.5,-3.99127668988675
10,7,0,2,147.6,-3.99286865471315
10,7,0,2,147.7,-3.99483367060413
10,7,0,2,147.8,-3.99664763976959
10,7,0,2,147.9,-3.99781755693749
10,7,0,2,148,-3.99789460177233
10,7,0,2,148.1,-3.99648605270152
10,7,0,2,148.2,-3.99326547033395
10,7,0,2,148.3,-3.98798065774627
10,7,0,2,148.4,-3.98045900522061
10,7,0,2,148.5,-3.97060996151101
10,7,0,2,148.6,-3.95842453075265
10,7,0,2,148.7,-3.94397185896641
10,7,0,2,148.8,-3.92739313102016
10,7,0,2,148.9,-3.90889313347518
10,7,0,2,149,-3.88872993990252
10,7,0,2,149.1,-3.86720323662344
10,7,0,2,149.2,-3.84464182719193
10,7,0,2,149.3,-3.82139083680161
10,7,0,2,149.4,-3.79779909028751
10,7,0,2,149.5,-3.77420706874913
10,7,0,2,149.6,-3.75093576988228
10,7,0,2,149.7,-3.72827671500357
10,7,0,2,149.8,-3.70648326900043
10,7,0,2,149.9,-3.68576337346684
10,7,0,2,150,-3.66627374134389
10,7,0,2,150.1,-3.64811552472733
10,7,0,2,150.2,-3.6313314457234
10,7,0,2,150.3,-3.61590437161219
10,7,0,2,150.4,-3.60175731743384
10,7,0,2,150.5,-3.5887548680301
10,7,0,2,150.6,-3.57670602359806
10,7,0,2,150.7,-3.56536848357502
10,7,0,2,150.8,-3.55445438855656
10,7,0,2,150.9,-3.54363753431435
10,7,0,2,151,-3.53256205153602
10,7,0,2,151.1,-3.52085250624545
10,7,0,2,151.2,-3.50812531713049
10,7,0,2,151.3,-3.49400130768331
10,7,0,2,151.4,-3.47811911665704
10,7,0,2,151.5,-3.46014908685412
10,7,0,2,151.6,-3.43980715012393
10,7,0,2,151.7,-3.41686813884712
10,7,0,2,151.8,-3.39117789556105
10,7,0,2,151.9,-3.36266353629818
10,7,0,2,152,-3.33134125979845
10,7,0,2,152.1,-3.29732118834912
10,7,0,2,152.2,-3.26080887343318
10,7,0,2,152.3,-3.22210328957123
10,7,0,2,152.4,-3.18159135485282
10,7,0,2,152.5,-3.13973923454242
10,7,0,2,152.6,-3.09708088187833
10,7,0,2,152.7,-3.0542044276608
10,7,0,2,152.8,-3.01173713319637
10,7,0,2,152.9,-2.97032966297722
10,7,0,2,153,-2.93064041530327
10,7,0,2,153.1,-2.89332057875576
10,7,0,2,153.2,-2.85900047241719
10,7,0,2,153.3,-2.8282775925068
10,7,0,2,153.4,-2.8017066419618
10,7,0,2,153.5,-2.77979167483952
10,7,0,2,153.6,-2.76298035376482
10,7,0,2,153.7,-2.75166020243315
10,7,0,2,153.8,-2.74615664003934
10,7,0,2,153.9,-2.74673251193375
10,7,0,2,154,-2.75358878090247
10,7,0,2,154.1,-2.76686601556895
10,7,0,2,154.2,-2.78664630559071
10,7,0,2,154.3,-2.81295524662126
10,7,0,2,154.4,-2.84576367047734
10,7,0,2,154.5,-2.88498884653045
10,7,0,2,154.6,-2.93049494764424
10,7,0,2,154.7,-2.98209265605919
10,7,0,2,154.8,-3.03953787879858
10,7,0,2,154.9,-3.10252964489384
10,7,0,2,155,-3.17070736358428
10,7,0,2,155.1,-3.2436477283747
10,7,0,2,155.2,-3.32086165042286
10,7,0,2,155.3,-3.40179168952109
10,7,0,2,155.4,-3.48581051476387
10,7,0,2,155.5,-3.57222096237478
10,7,0,2,155.6,-3.6602582576247
10,7,0,2,155.7,-3.74909492439919
10,7,0,2,155.8,-3.83784881428369
10,7,0,2,155.9,-3.92559454417773
10,7,0,2,156,-4.01137843867858
10,7,0,2,156.1,-4.09423683760374
10,7,0,2,156.2,-4.17321736355466
10,7,0,2,156.3,-4.2474024697512
10,7,0,2,156.4,-4.31593433064442
10,7,0,2,156.5,-4.37803992623
10,7,0,2,156.6,-4.4330550335706
10,7,0,2,156.7,-4.4804457977138
10,7,0,2,156.8,-4.51982662017828
10,7,0,2,156.9,-4.55097327396912
10,7,0,2,157,-4.57383041314081
10,7,0,2,157.1,-4.58851296429017
10,7,0,2,157.2,-4.59530123273932
10,7,0,2,157.3,-4.59462989310391
10,7,0,2,157.4,-4.58707133352092
10,7,0,2,157.5,-4.57331406550294
10,7,0,2,157.6,-4.55413708837233
10,7,0,2,157.7,-4.53038120939162
10,7,0,2,157.8,-4.50291837611439
10,7,0,2,157.9,-4.47262008829173
10,7,0,2,158,-4.44032593640301
10,7,0,2,158.1,-4.40681327531022
10,7,0,2,158.2,-4.37276899531077
10,7,0,2,158.3,-4.33876430648822
10,7,0,2,158.4,-4.30523340921327
10,7,0,2,158.5,-4.27245688242311
10,7,0,2,158.6,-4.2405505745593
10,7,0,2,158.7,-4.20946071611574
10,7,0,2,158.8,-4.17896586817821
10,7,0,2,158.9,-4.14868615492821
10,7,0,2,159,-4.11809997703635
10,7,0,2,159.1,-4.08656805106718
10,7,0,2,159.2,-4.05336416591285
10,7,0,2,159.3,-4.01771151175167
10,7,0,2,159.4,-3.97882286876304
10,7,0,2,159.5,-3.93594241786487
10,7,0,2,159.6,-3.88838654877672
10,7,0,2,159.7,-3.83558088734945
10,7,0,2,159.8,-3.77709091672183
10,7,0,2,159.9,-3.71264405049596
10,7,0,2,160,-3.64214179257916
10,7,0,2,160.1,-3.56566158604946
10,7,0,2,160.2,-3.48344896552927
10,7,0,2,160.3,-3.39590152438847
10,7,0,2,160.4,-3.30354685400947
10,7,0,2,160.5,-3.20701692554553
10,7,0,2,160.6,-3.10702135107552
10,7,0,2,160.7,-3.00432163001293
10,7,0,2,160.8,-2.89970795143195
10,7,0,2,160.9,-2.79397949534144
10,7,0,2,161,-2.68792856149872
10,7,0,2,161.1,-2.5823283352751
10,7,0,2,161.2,-2.47792372670047
10,7,0,2,161.3,-2.37542450941591
10,7,0,2,161.4,-2.27549993241763
10,7,0,2,161.5,-2.17877405205802
10,7,0,2,161.6,-2.08582119745642
10,7,0,2,161.7,-1.99716119920267
10,7,0,2,161.8,-1.91325424196895
10,7,0,2,161.9,-1.83449541611513
10,7,0,2,162,-1.7612092200074
10,7,0,2,162.1,-1.69364439094057
10,7,0,2,162.2,-1.63196951362156
10,7,0,2,162.3,-1.57626987271103
10,7,0,2,162.4,-1.52654598569225
10,7,0,2,162.5,-1.48271418232294
10,7,0,2,162.6,-1.44460949587684
10,7,0,2,162.7,-1.41199100790734
10,7,0,2,162.8,-1.38454965057959
10,7,0,2,162.9,-1.36191832671486
10,7,0,2,163,-1.34368406573555
10,7,0,2,163.1,-1.32940180235646
10,7,0,2,163.2,-1.31860925327345
10,7,0,2,163.3,-1.31084228437456
10,7,0,2,163.4,-1.30565011523816
10,7,0,2,163.5,-1.30260970462414
10,7,0,2,163.6,-1.30133870232919
10,7,0,2,163.7,-1.30150643648146
10,7,0,2,163.8,-1.30284252346171
10,7,0,2,163.9,-1.30514282828122
10,7,0,2,164,-1.3082726519366
10,7,0,2,164.1,-1.31216716417622
10,7,0,2,164.2,-1.31682922250025
10,7,0,2,164.3,-1.32232481240239
10,7,0,2,164.4,-1.32877640637704
10,7,0,2,164.5,-1.33635457184104
10,7,0,2,164.6,-1.34526816688877
10,7,0,2,164.7,-1.35575345628494
10,7,0,2,164.8,-1.36806246741682
10,7,0,2,164.9,-1.3824508949346
10,7,0,2,165,-1.39916585881632
10,7,0,2,165.1,-1.4184338257814
10,7,0,2,165.2,-1.44044901745721
10,7,0,2,165.3,-1.46536264709242
10,7,0,2,165.4,-1.49327334486103
10,7,0,2,165.5,-1.52421914406532
10,7,0,2,165.6,-1.55817140092462
10,7,0,2,165.7,-1.59503100373864
10,7,0,2,165.8,-1.63462718854712
10,7,0,2,165.9,-1.67671921469858
10,7,0,2,166,-1.7210010632765
10,7,0,2,166.1,-1.76710920438531
10,7,0,2,166.2,-1.81463333865235
10,7,0,2,166.3,-1.86312985975163
10,7,0,2,166.4,-1.91213761742531
10,7,0,2,166.5,-1.96119539670459
10,7,0,2,166.6,-2.0098603836103
10,7,0,2,166.7,-2.05772677630785
10,7,0,2,166.8,-2.10444363807866
10,7,0,2,166.9,-2.14973108545892
10,7,0,2,167,-2.19339396641937
10,7,0,2,167.1,-2.23533230693245
10,7,0,2,167.2,-2.27554797933928
10,7,0,2,167.3,-2.31414725569782
10,7,0,2,167.4,-2.35133913290415
10,7,0,2,167.5,-2.38742953236921
10,7,0,2,167.6,-2.42281166672196
10,7,0,2,167.7,-2.45795301613643
10,7,0,2,167.8,-2.49337946100689
10,7,0,2,167.9,-2.52965717615316
10,7,0,2,168,-2.56737291044088
10,7,0,2,168.1,-2.60711326420443
10,7,0,2,168.2,-2.64944354629583
10,7,0,2,168.3,-2.69488675386611
10,7,0,2,168.4,-2.74390318055689
10,7,0,2,168.5,-2.79687112991068
10,7,0,2,168.6,-2.8540691953136
10,7,0,2,168.7,-2.9156605679607
10,7,0,2,168.8,-2.98167984987323
10,7,0,2,168.9,-3.05202287678457
10,7,0,2,169,-3.12644008944598
10,7,0,2,169.1,-3.20453402164968
10,7,0,2,169.2,-3.28576148516801
10,7,0,2,169.3,-3.36944100825173
10,7,0,2,169.4,-3.4547660050307
10,7,0,2,169.5,-3.5408239975078
10,7,0,2,169.6,-3.62662196280824
10,7,0,2,169.7,-3.71111752789028
10,7,0,2,169.8,-3.79325528910359
10,7,0,2,169.9,-3.87200702248519
10,7,0,2,170,-3.94641402356872
10,7,0,2,170.1,-4.01562934480734
10,7,0,2,170.2,-4.07895736846005
10,7,0,2,170.3,-4.13588804313777
10,7,0,2,170.4,-4.18612327989888
10,7,0,2,170.5,-4.22959346386668
10,7,0,2,170.6,-4.26646275251682
10,7,0,2,170.7,-4.29712271445142
10,7,0,2,170.8,-4.32217479060786
10,7,0,2,170.9,-4.34240290293899
10,7,0,2,171,-4.35873818308341
10,7,0,2,171.1,-4.37221817708266
10,7,0,2,171.2,-4.38394298573707
10,7,0,2,171.3,-4.39503065623816
10,7,0,2,171.4,-4.40657381606774
10,7,0,2,171.5,-4.41959911677519
10,7,0,2,171.6,-4.43503061232417
10,7,0,2,171.7,-4.45365779789533
10,7,0,2,171.8,-4.47610872228263
10,7,0,2,171.9,-4.50282838009202
10,7,0,2,172,-4.53406248963163
10,7,0,2,172.1,-4.56984675508951
10,7,0,2,172.2,-4.61000177372596
10,7,0,2,172.3,-4.6541338499221
10,7,0,2,172.4,-4.70164208273241
10,7,0,2,172.5,-4.75173216330795
10,7,0,2,172.6,-4.80343731261582
10,7,0,2,172.7,-4.85564666908687
10,7,0,2,172.8,-4.9071411678961
10,7,0,2,172.9,-4.95663652133446
10,7,0,2,173,-5.00283232104052
10,7,0,2,173.1,-5.04446558000692
10,7,0,2,173.2,-5.08036629680505
10,7,0,2,173.3,-5.10951197313358
10,7,0,2,173.4,-5.13107758426063
10,7,0,2,173.5,-5.14447741661556
10,7,0,2,173.6,-5.14939553026008
10,7,0,2,173.7,-5.14580238431025
10,7,0,2,173.8,-5.133956299545
10,7,0,2,173.9,-5.11438976400633
10,7,0,2,174,-5.08788190871614
10,7,0,2,174.1,-5.05541958957598
10,7,0,2,174.2,-5.01815025685175
10,7,0,2,174.3,-4.97733010571089
10,7,0,2,174.4,-4.93427089769992
10,7,0,2,174.5,-4.89028841114872
10,7,0,2,174.6,-4.84665484372067
10,7,0,2,174.7,-4.80455678275484
10,7,0,2,174.8,-4.76505968735544
10,7,0,2,174.9,-4.72907926389684
10,7,0,2,175,-4.69735969987001
10,7,0,2,175.1,-4.67045845449084
10,7,0,2,175.2,-4.64873717110473
10,7,0,2,175.3,-4.63235824699775
10,7,0,2,175.4,-4.62128663738691
10,7,0,2,175.5,-4.61529654962522
10,7,0,2,175.6,-4.61398277208637
10,7,0,2,175.7,-4.61677645534785
10,7,0,2,175.8,-4.62296520123019
10,7,0,2,175.9,-4.63171730243034
10,7,0,2,176,-4.64210990098234
10,7,0,2,176.1,-4.65316069224382
10,7,0,2,176.2,-4.66386259440601
10,7,0,2,176.3,-4.67322054280123
10,7,0,2,176.4,-4.68028927574806
10,7,0,2,176.5,-4.68421068821087
10,7,0,2,176.6,-4.68424908498789
10,7,0,2,176.7,-4.67982251545109
10,7,0,2,176.8,-4.67052836315523
10,7,0,2,176.9,-4.65616152907655
10,7,0,2,177,-4.63672389712427
10,7,0,2,177.1,-4.61242428567244
10,7,0,2,177.2,-4.58366871980011
10,7,0,2,177.3,-4.55104153290602
10,7,0,2,177.4,-4.51527844027677
10,7,0,2,177.5,-4.47723324390513
10,7,0,2,177.6,-4.43784017119843
10,7,0,2,177.7,-4.39807399451886
10,7,0,2,177.8,-4.35891003058856
10,7,0,2,177.9,-4.32128591258483
10,7,0,2,178,-4.28606671390294
10,7,0,2,178.1,-4.25401463648459
10,7,0,2,178.2,-4.22576410800446
10,7,0,2,178.3,-4.20180279807227
10,7,0,2,178.4,-4.18245878530207
10,7,0,2,178.5,-4.16789389093987
10,7,0,2,178.6,-4.1581030350071
10,7,0,2,178.7,-4.15291935403165
10,7,0,2,178.8,-4.15202472831313
10,7,0,2,178.9,-4.15496528458668
10,7,0,2,179,-4.16117135360141
10,7,0,2,179.1,-4.1699812636914
10,7,0,2,179.2,-4.18066823958216
10,7,0,2,179.3,-4.19246955565265
10,7,0,2,179.4,-4.20461697538195
10,7,0,2,179.5,-4.21636740809765
10,7,0,2,179.6,-4.22703264591381
10,7,0,2,179.7,-4.23600702189063
10,7,0,2,179.8,-4.24279186509656
10,7,0,2,179.9,-4.24701572405515
10,7,0,2,180,-4.2484494855777
10,8,0,0.6,0,-0.0399585048152694
10,8,0,0.6,0.1,-0.0391727287855614
10,8,0,0.6,0.2,-0.0368553344787125
10,8,0,0.6,0.3,-0.0331251088073552
10,8,0,0.6,0.4,-0.0281766968045618
10,8,0,0.6,0.5,-0.0222757666559742
10,8,0,0.6,0.6,-0.0157525554898463
10,8,0,0.6,0.7,-0.00899407811044277
10,8,0,0.6,0.8,-0.00243531959060072
10,8,0,0.6,0.9,0.00345025284525924
10,8,0,0.6,1,0.00816053183640762
10,8,0,0.6,1.1,0.0111746675384096
10,8,0,0.6,1.2,0.0119627664663117
10,8,0,0.6,1.3,0.00999519078810219
10,8,0,0.6,1.4,0.00475131555579105
10,8,0,0.6,1.5,-0.00427234070003381
10,8,0,0.6,1.6,-0.0175546428256549
10,8,0,0.6,1.7,-0.0355430073905082
10,8,0,0.6,1.8,-0.0586471585397044
10,8,0,0.6,1.9,-0.0872333889436056
10,8,0,0.6,2,-0.121619224798109
10,8,0,0.6,2.1,-0.162068384746186
10,8,0,0.6,2.2,-0.208785922666188
10,8,0,0.6,2.3,-0.26191345315067
10,8,0,0.6,2.4,-0.321524376031698
10,8,0,0.6,2.5,-0.387619042645837
10,8,0,0.6,2.6,-0.460119842154287
10,8,0,0.6,2.7,-0.538866231894338
10,8,0,0.6,2.8,-0.623609792312752
10,8,0,0.6,2.9,-0.714009455252347
10,8,0,0.6,3,-0.809627134397636
10,8,0,0.6,3.1,-0.909924077571916
10,8,0,0.6,3.2,-1.01425835946564
10,8,0,0.6,3.3,-1.12188403465355
10,8,0,0.6,3.4,-1.23195256512921
10,8,0,0.6,3.5,-1.34351721033075
10,8,0,0.6,3.6,-1.45554110235019
10,8,0,0.6,3.7,-1.56690970233913
10,8,0,0.6,3.8,-1.67644822187722
10,8,0,0.6,3.9,-1.78294437337319
10,8,0,0.6,4,-1.8851764729073
10,8,0,0.6,4.1,-1.98194645965172
10,8,0,0.6,4.2,-2.0721168437233
10,8,0,0.6,4.3,-2.1546500026166
10,8,0,0.6,4.4,-2.22864769580971
10,8,0,0.6,4.5,-2.2933882560587
10,8,0,0.6,4.6,-2.34835874233053
10,8,0,0.6,4.7,-2.39327947697933
10,8,0,0.6,4.8,-2.42811886428563
10,8,0,0.6,4.9,-2.45309716125355
10,8,0,0.6,5,-2.46867884417696
10,8,0,0.6,5.1,-2.47555424106663
10,8,0,0.6,5.2,-2.47461202329589
10,8,0,0.6,5.3,-2.46690483606725
10,8,0,0.6,5.4,-2.45361071495204
10,8,0,0.6,5.5,-2.43599296814626
10,8,0,0.6,5.6,-2.41536094439784
10,8,0,0.6,5.7,-2.39303363901258
10,8,0,0.6,5.8,-2.37030751551483
10,8,0,0.6,5.9,-2.34842933270776
10,8,0,0.6,6,-2.32857423867039
10,8,0,0.6,6.1,-2.31182896919333
10,8,0,0.6,6.2,-2.29917968591999
10,8,0,0.6,6.3,-2.29150380565975
10,8,0,0.6,6.4,-2.28956509025542
10,8,0,0.6,6.5,-2.29401126314124
10,8,0,0.6,6.6,-2.30537347075087
10,8,0,0.6,6.7,-2.32406699342155
10,8,0,0.6,6.8,-2.35039271500727
10,8,0,0.6,6.9,-2.38453897142536
10,8,0,0.6,7,-2.4265835084625
10,8,0,0.6,7.1,-2.4764953844021
10,8,0,0.6,7.2,-2.53413675183565
10,8,0,0.6,7.3,-2.5992645452418
10,8,0,0.6,7.4,-2.67153218695085
10,8,0,0.6,7.5,-2.75049150413751
10,8,0,0.6,7.6,-2.83559512280749
10,8,0,0.6,7.7,-2.92619966925631
10,8,0,0.6,7.8,-3.02157016125442
10,8,0,0.6,7.9,-3.12088600429295
10,8,0,0.6,8,-3.22324901472615
10,8,0,0.6,8.1,-3.32769386230042
10,8,0,0.6,8.2,-3.43320124985937
10,8,0,0.6,8.3,-3.53871402001523
10,8,0,0.6,8.4,-3.64315619335497
10,8,0,0.6,8.5,-3.74545470319579
10,8,0,0.6,8.6,-3.84456331034889
10,8,0,0.6,8.7,-3.93948788115824
10,8,0,0.6,8.8,-4.0293119272857
10,8,0,0.6,8.9,-4.11322107789911
10,8,0,0.6,9,-4.19052502709271
10,8,0,0.6,9.1,-4.26067550755831
10,8,0,0.6,9.2,-4.32327900576874
10,8,0,0.6,9.3,-4.3781032511728
10,8,0,0.6,9.4,-4.42507695322831
10,8,0,0.6,9.5,-4.46428277391122
10,8,0,0.6,9.6,-4.49594404422389
10,8,0,0.6,9.7,-4.52040619450466
10,8,0,0.6,9.8,-4.53811421494526
10,8,0,0.6,9.9,-4.5495876609387
10,8,0,0.6,10,-4.55539475958608
10,8,0,0.6,10.1,-4.55612707460217
10,8,0,0.6,10.2,-4.55237598001233
10,8,0,0.6,10.3,-4.54471191993128
10,8,0,0.6,10.4,-4.53366713364723
10,8,0,0.6,10.5,-4.51972223669801
10,8,0,0.6,10.6,-4.50329679369341
10,8,0,0.6,10.7,-4.4847438102303
10,8,0,0.6,10.8,-4.4643479125671
10,8,0,0.6,10.9,-4.44232687089998
10,8,0,0.6,11,-4.41883604716484
10,8,0,0.6,11.1,-4.39397530194797
10,8,0,0.6,11.2,-4.36779786868665
10,8,0,0.6,11.3,-4.34032069024814
10,8,0,0.6,11.4,-4.31153570917224
10,8,0,0.6,11.5,-4.28142160692099
10,8,0,0.6,11.6,-4.24995550010741
10,8,0,0.6,11.7,-4.21712412491923
10,8,0,0.6,11.8,-4.18293407726327
10,8,0,0.6,11.9,-4.1474207274336
10,8,0,0.6,12,-4.11065549490669
10,8,0,0.6,12.1,-4.07275124986564
10,8,0,0.6,12.2,-4.03386569990222
10,8,0,0.6,12.3,-3.99420271788426
10,8,0,0.6,12.4,-3.95401166385166
10,8,0,0.6,12.5,-3.91358484328573
10,8,0,0.6,12.6,-3.87325331998415
10,8,0,0.6,12.7,-3.83338135923102
10,8,0,0.6,12.8,-3.79435981306788
10,8,0,0.6,12.9,-3.7565987735323
10,8,0,0.6,13,-3.72051981311905
10,8,0,0.6,13.1,-3.68654810754607
10,8,0,0.6,13.2,-3.65510469844823
10,8,0,0.6,13.3,-3.62659910768073
10,8,0,0.6,13.4,-3.60142246523996
10,8,0,0.6,13.5,-3.57994126361678
10,8,0,0.6,13.6,-3.56249180606854
10,8,0,0.6,13.7,-3.54937537723621
10,8,0,0.6,13.8,-3.54085413317125
10,8,0,0.6,13.9,-3.53714768474406
10,8,0,0.6,14,-3.53843033345133
10,8,0,0.6,14.1,-3.54482891119235
10,8,0,0.6,14.2,-3.55642117468143
10,8,0,0.6,14.3,-3.57323470967108
10,8,0,0.6,14.4,-3.59524630887186
10,8,0,0.6,14.5,-3.62238179917592
10,8,0,0.6,14.6,-3.6545163073567
10,8,0,0.6,14.7,-3.6914749677175
10,8,0,0.6,14.8,-3.73303408911076
10,8,0,0.6,14.9,-3.77892281128326
10,8,0,0.6,15,-3.82882529054618
10,8,0,0.6,15.1,-3.88238346124819
10,8,0,0.6,15.2,-3.93920042137521
10,8,0,0.6,15.3,-3.99884448680663
10,8,0,0.6,15.4,-4.06085394845472
10,8,0,0.6,15.5,-4.12474254909114
10,8,0,0.6,15.6,-4.1900056719079
10,8,0,0.6,15.7,-4.2561272011102
10,8,0,0.6,15.8,-4.32258697713889
10,8,0,0.6,15.9,-4.38886872731723
