"Freq [GHz]","n_d1 []","Phi [deg]","rel_d2_d1 []","Theta [deg]","DirTotal []"
10,10,-20,0.6,92,0.0465187273859486
10,10,-20,0.6,94,0.0407382277701812
10,10,-20,0.6,96,0.0336243036829264
10,10,-20,0.6,98,0.0303705657949718
10,10,-20,0.6,100,0.0345416940539359
10,10,-20,0.6,102,0.0465704041771295
10,10,-20,0.6,104,0.059784657221077
10,10,-20,0.6,106,0.0666800190440595
10,10,-20,0.6,108,0.0724097364819283
10,10,-20,0.6,110,0.0742722298665367
10,10,-20,0.6,112,0.0621917225278868
10,10,-20,0.6,114,0.0520924531009254
10,10,-20,0.6,116,0.0569450721454901
10,10,-20,0.6,118,0.06755928746758
10,10,-20,0.6,120,0.0579337467860778
10,10,-20,0.6,122,0.0570863122927461
10,10,-20,0.6,124,0.0773925680953861
10,10,-20,0.6,126,0.0978142073755897
10,10,-20,0.6,128,0.0707174145813872
10,10,-20,0.6,130,0.0614203869960427
10,10,-20,0.6,132,0.101945233046348
10,10,-20,0.6,134,0.125232468928696
10,10,-20,0.6,136,0.115647954023281
10,10,-20,0.6,138,0.1294384859811
10,10,-20,0.6,140,0.133164293279114
10,10,-20,0.6,142,0.147673038209147
10,10,-20,0.6,144,0.19084512390292
10,10,-20,0.6,146,0.170571628579502
10,10,-20,0.6,148,0.153459495587075
10,10,-20,0.6,150,0.229196437024855
10,10,-20,0.6,152,0.256668438372979
10,10,-20,0.6,154,0.200971791269303
10,10,-20,0.6,156,0.249379075204531
10,10,-20,0.6,158,0.276094877586157
10,10,-20,0.6,160,0.243347379958736
10,10,-20,0.6,162,0.337538965837632
10,10,-20,0.6,164,0.337825011821207
10,10,-20,0.6,166,0.351528630640298
10,10,-20,0.6,168,0.496077850095069
10,10,-20,0.6,170,0.369946686609238
10,10,-20,0.6,172,0.431542131644245
10,10,-20,0.6,174,0.659737507818463
10,10,-20,0.6,176,0.329184326315879
10,10,-20,0.6,178,0.537750688229414
10,10,-20,0.6,180,0.885613767282105
10,5,-18,0.6,0,0.389581501150344
10,5,-18,0.6,2,0.345534417263546
10,5,-18,0.6,4,0.304363157174184
10,5,-18,0.6,6,0.245703969752414
10,5,-18,0.6,8,0.268484915961147
10,5,-18,0.6,10,0.405839538301304
10,5,-18,0.6,12,0.498870522920424
10,5,-18,0.6,14,0.443204049678654
10,5,-18,0.6,16,0.324279858286548
10,5,-18,0.6,18,0.253343754276499
10,5,-18,0.6,20,0.258428475714187
10,5,-18,0.6,22,0.305295461461189
10,5,-18,0.6,24,0.32656323643792
10,5,-18,0.6,26,0.286029046338403
10,5,-18,0.6,28,0.221404315073756
10,5,-18,0.6,30,0.18673991344695
10,5,-18,0.6,32,0.198306054116984
10,5,-18,0.6,34,0.230872989576082
10,5,-18,0.6,36,0.243022972297687
10,5,-18,0.6,38,0.219480736444273
10,5,-18,0.6,40,0.178342165956234
10,5,-18,0.6,42,0.1424559193338
10,5,-18,0.6,44,0.123086509508346
10,5,-18,0.6,46,0.121650107595166
10,5,-18,0.6,48,0.131156757943484
10,5,-18,0.6,50,0.137947158579752
10,5,-18,0.6,52,0.131954965186177
10,5,-18,0.6,54,0.116616778604695
10,5,-18,0.6,56,0.103361170220037
10,5,-18,0.6,58,0.0982943349779562
10,5,-18,0.6,60,0.0988419680498858
10,5,-18,0.6,62,0.0990982653341915
10,5,-18,0.6,64,0.0945683877524686
10,5,-18,0.6,66,0.0853886943277669
10,5,-18,0.6,68,0.0767946734230958
10,5,-18,0.6,70,0.0740655846055321
10,5,-18,0.6,72,0.0771175107899891
10,5,-18,0.6,74,0.0817254369101564
10,5,-18,0.6,76,0.0845900495242032
10,5,-18,0.6,78,0.0849876298476836
10,5,-18,0.6,80,0.0825999515081074
10,5,-18,0.6,82,0.0763972462791736
10,5,-18,0.6,84,0.0662220208541272
10,5,-18,0.6,86,0.0543275067481959
10,5,-18,0.6,88,0.0447193624276775
10,5,-18,0.6,90,0.0410382571235185
10,5,-18,0.6,92,0.0447193624276773
10,5,-18,0.6,94,0.0543275067481953
10,5,-18,0.6,96,0.0662220208541269
10,5,-18,0.6,98,0.0763972462791731
10,5,-18,0.6,100,0.0825999515081073
10,5,-18,0.6,102,0.0849876298476839
10,5,-18,0.6,104,0.0845900495242041
10,5,-18,0.6,106,0.0817254369101568
10,5,-18,0.6,108,0.0771175107899894
10,5,-18,0.6,110,0.0740655846055326
10,5,-18,0.6,112,0.0767946734230954
10,5,-18,0.6,114,0.0853886943277666
10,5,-18,0.6,116,0.0945683877524688
10,5,-18,0.6,118,0.0990982653341915
10,5,-18,0.6,120,0.098841968049886
10,5,-18,0.6,122,0.098294334977956
10,5,-18,0.6,124,0.103361170220036
10,5,-18,0.6,126,0.116616778604695
10,5,-18,0.6,128,0.131954965186177
10,5,-18,0.6,130,0.137947158579753
10,5,-18,0.6,132,0.131156757943485
10,5,-18,0.6,134,0.121650107595166
10,5,-18,0.6,136,0.123086509508346
10,5,-18,0.6,138,0.1424559193338
10,5,-18,0.6,140,0.178342165956234
10,5,-18,0.6,142,0.219480736444274
10,5,-18,0.6,144,0.243022972297687
10,5,-18,0.6,146,0.230872989576083
10,5,-18,0.6,148,0.198306054116985
10,5,-18,0.6,150,0.18673991344695
10,5,-18,0.6,152,0.221404315073757
10,5,-18,0.6,154,0.286029046338404
10,5,-18,0.6,156,0.32656323643792
10,5,-18,0.6,158,0.30529546146119
10,5,-18,0.6,160,0.258428475714187
10,5,-18,0.6,162,0.253343754276499
10,5,-18,0.6,164,0.324279858286548
10,5,-18,0.6,166,0.443204049678654
10,5,-18,0.6,168,0.498870522920425
10,5,-18,0.6,170,0.405839538301305
10,5,-18,0.6,172,0.268484915961147
10,5,-18,0.6,174,0.245703969752414
10,5,-18,0.6,176,0.304363157174184
10,5,-18,0.6,178,0.345534417263546
10,5,-18,0.6,180,0.389581501150343
10,7,-18,0.6,0,0.22649486255751
10,7,-18,0.6,2,0.394574184301202
10,7,-18,0.6,4,0.518591890898747
10,7,-18,0.6,6,0.431874198746599
10,7,-18,0.6,8,0.420833793569892
10,7,-18,0.6,10,0.363813527291483
10,7,-18,0.6,12,0.410499785096302
10,7,-18,0.6,14,0.440406247134223
10,7,-18,0.6,16,0.375249001196434
10,7,-18,0.6,18,0.298627945731378
10,7,-18,0.6,20,0.279754387332233
10,7,-18,0.6,22,0.295577205310278
10,7,-18,0.6,24,0.276015868104223
10,7,-18,0.6,26,0.227259799789165
10,7,-18,0.6,28,0.196098106672797
10,7,-18,0.6,30,0.215409289362907
10,7,-18,0.6,32,0.245100524984631
10,7,-18,0.6,34,0.228508688668066
10,7,-18,0.6,36,0.178949640575918
10,7,-18,0.6,38,0.149158888701723
10,7,-18,0.6,40,0.147016951219258
10,7,-18,0.6,42,0.155444355413719
10,7,-18,0.6,44,0.148078909501467
10,7,-18,0.6,46,0.124422603876941
10,7,-18,0.6,48,0.111338073104875
10,7,-18,0.6,50,0.113547259427176
10,7,-18,0.6,52,0.115756541096914
10,7,-18,0.6,54,0.104488471446988
10,7,-18,0.6,56,0.0892633055783134
10,7,-18,0.6,58,0.079509837289317
10,7,-18,0.6,60,0.0795426799712107
10,7,-18,0.6,62,0.086837018291289
10,7,-18,0.6,64,0.0830300546762484
10,7,-18,0.6,66,0.0641014203652149
10,7,-18,0.6,68,0.0493453947874203
10,7,-18,0.6,70,0.0506520863726574
10,7,-18,0.6,72,0.062106376725475
10,7,-18,0.6,74,0.0727901405626517
10,7,-18,0.6,76,0.0724700607638484
10,7,-18,0.6,78,0.0589212770930286
10,7,-18,0.6,80,0.0436841856219231
10,7,-18,0.6,82,0.039680833704134
10,7,-18,0.6,84,0.0472740654701002
10,7,-18,0.6,86,0.0579934765039211
10,7,-18,0.6,88,0.0653116112739
10,7,-18,0.6,90,0.0676886504054763
10,7,-18,0.6,92,0.0653116112738998
10,7,-18,0.6,94,0.0579934765039215
10,7,-18,0.6,96,0.0472740654701004
10,7,-18,0.6,98,0.0396808337041344
10,7,-18,0.6,100,0.0436841856219232
10,7,-18,0.6,102,0.0589212770930296
10,7,-18,0.6,104,0.0724700607638481
10,7,-18,0.6,106,0.0727901405626521
10,7,-18,0.6,108,0.0621063767254749
10,7,-18,0.6,110,0.0506520863726566
10,7,-18,0.6,112,0.0493453947874205
10,7,-18,0.6,114,0.0641014203652153
10,7,-18,0.6,116,0.0830300546762489
10,7,-18,0.6,118,0.0868370182912891
10,7,-18,0.6,120,0.0795426799712106
10,7,-18,0.6,122,0.0795098372893178
10,7,-18,0.6,124,0.0892633055783136
10,7,-18,0.6,126,0.104488471446988
10,7,-18,0.6,128,0.115756541096914
10,7,-18,0.6,130,0.113547259427177
10,7,-18,0.6,132,0.111338073104875
10,7,-18,0.6,134,0.124422603876941
10,7,-18,0.6,136,0.148078909501466
10,7,-18,0.6,138,0.155444355413719
10,7,-18,0.6,140,0.147016951219257
10,7,-18,0.6,142,0.149158888701722
10,7,-18,0.6,144,0.178949640575916
10,7,-18,0.6,146,0.228508688668066
10,7,-18,0.6,148,0.24510052498463
10,7,-18,0.6,150,0.215409289362907
10,7,-18,0.6,152,0.196098106672796
10,7,-18,0.6,154,0.227259799789165
10,7,-18,0.6,156,0.276015868104222
10,7,-18,0.6,158,0.295577205310279
10,7,-18,0.6,160,0.279754387332232
10,7,-18,0.6,162,0.298627945731378
10,7,-18,0.6,164,0.375249001196435
10,7,-18,0.6,166,0.440406247134224
10,7,-18,0.6,168,0.410499785096303
10,7,-18,0.6,170,0.363813527291482
10,7,-18,0.6,172,0.420833793569893
10,7,-18,0.6,174,0.431874198746601
10,7,-18,0.6,176,0.518591890898747
10,7,-18,0.6,178,0.394574184301202
10,7,-18,0.6,180,0.226494862557509
10,10,-18,0.6,0,0.885613767282108
10,10,-18,0.6,2,0.550388529580217
10,10,-18,0.6,4,0.351365296985453
10,10,-18,0.6,6,0.675124070936953
10,10,-18,0.6,8,0.426616870630889
10,10,-18,0.6,10,0.366406118616595
10,10,-18,0.6,12,0.503665624880898
10,10,-18,0.6,14,0.34832387830874
10,10,-18,0.6,16,0.336517572157889
10,10,-18,0.6,18,0.337153454002204
10,10,-18,0.6,20,0.242540077856373
10,10,-18,0.6,22,0.278168036356209
10,10,-18,0.6,24,0.245269205251019
10,10,-18,0.6,26,0.201071960002791
10,10,-18,0.6,28,0.258212833224094
10,10,-18,0.6,30,0.213401574119686
10,10,-18,0.6,32,0.147302884128268
10,10,-18,0.6,34,0.174670741509312
10,10,-18,0.6,36,0.19008465438773
10,10,-18,0.6,38,0.142865990471521
10,10,-18,0.6,40,0.133527980083633
10,10,-18,0.6,42,0.131922227644258
10,10,-18,0.6,44,0.119676243556642
10,10,-18,0.6,46,0.124594095704925
10,10,-18,0.6,48,0.0951082962427803
10,10,-18,0.6,50,0.0651883146035808
10,10,-18,0.6,52,0.0804994831407268
10,10,-18,0.6,54,0.0980568139953054
10,10,-18,0.6,56,0.076763176646681
10,10,-18,0.6,58,0.0609151520145623
10,10,-18,0.6,60,0.0539742282026507
10,10,-18,0.6,62,0.0566454578044369
10,10,-18,0.6,64,0.0545532711677606
10,10,-18,0.6,66,0.0616363869107479
10,10,-18,0.6,68,0.0751128166012525
10,10,-18,0.6,70,0.0795834853062935
10,10,-18,0.6,72,0.064983631709678
10,10,-18,0.6,74,0.0533542482235489
10,10,-18,0.6,76,0.0483054293775456
10,10,-18,0.6,78,0.0416803739235228
10,10,-18,0.6,80,0.0385737573248458
10,10,-18,0.6,82,0.0418192442945929
10,10,-18,0.6,84,0.0447848437733401
10,10,-18,0.6,86,0.043085296080301
10,10,-18,0.6,88,0.0385924075415827
10,10,-18,0.6,90,0.0361105104596275
10,10,-18,0.6,92,0.0385924075415813
10,10,-18,0.6,94,0.0430852960803007
10,10,-18,0.6,96,0.0447848437733402
10,10,-18,0.6,98,0.0418192442945931
10,10,-18,0.6,100,0.0385737573248467
10,10,-18,0.6,102,0.0416803739235235
10,10,-18,0.6,104,0.0483054293775438
10,10,-18,0.6,106,0.0533542482235485
10,10,-18,0.6,108,0.0649836317096767
10,10,-18,0.6,110,0.0795834853062934
10,10,-18,0.6,112,0.0751128166012525
10,10,-18,0.6,114,0.0616363869107483
10,10,-18,0.6,116,0.0545532711677616
10,10,-18,0.6,118,0.0566454578044366
10,10,-18,0.6,120,0.0539742282026492
10,10,-18,0.6,122,0.0609151520145624
10,10,-18,0.6,124,0.0767631766466806
10,10,-18,0.6,126,0.0980568139953057
10,10,-18,0.6,128,0.080499483140727
10,10,-18,0.6,130,0.0651883146035817
10,10,-18,0.6,132,0.095108296242779
10,10,-18,0.6,134,0.124594095704925
10,10,-18,0.6,136,0.119676243556643
10,10,-18,0.6,138,0.131922227644259
10,10,-18,0.6,140,0.133527980083634
10,10,-18,0.6,142,0.142865990471521
10,10,-18,0.6,144,0.190084654387729
10,10,-18,0.6,146,0.174670741509312
10,10,-18,0.6,148,0.147302884128267
10,10,-18,0.6,150,0.213401574119684
10,10,-18,0.6,152,0.258212833224096
10,10,-18,0.6,154,0.20107196000279
10,10,-18,0.6,156,0.245269205251018
10,10,-18,0.6,158,0.278168036356208
10,10,-18,0.6,160,0.242540077856371
10,10,-18,0.6,162,0.337153454002203
10,10,-18,0.6,164,0.336517572157888
10,10,-18,0.6,166,0.348323878308737
10,10,-18,0.6,168,0.503665624880897
10,10,-18,0.6,170,0.366406118616593
10,10,-18,0.6,172,0.426616870630891
10,10,-18,0.6,174,0.675124070936954
10,10,-18,0.6,176,0.351365296985454
10,10,-18,0.6,178,0.550388529580213
10,10,-18,0.6,180,0.885613767282105
10,5,-16,0.6,0,0.389581501150344
10,5,-16,0.6,2,0.349326176626103
10,5,-16,0.6,4,0.305071653665416
10,5,-16,0.6,6,0.241709116024904
10,5,-16,0.6,8,0.267844179778462
10,5,-16,0.6,10,0.413809331825801
10,5,-16,0.6,12,0.509139662422722
10,5,-16,0.6,14,0.449932055950994
10,5,-16,0.6,16,0.32867950289361
10,5,-16,0.6,18,0.256369288021092
10,5,-16,0.6,20,0.259853675393028
10,5,-16,0.6,22,0.30569695487334
10,5,-16,0.6,24,0.326360689793442
10,5,-16,0.6,26,0.286329347959975
10,5,-16,0.6,28,0.223303332540107
10,5,-16,0.6,30,0.189506946965041
10,5,-16,0.6,32,0.200486174233494
10,5,-16,0.6,34,0.231420827843849
10,5,-16,0.6,36,0.241477917958669
10,5,-16,0.6,38,0.217181932294034
10,5,-16,0.6,40,0.178201038680105
10,5,-16,0.6,42,0.146285604830983
10,5,-16,0.6,44,0.129768324775514
10,5,-16,0.6,46,0.12797963544145
10,5,-16,0.6,48,0.134452449399796
10,5,-16,0.6,50,0.137812374998953
10,5,-16,0.6,52,0.12971095315043
10,5,-16,0.6,54,0.113552281833611
10,5,-16,0.6,56,0.0992825124002757
10,5,-16,0.6,58,0.0919514505617943
10,5,-16,0.6,60,0.0899484236745616
10,5,-16,0.6,62,0.0887287161703667
10,5,-16,0.6,64,0.0839336627058189
10,5,-16,0.6,66,0.075929651262273
10,5,-16,0.6,68,0.0705877698740786
10,5,-16,0.6,70,0.0723870324242625
10,5,-16,0.6,72,0.0792126341932014
10,5,-16,0.6,74,0.0859743741073675
10,5,-16,0.6,76,0.090378263870408
10,5,-16,0.6,78,0.0929499288787643
10,5,-16,0.6,80,0.0935118986944937
10,5,-16,0.6,82,0.0902765851079722
10,5,-16,0.6,84,0.0823221411183134
10,5,-16,0.6,86,0.0716603016177072
10,5,-16,0.6,88,0.0625343909910064
10,5,-16,0.6,90,0.0589576228511322
10,5,-16,0.6,92,0.0625343909910053
10,5,-16,0.6,94,0.0716603016177066
10,5,-16,0.6,96,0.0823221411183131
10,5,-16,0.6,98,0.0902765851079713
10,5,-16,0.6,100,0.0935118986944935
10,5,-16,0.6,102,0.0929499288787657
10,5,-16,0.6,104,0.0903782638704084
10,5,-16,0.6,106,0.0859743741073672
10,5,-16,0.6,108,0.079212634193201
10,5,-16,0.6,110,0.0723870324242627
10,5,-16,0.6,112,0.0705877698740782
10,5,-16,0.6,114,0.0759296512622735
10,5,-16,0.6,116,0.0839336627058192
10,5,-16,0.6,118,0.0887287161703667
10,5,-16,0.6,120,0.0899484236745611
10,5,-16,0.6,122,0.0919514505617938
10,5,-16,0.6,124,0.0992825124002752
10,5,-16,0.6,126,0.113552281833611
10,5,-16,0.6,128,0.12971095315043
10,5,-16,0.6,130,0.137812374998954
10,5,-16,0.6,132,0.134452449399797
10,5,-16,0.6,134,0.12797963544145
10,5,-16,0.6,136,0.129768324775514
10,5,-16,0.6,138,0.146285604830983
10,5,-16,0.6,140,0.178201038680106
10,5,-16,0.6,142,0.217181932294035
10,5,-16,0.6,144,0.241477917958669
10,5,-16,0.6,146,0.23142082784385
10,5,-16,0.6,148,0.200486174233495
10,5,-16,0.6,150,0.189506946965041
10,5,-16,0.6,152,0.223303332540107
10,5,-16,0.6,154,0.286329347959975
10,5,-16,0.6,156,0.326360689793441
10,5,-16,0.6,158,0.30569695487334
10,5,-16,0.6,160,0.259853675393029
10,5,-16,0.6,162,0.256369288021093
10,5,-16,0.6,164,0.32867950289361
10,5,-16,0.6,166,0.449932055950994
10,5,-16,0.6,168,0.509139662422722
10,5,-16,0.6,170,0.413809331825802
10,5,-16,0.6,172,0.267844179778462
10,5,-16,0.6,174,0.241709116024904
10,5,-16,0.6,176,0.305071653665416
10,5,-16,0.6,178,0.349326176626104
10,5,-16,0.6,180,0.389581501150343
10,7,-16,0.6,0,0.22649486255751
10,7,-16,0.6,2,0.389217767964476
10,7,-16,0.6,4,0.494484107464949
10,7,-16,0.6,6,0.415993333406261
10,7,-16,0.6,8,0.428320424633715
10,7,-16,0.6,10,0.375728596391772
10,7,-16,0.6,12,0.413862102631291
10,7,-16,0.6,14,0.431865475428826
10,7,-16,0.6,16,0.372516043545712
10,7,-16,0.6,18,0.301357022830541
10,7,-16,0.6,20,0.28108272243971
10,7,-16,0.6,22,0.292011672285158
10,7,-16,0.6,24,0.273608858127405
10,7,-16,0.6,26,0.227119443317552
10,7,-16,0.6,28,0.197200997462291
10,7,-16,0.6,30,0.21668331581992
10,7,-16,0.6,32,0.244423300153228
10,7,-16,0.6,34,0.222911461160635
10,7,-16,0.6,36,0.171478220869278
10,7,-16,0.6,38,0.144617380645061
10,7,-16,0.6,40,0.146297419509285
10,7,-16,0.6,42,0.154584161288987
10,7,-16,0.6,44,0.143080192688976
10,7,-16,0.6,46,0.117646432484669
10,7,-16,0.6,48,0.105093639073665
10,7,-16,0.6,50,0.111907535867649
10,7,-16,0.6,52,0.117680542280397
10,7,-16,0.6,54,0.104845112029403
10,7,-16,0.6,56,0.0891567842515868
10,7,-16,0.6,58,0.0807811263065035
10,7,-16,0.6,60,0.0764829056974625
10,7,-16,0.6,62,0.0734806117890141
10,7,-16,0.6,64,0.064935457055589
10,7,-16,0.6,66,0.0529562857464746
10,7,-16,0.6,68,0.0470540328646998
10,7,-16,0.6,70,0.0503563172814907
10,7,-16,0.6,72,0.058650658327366
10,7,-16,0.6,74,0.0640935936865866
10,7,-16,0.6,76,0.0585504788280511
10,7,-16,0.6,78,0.0431709508631446
10,7,-16,0.6,80,0.0309780558063648
10,7,-16,0.6,82,0.0326190940920114
10,7,-16,0.6,84,0.0452679882502275
10,7,-16,0.6,86,0.058787913817069
10,7,-16,0.6,88,0.0668260105747265
10,7,-16,0.6,90,0.0691728696905219
10,7,-16,0.6,92,0.0668260105747276
10,7,-16,0.6,94,0.0587879138170695
10,7,-16,0.6,96,0.0452679882502274
10,7,-16,0.6,98,0.0326190940920107
10,7,-16,0.6,100,0.0309780558063644
10,7,-16,0.6,102,0.0431709508631442
10,7,-16,0.6,104,0.0585504788280508
10,7,-16,0.6,106,0.0640935936865855
10,7,-16,0.6,108,0.0586506583273657
10,7,-16,0.6,110,0.0503563172814901
10,7,-16,0.6,112,0.0470540328646993
10,7,-16,0.6,114,0.0529562857464749
10,7,-16,0.6,116,0.0649354570555886
10,7,-16,0.6,118,0.0734806117890141
10,7,-16,0.6,120,0.0764829056974628
10,7,-16,0.6,122,0.0807811263065038
10,7,-16,0.6,124,0.0891567842515869
10,7,-16,0.6,126,0.104845112029403
10,7,-16,0.6,128,0.117680542280396
10,7,-16,0.6,130,0.111907535867648
10,7,-16,0.6,132,0.105093639073665
10,7,-16,0.6,134,0.117646432484668
10,7,-16,0.6,136,0.143080192688976
10,7,-16,0.6,138,0.154584161288986
10,7,-16,0.6,140,0.146297419509284
10,7,-16,0.6,142,0.144617380645061
10,7,-16,0.6,144,0.171478220869279
10,7,-16,0.6,146,0.222911461160635
10,7,-16,0.6,148,0.244423300153229
10,7,-16,0.6,150,0.21668331581992
10,7,-16,0.6,152,0.19720099746229
10,7,-16,0.6,154,0.227119443317551
10,7,-16,0.6,156,0.273608858127405
10,7,-16,0.6,158,0.292011672285158
10,7,-16,0.6,160,0.28108272243971
10,7,-16,0.6,162,0.301357022830541
10,7,-16,0.6,164,0.372516043545713
10,7,-16,0.6,166,0.431865475428826
10,7,-16,0.6,168,0.413862102631291
10,7,-16,0.6,170,0.37572859639177
10,7,-16,0.6,172,0.428320424633716
10,7,-16,0.6,174,0.415993333406262
10,7,-16,0.6,176,0.49448410746495
10,7,-16,0.6,178,0.389217767964477
10,7,-16,0.6,180,0.226494862557509
10,10,-16,0.6,0,0.885613767282108
10,10,-16,0.6,2,0.56372548542185
10,10,-16,0.6,4,0.376289216818703
10,10,-16,0.6,6,0.68969032661429
10,10,-16,0.6,8,0.4208650302901
10,10,-16,0.6,10,0.362805877259919
10,10,-16,0.6,12,0.510870507048828
10,10,-16,0.6,14,0.344601972486536
10,10,-16,0.6,16,0.334370998443786
10,10,-16,0.6,18,0.337440878531448
10,10,-16,0.6,20,0.2421314423033
10,10,-16,0.6,22,0.278396159833863
10,10,-16,0.6,24,0.242063503543939
10,10,-16,0.6,26,0.201953517129133
10,10,-16,0.6,28,0.2558408497219
10,10,-16,0.6,30,0.197578029076832
10,10,-16,0.6,32,0.14477557084226
10,10,-16,0.6,34,0.183671214757988
10,10,-16,0.6,36,0.187900023820145
10,10,-16,0.6,38,0.138026587913307
10,10,-16,0.6,40,0.133835554571905
10,10,-16,0.6,42,0.130797838986409
10,10,-16,0.6,44,0.118244841485105
10,10,-16,0.6,46,0.125806967324818
10,10,-16,0.6,48,0.0992119440941398
10,10,-16,0.6,50,0.0729959222474259
10,10,-16,0.6,52,0.0887775396530044
10,10,-16,0.6,54,0.103761763001496
10,10,-16,0.6,56,0.07582305037364
10,10,-16,0.6,58,0.0540361324471427
10,10,-16,0.6,60,0.0528651421893131
10,10,-16,0.6,62,0.0554306102666928
10,10,-16,0.6,64,0.0507251727661675
10,10,-16,0.6,66,0.0601539134829245
10,10,-16,0.6,68,0.0691071977363319
10,10,-16,0.6,70,0.0647059463402286
10,10,-16,0.6,72,0.0528613457070444
10,10,-16,0.6,74,0.0468041501686926
10,10,-16,0.6,76,0.0440909066830748
10,10,-16,0.6,78,0.0409897098382545
10,10,-16,0.6,80,0.0390276181613
10,10,-16,0.6,82,0.0442041369800798
10,10,-16,0.6,84,0.0476217637426392
10,10,-16,0.6,86,0.0439815364476243
10,10,-16,0.6,88,0.0387770708158525
10,10,-16,0.6,90,0.03636489566301
10,10,-16,0.6,92,0.0387770708158523
10,10,-16,0.6,94,0.0439815364476241
10,10,-16,0.6,96,0.047621763742638
10,10,-16,0.6,98,0.0442041369800781
10,10,-16,0.6,100,0.039027618161299
10,10,-16,0.6,102,0.0409897098382545
10,10,-16,0.6,104,0.0440909066830742
10,10,-16,0.6,106,0.0468041501686926
10,10,-16,0.6,108,0.0528613457070454
10,10,-16,0.6,110,0.0647059463402304
10,10,-16,0.6,112,0.0691071977363323
10,10,-16,0.6,114,0.0601539134829242
10,10,-16,0.6,116,0.0507251727661664
10,10,-16,0.6,118,0.055430610266693
10,10,-16,0.6,120,0.0528651421893135
10,10,-16,0.6,122,0.0540361324471422
10,10,-16,0.6,124,0.0758230503736397
10,10,-16,0.6,126,0.103761763001496
10,10,-16,0.6,128,0.0887775396530033
10,10,-16,0.6,130,0.0729959222474254
10,10,-16,0.6,132,0.09921194409414
10,10,-16,0.6,134,0.125806967324818
10,10,-16,0.6,136,0.118244841485105
10,10,-16,0.6,138,0.130797838986409
10,10,-16,0.6,140,0.133835554571905
10,10,-16,0.6,142,0.138026587913307
10,10,-16,0.6,144,0.187900023820145
10,10,-16,0.6,146,0.183671214757988
10,10,-16,0.6,148,0.144775570842261
10,10,-16,0.6,150,0.197578029076831
10,10,-16,0.6,152,0.2558408497219
10,10,-16,0.6,154,0.201953517129133
10,10,-16,0.6,156,0.242063503543938
10,10,-16,0.6,158,0.278396159833863
10,10,-16,0.6,160,0.2421314423033
10,10,-16,0.6,162,0.33744087853145
10,10,-16,0.6,164,0.334370998443788
10,10,-16,0.6,166,0.344601972486533
10,10,-16,0.6,168,0.510870507048826
10,10,-16,0.6,170,0.362805877259917
10,10,-16,0.6,172,0.420865030290102
10,10,-16,0.6,174,0.689690326614291
10,10,-16,0.6,176,0.376289216818704
10,10,-16,0.6,178,0.563725485421849
10,10,-16,0.6,180,0.885613767282105
10,5,-14,0.6,0,0.389581501150344
10,5,-14,0.6,2,0.353348825607636
10,5,-14,0.6,4,0.306580867744178
10,5,-14,0.6,6,0.239264457668776
10,5,-14,0.6,8,0.268908714202356
10,5,-14,0.6,10,0.42265911850148
10,5,-14,0.6,12,0.519357111788261
10,5,-14,0.6,14,0.4563492096123
10,5,-14,0.6,16,0.332884810626435
10,5,-14,0.6,18,0.25945521318218
10,5,-14,0.6,20,0.26178146786377
10,5,-14,0.6,22,0.306720919726858
10,5,-14,0.6,24,0.326378397856074
10,5,-14,0.6,26,0.286410447478258
10,5,-14,0.6,28,0.224722860468657
10,5,-14,0.6,30,0.191504506797217
10,5,-14,0.6,32,0.201689389244417
10,5,-14,0.6,34,0.231659729988517
10,5,-14,0.6,36,0.240973705964714
10,5,-14,0.6,38,0.216398819854996
10,5,-14,0.6,40,0.178762060599653
10,5,-14,0.6,42,0.150022156671434
10,5,-14,0.6,44,0.136634350366011
10,5,-14,0.6,46,0.135292429117467
10,5,-14,0.6,48,0.138631227348746
10,5,-14,0.6,50,0.137353743957062
10,5,-14,0.6,52,0.126176852603228
10,5,-14,0.6,54,0.109354411206164
10,5,-14,0.6,56,0.0948726266610145
10,5,-14,0.6,58,0.0860281104719982
10,5,-14,0.6,60,0.0819974105848945
10,5,-14,0.6,62,0.0796967687196809
10,5,-14,0.6,64,0.0750746067220316
10,5,-14,0.6,66,0.068887096424256
10,5,-14,0.6,68,0.0675230637646561
10,5,-14,0.6,70,0.0740591956519918
10,5,-14,0.6,72,0.0835458323114759
10,5,-14,0.6,74,0.0896747427692987
10,5,-14,0.6,76,0.091593414223575
10,5,-14,0.6,78,0.0919609837852653
10,5,-14,0.6,80,0.0914855727544097
10,5,-14,0.6,82,0.0879692715380611
10,5,-14,0.6,84,0.0797931084552552
10,5,-14,0.6,86,0.0686954277520818
10,5,-14,0.6,88,0.059097096679671
10,5,-14,0.6,90,0.0553169391203364
10,5,-14,0.6,92,0.0590970966796702
10,5,-14,0.6,94,0.0686954277520817
10,5,-14,0.6,96,0.079793108455256
10,5,-14,0.6,98,0.0879692715380625
10,5,-14,0.6,100,0.0914855727544111
10,5,-14,0.6,102,0.0919609837852669
10,5,-14,0.6,104,0.0915934142235748
10,5,-14,0.6,106,0.0896747427692983
10,5,-14,0.6,108,0.0835458323114763
10,5,-14,0.6,110,0.0740591956519911
10,5,-14,0.6,112,0.0675230637646557
10,5,-14,0.6,114,0.0688870964242562
10,5,-14,0.6,116,0.0750746067220323
10,5,-14,0.6,118,0.079696768719681
10,5,-14,0.6,120,0.0819974105848946
