"Freq [GHz]","n_d1 []","Phi [deg]","rel_d2_d1 []","Theta [deg]","dB(DirTotal) []"
10,5,90,0.6,129.3,-5.09764891553651
10,5,90,0.6,129.4,-5.06519264479119
10,5,90,0.6,129.5,-5.03675891663911
10,5,90,0.6,129.6,-5.01231096189007
10,5,90,0.6,129.7,-4.99180867629815
10,5,90,0.6,129.8,-4.97520871622759
10,5,90,0.6,129.9,-4.96246454348064
10,5,90,0.6,130,-4.95352642287014
10,5,90,0.6,130.1,-4.94834137563578
10,5,90,0.6,130.2,-4.94685309138376
10,5,90,0.6,130.3,-4.94900180088487
10,5,90,0.6,130.4,-4.95472411178444
10,5,90,0.6,130.5,-4.96395280907124
10,5,90,0.6,130.6,-4.97661662201072
10,5,90,0.6,130.7,-4.99263995918014
10,5,90,0.6,130.8,-5.01194261325679
10,5,90,0.6,130.9,-5.03443943729467
10,5,90,0.6,131,-5.0600399944041
10,5,90,0.6,131.1,-5.08864818301488
10,5,90,0.6,131.2,-5.12016184026753
10,5,90,0.6,131.3,-5.15447232655388
10,5,90,0.6,131.4,-5.19146409480547
10,5,90,0.6,131.5,-5.23101424883916
10,5,90,0.6,131.6,-5.2729920958937
10,5,90,0.6,131.7,-5.31725869944921
10,5,90,0.6,131.8,-5.36366643950603
10,5,90,0.6,131.9,-5.4120585887085
10,5,90,0.6,132,-5.46226891402008
10,5,90,0.6,132.1,-5.514121315076
10,5,90,0.6,132.2,-5.56742951182524
10,5,90,0.6,132.3,-5.62199679559217
10,5,90,0.6,132.4,-5.67761585918426
10,5,90,0.6,132.5,-5.73406872308006
10,5,90,0.6,132.6,-5.79112677597226
10,5,90,0.6,132.7,-5.8485509489074
10,5,90,0.6,132.8,-5.90609204284987
10,5,90,0.6,132.9,-5.963491229566
10,5,90,0.6,133,-6.02048074514016
10,5,90,0.6,133.1,-6.07678479405339
10,5,90,0.6,133.2,-6.13212067943643
10,5,90,0.6,133.3,-6.18620017173206
10,5,90,0.6,133.4,-6.23873112347384
10,5,90,0.6,133.5,-6.28941933216642
10,5,90,0.6,133.6,-6.33797064634468
10,5,90,0.6,133.7,-6.38409330190678
10,5,90,0.6,133.8,-6.42750046692847
10,5,90,0.6,133.9,-6.46791296368541
10,5,90,0.6,134,-6.50506212690447
10,5,90,0.6,134.1,-6.53869274784356
10,5,90,0.6,134.2,-6.56856604520507
10,5,90,0.6,134.3,-6.59446259672267
10,5,90,0.6,134.4,-6.61618516013085
10,5,90,0.6,134.5,-6.63356130966118
10,5,90,0.6,134.6,-6.64644581465114
10,5,90,0.6,134.7,-6.65472269056668
10,5,90,0.6,134.8,-6.65830685979644
10,5,90,0.6,134.9,-6.65714536980586
10,5,90,0.6,135,-6.65121812924156
10,5,90,0.6,135.1,-6.64053813772265
10,5,90,0.6,135.2,-6.62515120155208
10,5,90,0.6,135.3,-6.60513514451371
10,5,90,0.6,135.4,-6.58059853933382
10,5,90,0.6,135.5,-6.55167900038585
10,5,90,0.6,135.6,-6.51854109100267
10,5,90,0.6,135.7,-6.48137390874115
10,5,90,0.6,135.8,-6.44038841871801
10,5,90,0.6,135.9,-6.39581460857516
10,5,90,0.6,136,-6.34789853880578
10,5,90,0.6,136.1,-6.29689935937517
10,5,90,0.6,136.2,-6.24308635824585
10,5,90,0.6,136.3,-6.18673610010976
10,5,90,0.6,136.4,-6.12812970494359
10,5,90,0.6,136.5,-6.06755030653747
10,5,90,0.6,136.6,-6.0052807214463
10,5,90,0.6,136.7,-5.94160134936682
10,5,90,0.6,136.8,-5.87678831712795
10,5,90,0.6,136.9,-5.81111187058192
10,5,90,0.6,137,-5.74483501187828
10,5,90,0.6,137.1,-5.6782123739849
10,5,90,0.6,137.2,-5.61148931989149
10,5,90,0.6,137.3,-5.54490125065635
10,5,90,0.6,137.4,-5.47867310422233
10,5,90,0.6,137.5,-5.4130190256279
10,5,90,0.6,137.6,-5.34814218872132
10,5,90,0.6,137.7,-5.28423474960897
10,5,90,0.6,137.8,-5.22147791270372
10,5,90,0.6,137.9,-5.16004209124112
10,5,90,0.6,138,-5.10008714540443
10,5,90,0.6,138.1,-5.0417626826276
10,5,90,0.6,138.2,-4.98520840616795
10,5,90,0.6,138.3,-4.93055449957255
10,5,90,0.6,138.4,-4.87792203616796
10,5,90,0.6,138.5,-4.82742340414242
10,5,90,0.6,138.6,-4.77916273912972
10,5,90,0.6,138.7,-4.7332363574391
10,5,90,0.6,138.8,-4.68973318419193
10,5,90,0.6,138.9,-4.64873517161494
10,5,90,0.6,139,-4.61031770361588
10,5,90,0.6,139.1,-4.57454998352233
10,5,90,0.6,139.2,-4.54149540251213
10,5,90,0.6,139.3,-4.51121188681022
10,5,90,0.6,139.4,-4.48375222218089
10,5,90,0.6,139.5,-4.45916435461567
10,5,90,0.6,139.6,-4.43749166641196
10,5,90,0.6,139.7,-4.4187732270697
10,5,90,0.6,139.8,-4.40304401860497
10,5,90,0.6,139.9,-4.39033513500119
10,5,90,0.6,140,-4.38067395559717
10,5,90,0.6,140.1,-4.37408429225142
10,5,90,0.6,140.2,-4.37058651012985
10,5,90,0.6,140.3,-4.37019762194392
10,5,90,0.6,140.4,-4.37293135542383
10,5,90,0.6,140.5,-4.37879819374834
10,5,90,0.6,140.6,-4.38780538857427
10,5,90,0.6,140.7,-4.39995694521911
10,5,90,0.6,140.8,-4.41525357944711
10,5,90,0.6,140.9,-4.4336926452054
10,5,90,0.6,141,-4.45526803254454
10,5,90,0.6,141.1,-4.47997003484997
10,5,90,0.6,141.2,-4.50778518440452
10,5,90,0.6,141.3,-4.53869605520587
10,5,90,0.6,141.4,-4.57268103187874
10,5,90,0.6,141.5,-4.609714043459
10,5,90,0.6,141.6,-4.64976426078758
10,5,90,0.6,141.7,-4.69279575625031
10,5,90,0.6,141.8,-4.73876712464044
10,5,90,0.6,141.9,-4.78763106401788
10,5,90,0.6,142,-4.83933391560478
10,5,90,0.6,142.1,-4.89381516200952
10,5,90,0.6,142.2,-4.95100688342214
10,5,90,0.6,142.3,-5.01083317190546
10,5,90,0.6,142.4,-5.07320950452372
10,5,90,0.6,142.5,-5.13804207684994
10,5,90,0.6,142.6,-5.20522709938257
10,5,90,0.6,142.7,-5.27465006062523
10,5,90,0.6,142.8,-5.34618496205876
10,5,90,0.6,142.9,-5.41969353199959
10,5,90,0.6,143,-5.49502442741068
10,5,90,0.6,143.1,-5.57201243513484
10,5,90,0.6,143.2,-5.65047768676755
10,5,90,0.6,143.3,-5.7302249044653
10,5,90,0.6,143.4,-5.81104269838619
10,5,90,0.6,143.5,-5.8927029401218
10,5,90,0.6,143.6,-5.9749602403304
10,5,90,0.6,143.7,-6.05755156269563
10,5,90,0.6,143.8,-6.14019601014293
10,5,90,0.6,143.9,-6.22259482272649
10,5,90,0.6,144,-6.30443162946324
10,5,90,0.6,144.1,-6.38537299830227
10,5,90,0.6,144.2,-6.46506932897782
10,5,90,0.6,144.3,-6.54315613226017
10,5,90,0.6,144.4,-6.61925573564525
10,5,90,0.6,144.5,-6.69297944935865
10,5,90,0.6,144.6,-6.7639302173241
10,5,90,0.6,144.7,-6.83170576519439
10,5,90,0.6,144.8,-6.89590224159176
10,5,90,0.6,144.9,-6.95611832952842
10,5,90,0.6,145,-7.01195978306159
10,5,90,0.6,145.1,-7.06304432042408
10,5,90,0.6,145.2,-7.10900678036214
10,5,90,0.6,145.3,-7.14950442475375
10,5,90,0.6,145.4,-7.1842222495621
10,5,90,0.6,145.5,-7.21287814972803
10,5,90,0.6,145.6,-7.23522777356064
10,5,90,0.6,145.7,-7.25106890013993
10,5,90,0.6,145.8,-7.26024518027266
10,5,90,0.6,145.9,-7.26264909804787
10,5,90,0.6,146,-7.25822403561114
10,5,90,0.6,146.1,-7.24696535715458
10,5,90,0.6,146.2,-7.22892046727455
10,5,90,0.6,146.3,-7.20418784114539
10,5,90,0.6,146.4,-7.17291506643504
10,5,90,0.6,146.5,-7.13529597656095
10,5,90,0.6,146.6,-7.09156698907096
10,5,90,0.6,146.7,-7.04200278951208
10,5,90,0.6,146.8,-6.98691151877185
10,5,90,0.6,146.9,-6.92662963002121
10,5,90,0.6,147,-6.86151658037483
10,5,90,0.6,147.1,-6.79194951321701
10,5,90,0.6,147.2,-6.71831807135199
10,5,90,0.6,147.3,-6.64101946056677
10,5,90,0.6,147.4,-6.56045385974488
10,5,90,0.6,147.5,-6.47702024918104
10,5,90,0.6,147.6,-6.39111270477592
10,5,90,0.6,147.7,-6.30311718360021
10,5,90,0.6,147.8,-6.21340880678323
10,5,90,0.6,147.9,-6.12234962933357
10,5,90,0.6,148,-6.03028687354297
10,5,90,0.6,148.1,-5.93755159301545
10,5,90,0.6,148.2,-5.84445772785517
10,5,90,0.6,148.3,-5.75130150777426
10,5,90,0.6,148.4,-5.65836115840828
10,5,90,0.6,148.5,-5.5658968664999
10,5,90,0.6,148.6,-5.47415096138102
10,5,90,0.6,148.7,-5.38334827296021
10,5,90,0.6,148.8,-5.29369662984352
10,5,90,0.6,148.9,-5.20538746500199
10,5,90,0.6,149,-5.11859650031373
10,5,90,0.6,149.1,-5.03348448517513
10,5,90,0.6,149.2,-4.95019796807081
10,5,90,0.6,149.3,-4.86887008342822
10,5,90,0.6,149.4,-4.78962133920748
10,5,90,0.6,149.5,-4.71256039346916
10,5,90,0.6,149.6,-4.63778481061139
10,5,90,0.6,149.7,-4.56538179008656
10,5,90,0.6,149.8,-4.49542886221424
10,5,90,0.6,149.9,-4.42799454722558
10,5,90,0.6,150,-4.36313897493418
10,5,90,0.6,150.1,-4.30091446345885
10,5,90,0.6,150.2,-4.24136605625264
10,5,90,0.6,150.3,-4.18453201735025
10,5,90,0.6,150.4,-4.1304442852549
10,5,90,0.6,150.5,-4.0791288862732
10,5,90,0.6,150.6,-4.0306063083891
10,5,90,0.6,150.7,-3.98489183696908
10,5,90,0.6,150.8,-3.94199585372132
10,5,90,0.6,150.9,-3.90192410041018
10,5,90,0.6,151,-3.86467790886265
10,5,90,0.6,151.1,-3.83025439880756
10,5,90,0.6,151.2,-3.79864664506943
10,5,90,0.6,151.3,-3.76984381560349
10,5,90,0.6,151.4,-3.74383128181452
10,5,90,0.6,151.5,-3.72059070255307
10,5,90,0.6,151.6,-3.7001000831355
10,5,90,0.6,151.7,-3.68233381068923
10,5,90,0.6,151.8,-3.66726266708994
10,5,90,0.6,151.9,-3.65485382073074
10,5,90,0.6,152,-3.64507079835392
10,5,90,0.6,152.1,-3.63787343817797
10,5,90,0.6,152.2,-3.63321782557775
10,5,90,0.6,152.3,-3.63105621261784
10,5,90,0.6,152.4,-3.63133692280648
10,5,90,0.6,152.5,-3.63400424252808
10,5,90,0.6,152.6,-3.63899830072969
10,5,90,0.6,152.7,-3.6462549385828
10,5,90,0.6,152.8,-3.65570557101628
10,5,90,0.6,152.9,-3.66727704222191
10,5,90,0.6,153,-3.68089147746921
10,5,90,0.6,153.1,-3.69646613383366
10,5,90,0.6,153.2,-3.7139132527385
10,5,90,0.6,153.3,-3.73313991753447
10,5,90,0.6,153.4,-3.75404791969094
10,5,90,0.6,153.5,-3.77653363754126
10,5,90,0.6,153.6,-3.80048793190772
10,5,90,0.6,153.7,-3.8257960633206
10,5,90,0.6,153.8,-3.85233763592941
10,5,90,0.6,153.9,-3.87998657357003
10,5,90,0.6,154,-3.90861113378447
10,5,90,0.6,154.1,-3.93807396586962
10,5,90,0.6,154.2,-3.96823221923961
10,5,90,0.6,154.3,-3.99893770849805
10,5,90,0.6,154.4,-4.03003714160465
10,5,90,0.6,154.5,-4.06137241736144
10,5,90,0.6,154.6,-4.0927809981066
10,5,90,0.6,154.7,-4.12409636296278
10,5,90,0.6,154.8,-4.15514854621609
10,5,90,0.6,154.9,-4.18576476438134
10,5,90,0.6,155,-4.21577013422297
10,5,90,0.6,155.1,-4.24498848244284
10,5,90,0.6,155.2,-4.27324324591969
10,5,90,0.6,155.3,-4.30035845930693
10,5,90,0.6,155.4,-4.32615982449878
10,5,90,0.6,155.5,-4.350475854006
10,5,90,0.6,155.6,-4.37313907770624
10,5,90,0.6,155.7,-4.39398729983469
10,5,90,0.6,155.8,-4.4128648905506
10,5,90,0.6,155.9,-4.4296240940653
10,5,90,0.6,156,-4.44412633326154
10,5,90,0.6,156.1,-4.45624348908822
10,5,90,0.6,156.2,-4.4658591318931
10,5,90,0.6,156.3,-4.47286968135153
10,5,90,0.6,156.4,-4.47718547184528
10,5,90,0.6,156.5,-4.4787317010856
10,5,90,0.6,156.6,-4.47744924147887
10,5,90,0.6,156.7,-4.47329529617478
10,5,90,0.6,156.8,-4.46624388485866
10,5,90,0.6,156.9,-4.45628614804994
10,5,90,0.6,157,-4.44343046281118
10,5,90,0.6,157.1,-4.42770236720511
10,5,90,0.6,157.2,-4.40914429537411
10,5,90,0.6,157.3,-4.38781512958021
10,5,90,0.6,157.4,-4.3637895797521
10,5,90,0.6,157.5,-4.33715740487577
10,5,90,0.6,157.6,-4.30802249379804
10,5,90,0.6,157.7,-4.27650182558271
10,5,90,0.6,157.8,-4.24272433139768
10,5,90,0.6,157.9,-4.20682968098915
10,5,90,0.6,158,-4.16896701712469
10,5,90,0.6,158.1,-4.12929366100531
10,5,90,0.6,158.2,-4.08797381062785
10,5,90,0.6,158.3,-4.04517725252105
10,5,90,0.6,158.4,-4.00107810528844
10,5,90,0.6,158.5,-3.95585361108598
10,5,90,0.6,158.6,-3.90968298865816
10,5,90,0.6,158.7,-3.86274635896233
10,5,90,0.6,158.8,-3.81522375182594
10,5,90,0.6,158.9,-3.76729419958992
10,5,90,0.6,159,-3.71913492136133
10,5,90,0.6,159.1,-3.67092059937945
10,5,90,0.6,159.2,-3.62282274712915
10,5,90,0.6,159.3,-3.57500916723015
10,5,90,0.6,159.4,-3.527643495797
10,5,90,0.6,159.5,-3.48088482890141
10,5,90,0.6,159.6,-3.4348874259541
10,5,90,0.6,159.7,-3.38980048424717
10,5,90,0.6,159.8,-3.34576797852705
10,5,90,0.6,159.9,-3.30292855928087
10,5,90,0.6,160,-3.26141550338578
10,5,90,0.6,160.1,-3.22135671086357
10,5,90,0.6,160.2,-3.18287474167719
10,5,90,0.6,160.3,-3.14608688677611
10,5,90,0.6,160.4,-3.11110526792323
10,5,90,0.6,160.5,-3.07803696119799
10,5,90,0.6,160.6,-3.04698413945153
10,5,90,0.6,160.7,-3.01804422937918
10,5,90,0.6,160.8,-2.99131007925708
10,5,90,0.6,160.9,-2.96687013376118
10,5,90,0.6,161,-2.94480861263591
10,5,90,0.6,161.1,-2.92520569030267
10,5,90,0.6,161.2,-2.90813767379378
10,5,90,0.6,161.3,-2.89367717665974
10,5,90,0.6,161.4,-2.88189328672662
10,5,90,0.6,161.5,-2.87285172577624
10,5,90,0.6,161.6,-2.86661499938118
10,5,90,0.6,161.7,-2.86324253525376
10,5,90,0.6,161.8,-2.86279080855994
10,5,90,0.6,161.9,-2.8653134527071
10,5,90,0.6,162,-2.87086135414052
10,5,90,0.6,162.1,-2.87948272967562
10,5,90,0.6,162.2,-2.89122318485304
10,5,90,0.6,162.3,-2.90612575173223
10,5,90,0.6,162.4,-2.92423090443359
10,5,90,0.6,162.5,-2.94557655060398
10,5,90,0.6,162.6,-2.97019799680968
10,5,90,0.6,162.7,-2.99812788565912
10,5,90,0.6,162.8,-3.02939610222052
10,5,90,0.6,162.9,-3.06402964703001
10,5,90,0.6,163,-3.10205247267921
10,5,90,0.6,163.1,-3.1434852806329
10,5,90,0.6,163.2,-3.18834527455153
10,5,90,0.6,163.3,-3.23664586598722
10,5,90,0.6,163.4,-3.28839632788181
10,5,90,0.6,163.5,-3.34360139083074
10,5,90,0.6,163.6,-3.4022607765888
10,5,90,0.6,163.7,-3.46436866279329
10,5,90,0.6,163.8,-3.52991307238005
10,5,90,0.6,163.9,-3.59887518068399
10,5,90,0.6,164,-3.67122853277124
10,5,90,0.6,164.1,-3.74693816317864
10,5,90,0.6,164.2,-3.82595960997444
10,5,90,0.6,164.3,-3.9082378149579
10,5,90,0.6,164.4,-3.99370590195143
10,5,90,0.6,164.5,-4.08228382558925
10,5,90,0.6,164.6,-4.17387688388025
10,5,90,0.6,164.7,-4.26837408924286
10,5,90,0.6,164.8,-4.3656463948364
10,5,90,0.6,164.9,-4.46554477602277
10,5,90,0.6,165,-4.56789817089978
10,5,90,0.6,165.1,-4.67251128928743
10,5,90,0.6,165.2,-4.77916230657737
10,5,90,0.6,165.3,-4.88760046774181
10,5,90,0.6,165.4,-4.99754363778974
10,5,90,0.6,165.5,-5.10867584827848
10,5,90,0.6,165.6,-5.22064490525647
10,5,90,0.6,165.7,-5.33306014222611
10,5,90,0.6,165.8,-5.44549042214067
10,5,90,0.6,165.9,-5.55746251455051
10,5,90,0.6,166,-5.66845999684723
10,5,90,0.6,166.1,-5.7779228506519
10,5,90,0.6,166.2,-5.88524794368187
10,5,90,0.6,166.3,-5.98979060117609
10,5,90,0.6,166.4,-6.09086747577575
10,5,90,0.6,166.5,-6.18776091677027
10,5,90,0.6,166.6,-6.27972501473028
10,5,90,0.6,166.7,-6.36599345195607
10,5,90,0.6,166.8,-6.44578922003996
10,5,90,0.6,166.9,-6.51833617217766
10,5,90,0.6,167,-6.5828722614388
10,5,90,0.6,167.1,-6.6386641823423
10,5,90,0.6,167.2,-6.68502299115367
10,5,90,0.6,167.3,-6.72132014355863
10,5,90,0.6,167.4,-6.74700327289222
10,5,90,0.6,167.5,-6.76161095503811
10,5,90,0.6,167.6,-6.76478568290281
10,5,90,0.6,167.7,-6.75628431481022
10,5,90,0.6,167.8,-6.73598537066382
10,5,90,0.6,167.9,-6.70389272163416
10,5,90,0.6,168,-6.66013543860131
10,5,90,0.6,168.1,-6.60496380934596
10,5,90,0.6,168.2,-6.53874177815819
10,5,90,0.6,168.3,-6.4619362779366
10,5,90,0.6,168.4,-6.37510409218319
10,5,90,0.6,168.5,-6.2788769884299
10,5,90,0.6,168.6,-6.17394590064801
10,5,90,0.6,168.7,-6.06104491018856
10,5,90,0.6,168.8,-5.94093569404238
10,5,90,0.6,168.9,-5.81439299139799
10,5,90,0.6,169,-5.68219150173258
10,5,90,0.6,169.1,-5.54509448594806
10,5,90,0.6,169.2,-5.40384420931387
10,5,90,0.6,169.3,-5.25915425023081
10,5,90,0.6,169.4,-5.1117036071167
10,5,90,0.6,169.5,-4.96213246854071
10,5,90,0.6,169.6,-4.81103946792461
10,5,90,0.6,169.7,-4.65898022074949
10,5,90,0.6,169.8,-4.50646693539669
10,5,90,0.6,169.9,-4.35396889442988
10,5,90,0.6,170,-4.20191361743163
10,5,90,0.6,170.1,-4.05068853611967
10,5,90,0.6,170.2,-3.90064303469598
10,5,90,0.6,170.3,-3.75209073120537
10,5,90,0.6,170.4,-3.60531189768354
10,5,90,0.6,170.5,-3.46055593714026
10,5,90,0.6,170.6,-3.31804385344946
10,5,90,0.6,170.7,-3.17797066579608
10,5,90,0.6,170.8,-3.04050773245839
10,5,90,0.6,170.9,-2.90580495952822
10,5,90,0.6,171,-2.7739928789024
10,5,90,0.6,171.1,-2.64518458677811
10,5,90,0.6,171.2,-2.51947753921549
10,5,90,0.6,171.3,-2.3969552053473
10,5,90,0.6,171.4,-2.27768858175535
10,5,90,0.6,171.5,-2.16173757360306
10,5,90,0.6,171.6,-2.04915224949175
10,5,90,0.6,171.7,-1.9399739778514
10,5,90,0.6,171.8,-1.83423645310382
10,5,90,0.6,171.9,-1.73196661995941
10,5,90,0.6,172,-1.63318550410157
10,5,90,0.6,172.1,-1.53790895724748
10,5,90,0.6,172.2,-1.4461483242009
10,5,90,0.6,172.3,-1.35791103906694
10,5,90,0.6,172.4,-1.27320115731823
10,5,90,0.6,172.5,-1.19201982990139
10,5,90,0.6,172.6,-1.11436572507365
10,5,90,0.6,172.7,-1.04023540317201
10,5,90,0.6,172.8,-0.969623649047566
10,5,90,0.6,172.9,-0.902523766455077
10,5,90,0.6,173,-0.838927838269882
10,5,90,0.6,173.1,-0.778826956017603
10,5,90,0.6,173.2,-0.722211421843165
10,5,90,0.6,173.3,-0.669070925715996
10,5,90,0.6,173.4,-0.6193947003662
10,5,90,0.6,173.5,-0.573171656169828
10,5,90,0.6,173.6,-0.530390497949591
10,5,90,0.6,173.7,-0.49103982542781
10,5,90,0.6,173.8,-0.455108218858959
10,5,90,0.6,173.9,-0.422584311178685
10,5,90,0.6,174,-0.393456847832768
10,5,90,0.6,174.1,-0.36771473528965
10,5,90,0.6,174.2,-0.345347079095608
10,5,90,0.6,174.3,-0.326343212196484
10,5,90,0.6,174.4,-0.310692714127221
10,5,90,0.6,174.5,-0.298385421554257
10,5,90,0.6,174.6,-0.289411430548631
10,5,90,0.6,174.7,-0.283761090865956
10,5,90,0.6,174.8,-0.281424992413093
10,5,90,0.6,174.9,-0.282393943988351
10,5,90,0.6,175,-0.286658944292964
10,5,90,0.6,175.1,-0.294211145123497
10,5,90,0.6,175.2,-0.305041806568638
10,5,90,0.6,175.3,-0.319142243947598
10,5,90,0.6,175.4,-0.33650376614056
10,5,90,0.6,175.5,-0.357117604873495
10,5,90,0.6,175.6,-0.380974834430457
10,5,90,0.6,175.7,-0.408066281173286
10,5,90,0.6,175.8,-0.438382422154257
10,5,90,0.6,175.9,-0.471913272007101
10,5,90,0.6,176,-0.508648257200529
10,5,90,0.6,176.1,-0.548576076630142
10,5,90,0.6,176.2,-0.59168454741433
10,5,90,0.6,176.3,-0.637960434644649
10,5,90,0.6,176.4,-0.687389263721538
10,5,90,0.6,176.5,-0.739955113784851
10,5,90,0.6,176.6,-0.795640390624537
10,5,90,0.6,176.7,-0.854425577331325
10,5,90,0.6,176.8,-0.916288960825145
10,5,90,0.6,176.9,-0.981206332278561
10,5,90,0.6,177,-1.04915065934257
10,5,90,0.6,177.1,-1.12009172798209
10,5,90,0.6,177.2,-1.19399575164863
10,5,90,0.6,177.3,-1.27082494546318
10,5,90,0.6,177.4,-1.35053706306194
10,5,90,0.6,177.5,-1.43308489378389
10,5,90,0.6,177.6,-1.51841571796638
10,5,90,0.6,177.7,-1.60647071827538
10,5,90,0.6,177.8,-1.69718434525669
10,5,90,0.6,177.9,-1.790483635669
10,5,90,0.6,178,-1.88628748268217
10,5,90,0.6,178.1,-1.98450585772018
10,5,90,0.6,178.2,-2.08503898463514
10,5,90,0.6,178.3,-2.18777646805396
10,5,90,0.6,178.4,-2.29259637918202
10,5,90,0.6,178.5,-2.39936430412691
10,5,90,0.6,178.6,-2.50793236195736
10,5,90,0.6,178.7,-2.61813820228455
10,5,90,0.6,178.8,-2.72980399518027
10,5,90,0.6,178.9,-2.84273542975184
10,5,90,0.6,179,-2.9567207416909
10,5,90,0.6,179.1,-3.07152979458281
10,5,90,0.6,179.2,-3.18691324465837
10,5,90,0.6,179.3,-3.30260182389336
10,5,90,0.6,179.4,-3.41830578176488
10,5,90,0.6,179.5,-3.5337145313318
10,5,90,0.6,179.6,-3.64849655031998
10,5,90,0.6,179.7,-3.76229959216871
10,5,90,0.6,179.8,-3.8747512650458
10,5,90,0.6,179.9,-3.98546003809577
10,5,90,0.6,180,-4.09401673300265
10,7,90,0.6,0,-6.44941644371805
10,7,90,0.6,0.1,-6.39519215417453
10,7,90,0.6,0.2,-6.31172503380235
10,7,90,0.6,0.3,-6.20051405152423
10,7,90,0.6,0.4,-6.06364649084527
10,7,90,0.6,0.5,-5.90365988142327
10,7,90,0.6,0.6,-5.72339027740596
10,7,90,0.6,0.7,-5.52582368257633
10,7,90,0.6,0.8,-5.31396372337782
10,7,90,0.6,0.9,-5.09072370601064
10,7,90,0.6,1,-4.85884629959456
10,7,90,0.6,1.1,-4.62085016167317
10,7,90,0.6,1.2,-4.37900023675818
10,7,90,0.6,1.3,-4.13529716648787
10,7,90,0.6,1.4,-3.89148096907531
10,7,90,0.6,1.5,-3.64904452344678
10,7,90,0.6,1.6,-3.40925311315244
10,7,90,0.6,1.7,-3.17316711266657
10,7,90,0.6,1.8,-2.94166568758559
10,7,90,0.6,1.9,-2.7154700555912
10,7,90,0.6,2,-2.49516539142123
10,7,90,0.6,2.1,-2.28122086043201
10,7,90,0.6,2.2,-2.07400755006806
10,7,90,0.6,2.3,-1.8738142599611
10,7,90,0.6,2.4,-1.6808612321877
10,7,90,0.6,2.5,-1.49531197303817
10,7,90,0.6,2.6,-1.31728335220201
10,7,90,0.6,2.7,-1.14685417647997
10,7,90,0.6,2.8,-0.984072431673923
10,7,90,0.6,2.9,-0.828961374275886
10,7,90,0.6,3,-0.681524638110433
10,7,90,0.6,3.1,-0.541750502879343
10,7,90,0.6,3.2,-0.409615453300093
10,7,90,0.6,3.3,-0.285087140210552
10,7,90,0.6,3.4,-0.168126839155774
10,7,90,0.6,3.5,-0.0586914878021454
10,7,90,0.6,3.6,0.0432646289220956
10,7,90,0.6,3.7,0.137788487858024
10,7,90,0.6,3.8,0.224927181995951
10,7,90,0.6,3.9,0.304726979302956
10,7,90,0.6,4,0.377232551826006
10,7,90,0.6,4.1,0.442486346597591
10,7,90,0.6,4.2,0.500528074687826
10,7,90,0.6,4.3,0.551394298816629
10,7,90,0.6,4.4,0.595118103382592
10,7,90,0.6,4.5,0.631728833684186
10,7,90,0.6,4.6,0.661251893596175
10,7,90,0.6,4.7,0.683708593098076
10,7,90,0.6,4.8,0.69911603889969
10,7,90,0.6,4.9,0.707487063032042
10,7,90,0.6,5,0.708830185721361
10,7,90,0.6,5.1,0.703149610187596
10,7,90,0.6,5.2,0.690445248247329
10,7,90,0.6,5.3,0.670712776796683
10,7,90,0.6,5.4,0.643943726437477
10,7,90,0.6,5.5,0.610125604729321
10,7,90,0.6,5.6,0.569242057838671
10,7,90,0.6,5.7,0.521273075752518
10,7,90,0.6,5.8,0.46619524777333
10,7,90,0.6,5.9,0.403982076759497
10,7,90,0.6,6,0.334604362573912
10,7,90,0.6,6.1,0.25803066751199
10,7,90,0.6,6.2,0.174227879166196
10,7,90,0.6,6.3,0.0831618893208788
10,7,90,0.6,6.4,-0.0152015888540422
10,7,90,0.6,6.5,-0.120896038737492
10,7,90,0.6,6.6,-0.233952961706389
10,7,90,0.6,6.7,-0.354400464601904
10,7,90,0.6,6.8,-0.482261568872308
10,7,90,0.6,6.9,-0.61755218914355
10,7,90,0.6,7,-0.760278719903653
10,7,90,0.6,7.1,-0.910435158714064
10,7,90,0.6,7.2,-1.06799968289725
10,7,90,0.6,7.3,-1.23293058412745
10,7,90,0.6,7.4,-1.40516145208899
10,7,90,0.6,7.5,-1.58459548496016
10,7,90,0.6,7.6,-1.77109879194602
10,7,90,0.6,7.7,-1.96449254303552
10,7,90,0.6,7.8,-2.16454381605869
10,7,90,0.6,7.9,-2.37095499458519
10,7,90,0.6,8,-2.58335158738151
10,7,90,0.6,8.1,-2.80126837811845
10,7,90,0.6,8.2,-3.02413388220759
10,7,90,0.6,8.3,-3.25125319802233
10,7,90,0.6,8.4,-3.48178950670983
10,7,90,0.6,8.5,-3.71474471419608
10,7,90,0.6,8.6,-3.94894005594183
10,7,90,0.6,8.7,-4.18299790958674
10,7,90,0.6,8.8,-4.41532658073136
10,7,90,0.6,8.9,-4.64411041808019
10,7,90,0.6,9,-4.86730821548767
10,7,90,0.6,9.1,-5.0826633600311
10,7,90,0.6,9.2,-5.2877294188532
10,7,90,0.6,9.3,-5.47991460286082
10,7,90,0.6,9.4,-5.65654756293956
10,7,90,0.6,9.5,-5.81496507538355
10,7,90,0.6,9.6,-5.95261932514778
10,7,90,0.6,9.7,-6.06719893789653
10,7,90,0.6,9.8,-6.15675422874984
10,7,90,0.6,9.9,-6.21981421326685
10,7,90,0.6,10,-6.25548174631534
10,7,90,0.6,10.1,-6.26349444921693
10,7,90,0.6,10.2,-6.2442429802974
10,7,90,0.6,10.3,-6.19874403623614
