"Freq [GHz]","n_d1 []","Phi [deg]","rel_d2_d1 []","Theta [deg]","dB(GainTotal) []"
10,10,-124,0.6,114,-4.8687876378748
10,10,-124,0.6,116,-5.98241823406787
10,10,-124,0.6,118,-7.84887584500314
10,10,-124,0.6,120,-8.19350692513584
10,10,-124,0.6,122,-7.28617174954367
10,10,-124,0.6,124,-6.53994245311944
10,10,-124,0.6,126,-6.0843164705438
10,10,-124,0.6,128,-6.47389952140971
10,10,-124,0.6,130,-8.15320417692238
10,10,-124,0.6,132,-9.60463111921121
10,10,-124,0.6,134,-7.68882410390609
10,10,-124,0.6,136,-6.36082087458158
10,10,-124,0.6,138,-7.1733162550102
10,10,-124,0.6,140,-9.34358076304535
10,10,-124,0.6,142,-9.05706229481204
10,10,-124,0.6,144,-7.05257295864231
10,10,-124,0.6,146,-6.43693208431028
10,10,-124,0.6,148,-7.21937792233467
10,10,-124,0.6,150,-7.88107824384873
10,10,-124,0.6,152,-6.94926510097493
10,10,-124,0.6,154,-5.24427870345477
10,10,-124,0.6,156,-5.02589446914429
10,10,-124,0.6,158,-5.94131834086617
10,10,-124,0.6,160,-5.54264364707608
10,10,-124,0.6,162,-4.3763524920215
10,10,-124,0.6,164,-4.23945916117971
10,10,-124,0.6,166,-4.36499067926682
10,10,-124,0.6,168,-4.0527896855423
10,10,-124,0.6,170,-3.91830368557908
10,10,-124,0.6,172,-2.82211860776179
10,10,-124,0.6,174,-1.44153874481926
10,10,-124,0.6,176,-1.72758073298784
10,10,-124,0.6,178,-4.06636736696656
10,10,-124,0.6,180,-0.453941085843269
10,5,-122,0.6,0,-4.01855197835602
10,5,-122,0.6,2,-5.04515494978321
10,5,-122,0.6,4,-4.14583583539453
10,5,-122,0.6,6,-2.98325464801889
10,5,-122,0.6,8,-2.57534510549027
10,5,-122,0.6,10,-2.89132120944023
10,5,-122,0.6,12,-3.60367311486979
10,5,-122,0.6,14,-4.3982622593509
10,5,-122,0.6,16,-5.09167710248763
10,5,-122,0.6,18,-5.54664553887719
10,5,-122,0.6,20,-5.69519702413873
10,5,-122,0.6,22,-5.73057660409603
10,5,-122,0.6,24,-5.95468768032204
10,5,-122,0.6,26,-6.47269839947663
10,5,-122,0.6,28,-7.15820266037061
10,5,-122,0.6,30,-7.76326726223367
10,5,-122,0.6,32,-8.004850892448
10,5,-122,0.6,34,-7.75976269341401
10,5,-122,0.6,36,-7.28778555824738
10,5,-122,0.6,38,-7.01099816326987
10,5,-122,0.6,40,-7.16144419710056
10,5,-122,0.6,42,-7.67084896921517
10,5,-122,0.6,44,-8.18911437675482
10,5,-122,0.6,46,-8.32033338476333
10,5,-122,0.6,48,-8.0470398610553
10,5,-122,0.6,50,-7.67744296982042
10,5,-122,0.6,52,-7.44001658197855
10,5,-122,0.6,54,-7.35078350857353
10,5,-122,0.6,56,-7.28485516041771
10,5,-122,0.6,58,-7.09919711422319
10,5,-122,0.6,60,-6.75097078991592
10,5,-122,0.6,62,-6.31514742107466
10,5,-122,0.6,64,-5.90093254625986
10,5,-122,0.6,66,-5.58220229094542
10,5,-122,0.6,68,-5.38743700027484
10,5,-122,0.6,70,-5.31483449616977
10,5,-122,0.6,72,-5.34292478435883
10,5,-122,0.6,74,-5.43385999195469
10,5,-122,0.6,76,-5.53953570503262
10,5,-122,0.6,78,-5.6173956686504
10,5,-122,0.6,80,-5.64923453859139
10,5,-122,0.6,82,-5.64644623226027
10,5,-122,0.6,84,-5.63480935589223
10,5,-122,0.6,86,-5.63230276566598
10,5,-122,0.6,88,-5.63871027093638
10,5,-122,0.6,90,-5.64295383021896
10,5,-122,0.6,92,-5.63871027093639
10,5,-122,0.6,94,-5.63230276566598
10,5,-122,0.6,96,-5.63480935589226
10,5,-122,0.6,98,-5.6464462322603
10,5,-122,0.6,100,-5.64923453859142
10,5,-122,0.6,102,-5.6173956686504
10,5,-122,0.6,104,-5.53953570503263
10,5,-122,0.6,106,-5.4338599919547
10,5,-122,0.6,108,-5.34292478435884
10,5,-122,0.6,110,-5.31483449616977
10,5,-122,0.6,112,-5.38743700027485
10,5,-122,0.6,114,-5.58220229094543
10,5,-122,0.6,116,-5.90093254625986
10,5,-122,0.6,118,-6.31514742107466
10,5,-122,0.6,120,-6.75097078991593
10,5,-122,0.6,122,-7.09919711422319
10,5,-122,0.6,124,-7.28485516041773
10,5,-122,0.6,126,-7.35078350857356
10,5,-122,0.6,128,-7.44001658197856
10,5,-122,0.6,130,-7.67744296982044
10,5,-122,0.6,132,-8.04703986105532
10,5,-122,0.6,134,-8.32033338476335
10,5,-122,0.6,136,-8.18911437675484
10,5,-122,0.6,138,-7.67084896921519
10,5,-122,0.6,140,-7.16144419710056
10,5,-122,0.6,142,-7.01099816326987
10,5,-122,0.6,144,-7.28778555824738
10,5,-122,0.6,146,-7.75976269341403
10,5,-122,0.6,148,-8.00485089244802
10,5,-122,0.6,150,-7.76326726223366
10,5,-122,0.6,152,-7.15820266037059
10,5,-122,0.6,154,-6.47269839947661
10,5,-122,0.6,156,-5.95468768032204
10,5,-122,0.6,158,-5.73057660409604
10,5,-122,0.6,160,-5.69519702413871
10,5,-122,0.6,162,-5.54664553887718
10,5,-122,0.6,164,-5.09167710248764
10,5,-122,0.6,166,-4.3982622593509
10,5,-122,0.6,168,-3.60367311486978
10,5,-122,0.6,170,-2.89132120944022
10,5,-122,0.6,172,-2.57534510549026
10,5,-122,0.6,174,-2.98325464801889
10,5,-122,0.6,176,-4.14583583539452
10,5,-122,0.6,178,-5.04515494978321
10,5,-122,0.6,180,-4.01855197835604
10,7,-122,0.6,0,-6.36832776920791
10,7,-122,0.6,2,-3.34413427591531
10,7,-122,0.6,4,-0.593496386137912
10,7,-122,0.6,6,-0.498596225256951
10,7,-122,0.6,8,-2.11461949345337
10,7,-122,0.6,10,-3.73624884054331
10,7,-122,0.6,12,-4.10780500093896
10,7,-122,0.6,14,-3.96721462785282
10,7,-122,0.6,16,-4.23087622375886
10,7,-122,0.6,18,-4.90159307775449
10,7,-122,0.6,20,-5.34181095831585
10,7,-122,0.6,22,-5.46835456008414
10,7,-122,0.6,24,-5.70837663572135
10,7,-122,0.6,26,-6.31254729726257
10,7,-122,0.6,28,-7.17226519687228
10,7,-122,0.6,30,-7.64394649743237
10,7,-122,0.6,32,-7.55304537218542
10,7,-122,0.6,34,-7.46268441554296
10,7,-122,0.6,36,-7.66803588772009
10,7,-122,0.6,38,-7.94341353648031
10,7,-122,0.6,40,-7.79591626941849
10,7,-122,0.6,42,-7.42276822572734
10,7,-122,0.6,44,-7.46442359961946
10,7,-122,0.6,46,-7.95092767247492
10,7,-122,0.6,48,-8.25461083569754
10,7,-122,0.6,50,-7.91763568206043
10,7,-122,0.6,52,-7.37349557264416
10,7,-122,0.6,54,-7.13205123263842
10,7,-122,0.6,56,-7.19333117889562
10,7,-122,0.6,58,-7.34728480569483
10,7,-122,0.6,60,-7.48120784227755
10,7,-122,0.6,62,-7.45251431566192
10,7,-122,0.6,64,-7.14527386327161
10,7,-122,0.6,66,-6.77089719888379
10,7,-122,0.6,68,-6.56875924650146
10,7,-122,0.6,70,-6.44499641606171
10,7,-122,0.6,72,-6.15089757807958
10,7,-122,0.6,74,-5.68160683659053
10,7,-122,0.6,76,-5.28156411200833
10,7,-122,0.6,78,-5.16259336740253
10,7,-122,0.6,80,-5.40026343090417
10,7,-122,0.6,82,-5.96200092633756
10,7,-122,0.6,84,-6.72033412089846
10,7,-122,0.6,86,-7.46154368941449
10,7,-122,0.6,88,-7.96986904037613
10,7,-122,0.6,90,-8.14323642470578
10,7,-122,0.6,92,-7.96986904037612
10,7,-122,0.6,94,-7.46154368941449
10,7,-122,0.6,96,-6.72033412089843
10,7,-122,0.6,98,-5.96200092633755
10,7,-122,0.6,100,-5.40026343090419
10,7,-122,0.6,102,-5.16259336740256
10,7,-122,0.6,104,-5.28156411200835
10,7,-122,0.6,106,-5.68160683659051
10,7,-122,0.6,108,-6.15089757807956
10,7,-122,0.6,110,-6.44499641606172
10,7,-122,0.6,112,-6.56875924650147
10,7,-122,0.6,114,-6.77089719888379
10,7,-122,0.6,116,-7.14527386327161
10,7,-122,0.6,118,-7.45251431566191
10,7,-122,0.6,120,-7.48120784227751
10,7,-122,0.6,122,-7.34728480569482
10,7,-122,0.6,124,-7.19333117889563
10,7,-122,0.6,126,-7.13205123263843
10,7,-122,0.6,128,-7.37349557264419
10,7,-122,0.6,130,-7.91763568206043
10,7,-122,0.6,132,-8.25461083569753
10,7,-122,0.6,134,-7.95092767247491
10,7,-122,0.6,136,-7.46442359961948
10,7,-122,0.6,138,-7.42276822572733
10,7,-122,0.6,140,-7.79591626941848
10,7,-122,0.6,142,-7.94341353648029
10,7,-122,0.6,144,-7.66803588772009
10,7,-122,0.6,146,-7.46268441554296
10,7,-122,0.6,148,-7.5530453721854
10,7,-122,0.6,150,-7.64394649743237
10,7,-122,0.6,152,-7.17226519687229
10,7,-122,0.6,154,-6.31254729726257
10,7,-122,0.6,156,-5.70837663572137
10,7,-122,0.6,158,-5.46835456008413
10,7,-122,0.6,160,-5.34181095831586
10,7,-122,0.6,162,-4.90159307775451
10,7,-122,0.6,164,-4.23087622375887
10,7,-122,0.6,166,-3.96721462785283
10,7,-122,0.6,168,-4.10780500093896
10,7,-122,0.6,170,-3.73624884054329
10,7,-122,0.6,172,-2.11461949345335
10,7,-122,0.6,174,-0.498596225256966
10,7,-122,0.6,176,-0.593496386137902
10,7,-122,0.6,178,-3.34413427591529
10,7,-122,0.6,180,-6.36832776920791
10,10,-122,0.6,0,-0.453941085843245
10,10,-122,0.6,2,-4.15826612668055
10,10,-122,0.6,4,-1.49514853583747
10,10,-122,0.6,6,-1.28522821227072
10,10,-122,0.6,8,-2.82072973113324
10,10,-122,0.6,10,-3.78329154346365
10,10,-122,0.6,12,-4.13515583580171
10,10,-122,0.6,14,-4.58397201620427
10,10,-122,0.6,16,-4.14703471377769
10,10,-122,0.6,18,-4.20517997555281
10,10,-122,0.6,20,-5.48104097771684
10,10,-122,0.6,22,-5.98689955892958
10,10,-122,0.6,24,-5.03435218244547
10,10,-122,0.6,26,-4.99878993428599
10,10,-122,0.6,28,-6.50393976281776
10,10,-122,0.6,30,-7.68533737961204
10,10,-122,0.6,32,-7.34631465067666
10,10,-122,0.6,34,-6.417335062366
10,10,-122,0.6,36,-6.68758054307825
10,10,-122,0.6,38,-8.75950792433309
10,10,-122,0.6,40,-9.51262620745458
10,10,-122,0.6,42,-7.44538204870377
10,10,-122,0.6,44,-6.66950964788928
10,10,-122,0.6,46,-8.04410134960457
10,10,-122,0.6,48,-10.1183218959909
10,10,-122,0.6,50,-8.69278549383024
10,10,-122,0.6,52,-6.71731375909598
10,10,-122,0.6,54,-5.94751640006144
10,10,-122,0.6,56,-6.13596027711036
10,10,-122,0.6,58,-6.96219511334602
10,10,-122,0.6,60,-7.91460552609337
10,10,-122,0.6,62,-7.5245159689247
10,10,-122,0.6,64,-5.62147528703578
10,10,-122,0.6,66,-4.29155693528176
10,10,-122,0.6,68,-4.28003768294463
10,10,-122,0.6,70,-5.17468286259274
10,10,-122,0.6,72,-6.06021302495135
10,10,-122,0.6,74,-6.51318494188503
10,10,-122,0.6,76,-6.84016425087827
10,10,-122,0.6,78,-6.90073616773141
10,10,-122,0.6,80,-6.2511833349368
10,10,-122,0.6,82,-5.45703178707211
10,10,-122,0.6,84,-5.33605066989071
10,10,-122,0.6,86,-5.99415883290185
10,10,-122,0.6,88,-6.89595357137204
10,10,-122,0.6,90,-7.30232599826652
10,10,-122,0.6,92,-6.89595357137205
10,10,-122,0.6,94,-5.99415883290181
10,10,-122,0.6,96,-5.33605066989066
10,10,-122,0.6,98,-5.45703178707208
10,10,-122,0.6,100,-6.25118333493684
10,10,-122,0.6,102,-6.90073616773144
10,10,-122,0.6,104,-6.84016425087826
10,10,-122,0.6,106,-6.51318494188504
10,10,-122,0.6,108,-6.06021302495137
10,10,-122,0.6,110,-5.17468286259273
10,10,-122,0.6,112,-4.28003768294463
10,10,-122,0.6,114,-4.29155693528176
10,10,-122,0.6,116,-5.62147528703578
10,10,-122,0.6,118,-7.5245159689247
10,10,-122,0.6,120,-7.9146055260934
10,10,-122,0.6,122,-6.96219511334604
10,10,-122,0.6,124,-6.13596027711035
10,10,-122,0.6,126,-5.94751640006142
10,10,-122,0.6,128,-6.71731375909599
10,10,-122,0.6,130,-8.6927854938302
10,10,-122,0.6,132,-10.1183218959909
10,10,-122,0.6,134,-8.04410134960453
10,10,-122,0.6,136,-6.66950964788927
10,10,-122,0.6,138,-7.44538204870374
10,10,-122,0.6,140,-9.51262620745453
10,10,-122,0.6,142,-8.75950792433313
10,10,-122,0.6,144,-6.68758054307825
10,10,-122,0.6,146,-6.41733506236602
10,10,-122,0.6,148,-7.34631465067666
10,10,-122,0.6,150,-7.68533737961204
10,10,-122,0.6,152,-6.50393976281775
10,10,-122,0.6,154,-4.99878993428597
10,10,-122,0.6,156,-5.03435218244547
10,10,-122,0.6,158,-5.9868995589296
10,10,-122,0.6,160,-5.48104097771689
10,10,-122,0.6,162,-4.20517997555283
10,10,-122,0.6,164,-4.14703471377767
10,10,-122,0.6,166,-4.58397201620428
10,10,-122,0.6,168,-4.13515583580169
10,10,-122,0.6,170,-3.78329154346365
10,10,-122,0.6,172,-2.82072973113324
10,10,-122,0.6,174,-1.28522821227075
10,10,-122,0.6,176,-1.49514853583746
10,10,-122,0.6,178,-4.15826612668054
10,10,-122,0.6,180,-0.453941085843266
10,5,-120,0.6,0,-4.01855197835602
10,5,-120,0.6,2,-5.05424544560348
10,5,-120,0.6,4,-4.10191729862533
10,5,-120,0.6,6,-2.89448097364115
10,5,-120,0.6,8,-2.48148488294303
10,5,-120,0.6,10,-2.84894893228806
10,5,-120,0.6,12,-3.65437102763805
10,5,-120,0.6,14,-4.49962725004945
10,5,-120,0.6,16,-5.12980692779501
10,5,-120,0.6,18,-5.47175997060164
10,5,-120,0.6,20,-5.58219641501841
10,5,-120,0.6,22,-5.67214924669052
10,5,-120,0.6,24,-5.98378304446358
10,5,-120,0.6,26,-6.57637918922577
10,5,-120,0.6,28,-7.28004625866038
10,5,-120,0.6,30,-7.81729549685469
10,5,-120,0.6,32,-7.96576123140214
10,5,-120,0.6,34,-7.70616937561866
10,5,-120,0.6,36,-7.29268852619635
10,5,-120,0.6,38,-7.07435766154461
10,5,-120,0.6,40,-7.24498330966572
10,5,-120,0.6,42,-7.72923244723792
10,5,-120,0.6,44,-8.17915218424685
10,5,-120,0.6,46,-8.21837925037412
10,5,-120,0.6,48,-7.86433591180714
10,5,-120,0.6,50,-7.43968887094067
10,5,-120,0.6,52,-7.16624776508351
10,5,-120,0.6,54,-7.05489656545846
10,5,-120,0.6,56,-6.9842543080707
10,5,-120,0.6,58,-6.81018634290369
10,5,-120,0.6,60,-6.46959547023272
10,5,-120,0.6,62,-6.01256295707613
10,5,-120,0.6,64,-5.54420053554696
10,5,-120,0.6,66,-5.15492827190231
10,5,-120,0.6,68,-4.89257498902811
10,5,-120,0.6,70,-4.7639220974118
10,5,-120,0.6,72,-4.74214008090083
10,5,-120,0.6,74,-4.77244476528893
10,5,-120,0.6,76,-4.78215492259393
10,5,-120,0.6,78,-4.70462035855512
10,5,-120,0.6,80,-4.51200837810907
10,5,-120,0.6,82,-4.23102331383181
10,5,-120,0.6,84,-3.92486804676677
10,5,-120,0.6,86,-3.65986555538542
10,5,-120,0.6,88,-3.4839222083464
10,5,-120,0.6,90,-3.42271034778063
10,5,-120,0.6,92,-3.48392220834639
10,5,-120,0.6,94,-3.65986555538541
10,5,-120,0.6,96,-3.92486804676677
10,5,-120,0.6,98,-4.23102331383181
10,5,-120,0.6,100,-4.51200837810908
10,5,-120,0.6,102,-4.70462035855513
10,5,-120,0.6,104,-4.78215492259393
10,5,-120,0.6,106,-4.77244476528891
10,5,-120,0.6,108,-4.74214008090083
10,5,-120,0.6,110,-4.76392209741181
10,5,-120,0.6,112,-4.89257498902812
10,5,-120,0.6,114,-5.15492827190232
10,5,-120,0.6,116,-5.54420053554696
10,5,-120,0.6,118,-6.01256295707614
10,5,-120,0.6,120,-6.46959547023272
10,5,-120,0.6,122,-6.81018634290369
10,5,-120,0.6,124,-6.98425430807071
10,5,-120,0.6,126,-7.05489656545849
10,5,-120,0.6,128,-7.16624776508353
10,5,-120,0.6,130,-7.43968887094069
10,5,-120,0.6,132,-7.86433591180714
10,5,-120,0.6,134,-8.21837925037413
10,5,-120,0.6,136,-8.17915218424685
10,5,-120,0.6,138,-7.72923244723793
10,5,-120,0.6,140,-7.24498330966573
10,5,-120,0.6,142,-7.07435766154462
10,5,-120,0.6,144,-7.29268852619636
10,5,-120,0.6,146,-7.70616937561866
10,5,-120,0.6,148,-7.96576123140216
10,5,-120,0.6,150,-7.81729549685469
10,5,-120,0.6,152,-7.28004625866037
10,5,-120,0.6,154,-6.57637918922575
10,5,-120,0.6,156,-5.98378304446359
10,5,-120,0.6,158,-5.67214924669053
10,5,-120,0.6,160,-5.58219641501839
10,5,-120,0.6,162,-5.47175997060162
10,5,-120,0.6,164,-5.12980692779501
10,5,-120,0.6,166,-4.49962725004945
10,5,-120,0.6,168,-3.65437102763803
10,5,-120,0.6,170,-2.84894893228805
10,5,-120,0.6,172,-2.48148488294302
10,5,-120,0.6,174,-2.89448097364113
10,5,-120,0.6,176,-4.10191729862533
10,5,-120,0.6,178,-5.0542454456035
10,5,-120,0.6,180,-4.01855197835603
10,7,-120,0.6,0,-6.3683277692079
10,7,-120,0.6,2,-3.35257053928103
10,7,-120,0.6,4,-0.627185092280808
10,7,-120,0.6,6,-0.553450077980088
10,7,-120,0.6,8,-2.18034907409062
10,7,-120,0.6,10,-3.66443274739408
10,7,-120,0.6,12,-3.85236811651638
10,7,-120,0.6,14,-3.79663191410392
10,7,-120,0.6,16,-4.26733283706588
10,7,-120,0.6,18,-5.02552155018433
10,7,-120,0.6,20,-5.35940570296929
10,7,-120,0.6,22,-5.38701133313127
10,7,-120,0.6,24,-5.67207335716716
10,7,-120,0.6,26,-6.35640958501595
10,7,-120,0.6,28,-7.20167185074348
10,7,-120,0.6,30,-7.56184057016622
10,7,-120,0.6,32,-7.38713672252194
10,7,-120,0.6,34,-7.33756040639579
10,7,-120,0.6,36,-7.64372395275456
10,7,-120,0.6,38,-7.95815722872725
10,7,-120,0.6,40,-7.77251686059925
10,7,-120,0.6,42,-7.36836728850164
10,7,-120,0.6,44,-7.43852028912667
10,7,-120,0.6,46,-7.9955810170368
10,7,-120,0.6,48,-8.27695727837081
10,7,-120,0.6,50,-7.76131439239034
10,7,-120,0.6,52,-7.06632024474869
10,7,-120,0.6,54,-6.82721896614597
10,7,-120,0.6,56,-6.9885879022822
10,7,-120,0.6,58,-7.1044065093052
10,7,-120,0.6,60,-6.95711861512686
10,7,-120,0.6,62,-6.69583308893006
10,7,-120,0.6,64,-6.4523438569847
10,7,-120,0.6,66,-6.30275445806859
10,7,-120,0.6,68,-6.29254513469645
10,7,-120,0.6,70,-6.29037722740761
10,7,-120,0.6,72,-6.07223483815625
10,7,-120,0.6,74,-5.64051839818554
10,7,-120,0.6,76,-5.21970915320369
10,7,-120,0.6,78,-4.97163149714134
10,7,-120,0.6,80,-4.8812281485428
10,7,-120,0.6,82,-4.8093276067608
10,7,-120,0.6,84,-4.61235430930295
10,7,-120,0.6,86,-4.28082292894159
10,7,-120,0.6,88,-3.9624216328441
10,7,-120,0.6,90,-3.83212427714013
10,7,-120,0.6,92,-3.96242163284408
10,7,-120,0.6,94,-4.28082292894158
10,7,-120,0.6,96,-4.61235430930295
10,7,-120,0.6,98,-4.80932760676078
10,7,-120,0.6,100,-4.88122814854278
10,7,-120,0.6,102,-4.97163149714137
10,7,-120,0.6,104,-5.21970915320373
10,7,-120,0.6,106,-5.64051839818553
10,7,-120,0.6,108,-6.07223483815624
10,7,-120,0.6,110,-6.29037722740763
10,7,-120,0.6,112,-6.29254513469646
10,7,-120,0.6,114,-6.30275445806859
10,7,-120,0.6,116,-6.45234385698471
10,7,-120,0.6,118,-6.69583308893006
10,7,-120,0.6,120,-6.95711861512684
10,7,-120,0.6,122,-7.10440650930522
10,7,-120,0.6,124,-6.98858790228222
10,7,-120,0.6,126,-6.82721896614597
10,7,-120,0.6,128,-7.0663202447487
10,7,-120,0.6,130,-7.76131439239033
10,7,-120,0.6,132,-8.2769572783708
10,7,-120,0.6,134,-7.99558101703678
10,7,-120,0.6,136,-7.43852028912667
10,7,-120,0.6,138,-7.36836728850166
10,7,-120,0.6,140,-7.77251686059925
10,7,-120,0.6,142,-7.95815722872724
10,7,-120,0.6,144,-7.64372395275456
10,7,-120,0.6,146,-7.33756040639581
10,7,-120,0.6,148,-7.38713672252193
10,7,-120,0.6,150,-7.56184057016623
10,7,-120,0.6,152,-7.20167185074348
10,7,-120,0.6,154,-6.35640958501596
10,7,-120,0.6,156,-5.67207335716719
10,7,-120,0.6,158,-5.38701133313128
10,7,-120,0.6,160,-5.3594057029693
10,7,-120,0.6,162,-5.02552155018435
10,7,-120,0.6,164,-4.2673328370659
10,7,-120,0.6,166,-3.79663191410393
10,7,-120,0.6,168,-3.85236811651638
10,7,-120,0.6,170,-3.66443274739406
10,7,-120,0.6,172,-2.18034907409061
10,7,-120,0.6,174,-0.553450077980102
10,7,-120,0.6,176,-0.627185092280803
10,7,-120,0.6,178,-3.35257053928101
10,7,-120,0.6,180,-6.36832776920791
10,10,-120,0.6,0,-0.453941085843246
10,10,-120,0.6,2,-4.2541644061555
10,10,-120,0.6,4,-1.29390814023157
10,10,-120,0.6,6,-1.14522141083098
10,10,-120,0.6,8,-2.8450955685224
10,10,-120,0.6,10,-3.62845536089885
10,10,-120,0.6,12,-4.17563634883048
10,10,-120,0.6,14,-4.87052072230343
10,10,-120,0.6,16,-4.1270930583046
10,10,-120,0.6,18,-4.07390345253981
10,10,-120,0.6,20,-5.44887396344907
10,10,-120,0.6,22,-6.03171600675165
10,10,-120,0.6,24,-5.05179940819477
10,10,-120,0.6,26,-4.85886292578178
10,10,-120,0.6,28,-6.22973223509074
10,10,-120,0.6,30,-7.69688625818735
10,10,-120,0.6,32,-7.55605035562836
10,10,-120,0.6,34,-6.52466424660658
10,10,-120,0.6,36,-6.40290567124726
10,10,-120,0.6,38,-8.32529060016076
10,10,-120,0.6,40,-9.64892045123698
10,10,-120,0.6,42,-7.66175784789439
10,10,-120,0.6,44,-6.68039548613588
10,10,-120,0.6,46,-7.79166329183383
10,10,-120,0.6,48,-9.80729949879011
10,10,-120,0.6,50,-9.02502936048071
10,10,-120,0.6,52,-7.1715970969786
10,10,-120,0.6,54,-6.10593637623286
10,10,-120,0.6,56,-6.04615186324884
10,10,-120,0.6,58,-7.07800140439369
10,10,-120,0.6,60,-8.21219143610696
10,10,-120,0.6,62,-7.61852494627983
10,10,-120,0.6,64,-5.912517502627
10,10,-120,0.6,66,-4.5589271400273
10,10,-120,0.6,68,-4.0992817556604
10,10,-120,0.6,70,-4.60048620576101
10,10,-120,0.6,72,-5.51840409031171
10,10,-120,0.6,74,-6.09649556118192
10,10,-120,0.6,76,-6.39139522427134
10,10,-120,0.6,78,-6.54641390555565
10,10,-120,0.6,80,-6.17641707265237
10,10,-120,0.6,82,-5.20149513841758
10,10,-120,0.6,84,-4.11622280131376
10,10,-120,0.6,86,-3.2915035279247
10,10,-120,0.6,88,-2.80021970899767
10,10,-120,0.6,90,-2.63611313663373
10,10,-120,0.6,92,-2.80021970899765
10,10,-120,0.6,94,-3.29150352792472
10,10,-120,0.6,96,-4.11622280131379
10,10,-120,0.6,98,-5.2014951384176
10,10,-120,0.6,100,-6.17641707265238
10,10,-120,0.6,102,-6.54641390555565
10,10,-120,0.6,104,-6.39139522427138
10,10,-120,0.6,106,-6.09649556118191
10,10,-120,0.6,108,-5.51840409031173
10,10,-120,0.6,110,-4.60048620576101
10,10,-120,0.6,112,-4.0992817556604
10,10,-120,0.6,114,-4.55892714002731
10,10,-120,0.6,116,-5.91251750262699
10,10,-120,0.6,118,-7.61852494627979
10,10,-120,0.6,120,-8.21219143610696
10,10,-120,0.6,122,-7.07800140439369
10,10,-120,0.6,124,-6.04615186324885
10,10,-120,0.6,126,-6.10593637623287
10,10,-120,0.6,128,-7.17159709697859
10,10,-120,0.6,130,-9.0250293604807
10,10,-120,0.6,132,-9.80729949879011
10,10,-120,0.6,134,-7.7916632918338
10,10,-120,0.6,136,-6.68039548613583
10,10,-120,0.6,138,-7.66175784789437
10,10,-120,0.6,140,-9.64892045123697
10,10,-120,0.6,142,-8.32529060016079
10,10,-120,0.6,144,-6.40290567124728
10,10,-120,0.6,146,-6.5246642466066
10,10,-120,0.6,148,-7.55605035562837
10,10,-120,0.6,150,-7.69688625818739
10,10,-120,0.6,152,-6.22973223509073
10,10,-120,0.6,154,-4.85886292578178
10,10,-120,0.6,156,-5.05179940819478
10,10,-120,0.6,158,-6.03171600675167
10,10,-120,0.6,160,-5.44887396344909
10,10,-120,0.6,162,-4.07390345253981
10,10,-120,0.6,164,-4.12709305830459
10,10,-120,0.6,166,-4.87052072230343
10,10,-120,0.6,168,-4.17563634883046
10,10,-120,0.6,170,-3.62845536089885
10,10,-120,0.6,172,-2.8450955685224
10,10,-120,0.6,174,-1.145221410831
10,10,-120,0.6,176,-1.29390814023155
10,10,-120,0.6,178,-4.25416440615548
10,10,-120,0.6,180,-0.453941085843266
10,5,-118,0.6,0,-4.01855197835602
10,5,-118,0.6,2,-5.06243877899852
10,5,-118,0.6,4,-4.06148781646011
10,5,-118,0.6,6,-2.81544608358597
10,5,-118,0.6,8,-2.40047446014987
10,5,-118,0.6,10,-2.81884914736474
10,5,-118,0.6,12,-3.71897240264451
10,5,-118,0.6,14,-4.61850177548178
10,5,-118,0.6,16,-5.17817069756151
10,5,-118,0.6,18,-5.3930445897982
10,5,-118,0.6,20,-5.45132770737056
10,5,-118,0.6,22,-5.58469203550745
10,5,-118,0.6,24,-5.97909191740782
10,5,-118,0.6,26,-6.65168366870191
10,5,-118,0.6,28,-7.39920896189273
10,5,-118,0.6,30,-7.91562846798046
10,5,-118,0.6,32,-8.01710576852858
10,5,-118,0.6,34,-7.76132792467113
10,5,-118,0.6,36,-7.40047718271054
10,5,-118,0.6,38,-7.22682277117185
10,5,-118,0.6,40,-7.39820138447271
10,5,-118,0.6,42,-7.82645508359713
10,5,-118,0.6,44,-8.16418071910759
10,5,-118,0.6,46,-8.06491404233709
10,5,-118,0.6,48,-7.58721502179183
10,5,-118,0.6,50,-7.06214159297883
10,5,-118,0.6,52,-6.70394809274763
10,5,-118,0.6,54,-6.52841956164664
10,5,-118,0.6,56,-6.43377846161643
10,5,-118,0.6,58,-6.28906183681094
10,5,-118,0.6,60,-6.01323738289316
10,5,-118,0.6,62,-5.61718329255474
10,5,-118,0.6,64,-5.17945041649997
10,5,-118,0.6,66,-4.78770212845447
10,5,-118,0.6,68,-4.49704623631357
10,5,-118,0.6,70,-4.31745994737613
10,5,-118,0.6,72,-4.21742881628725
10,5,-118,0.6,74,-4.13515782032158
10,5,-118,0.6,76,-3.99937283159705
10,5,-118,0.6,78,-3.76077090071245
10,5,-118,0.6,80,-3.41878466915717
10,5,-118,0.6,82,-3.02080903623296
10,5,-118,0.6,84,-2.63494924282963
10,5,-118,0.6,86,-2.32146703921221
10,5,-118,0.6,88,-2.12008985022932
10,5,-118,0.6,90,-2.05100181587818
10,5,-118,0.6,92,-2.12008985022931
10,5,-118,0.6,94,-2.3214670392122
10,5,-118,0.6,96,-2.63494924282962
10,5,-118,0.6,98,-3.02080903623295
10,5,-118,0.6,100,-3.41878466915717
10,5,-118,0.6,102,-3.76077090071248
10,5,-118,0.6,104,-3.99937283159707
10,5,-118,0.6,106,-4.13515782032157
