"Freq [GHz]","n_d1 []","Phi [deg]","rel_d2_d1 []","Theta [deg]","dB(GainTotal) []"
10,5,90,0.6,134.1,-6.46322799319694
10,5,90,0.6,134.2,-6.49310129055845
10,5,90,0.6,134.3,-6.51899784207605
10,5,90,0.6,134.4,-6.54072040548423
10,5,90,0.6,134.5,-6.55809655501456
10,5,90,0.6,134.6,-6.57098106000452
10,5,90,0.6,134.7,-6.57925793592006
10,5,90,0.6,134.8,-6.58284210514982
10,5,90,0.6,134.9,-6.58168061515924
10,5,90,0.6,135,-6.57575337459494
10,5,90,0.6,135.1,-6.56507338307603
10,5,90,0.6,135.2,-6.54968644690546
10,5,90,0.6,135.3,-6.52967038986709
10,5,90,0.6,135.4,-6.5051337846872
10,5,90,0.6,135.5,-6.47621424573923
10,5,90,0.6,135.6,-6.44307633635605
10,5,90,0.6,135.7,-6.40590915409453
10,5,90,0.6,135.8,-6.36492366407138
10,5,90,0.6,135.9,-6.32034985392854
10,5,90,0.6,136,-6.27243378415916
10,5,90,0.6,136.1,-6.22143460472854
10,5,90,0.6,136.2,-6.16762160359922
10,5,90,0.6,136.3,-6.11127134546314
10,5,90,0.6,136.4,-6.05266495029696
10,5,90,0.6,136.5,-5.99208555189084
10,5,90,0.6,136.6,-5.92981596679968
10,5,90,0.6,136.7,-5.8661365947202
10,5,90,0.6,136.8,-5.80132356248132
10,5,90,0.6,136.9,-5.7356471159353
10,5,90,0.6,137,-5.66937025723166
10,5,90,0.6,137.1,-5.60274761933828
10,5,90,0.6,137.2,-5.53602456524487
10,5,90,0.6,137.3,-5.46943649600972
10,5,90,0.6,137.4,-5.40320834957571
10,5,90,0.6,137.5,-5.33755427098128
10,5,90,0.6,137.6,-5.2726774340747
10,5,90,0.6,137.7,-5.20876999496234
10,5,90,0.6,137.8,-5.1460131580571
10,5,90,0.6,137.9,-5.08457733659449
10,5,90,0.6,138,-5.02462239075781
10,5,90,0.6,138.1,-4.96629792798097
10,5,90,0.6,138.2,-4.90974365152133
10,5,90,0.6,138.3,-4.85508974492593
10,5,90,0.6,138.4,-4.80245728152134
10,5,90,0.6,138.5,-4.7519586494958
10,5,90,0.6,138.6,-4.70369798448309
10,5,90,0.6,138.7,-4.65777160279247
10,5,90,0.6,138.8,-4.61426842954531
10,5,90,0.6,138.9,-4.57327041696831
10,5,90,0.6,139,-4.53485294896926
10,5,90,0.6,139.1,-4.4990852288757
10,5,90,0.6,139.2,-4.46603064786551
10,5,90,0.6,139.3,-4.4357471321636
10,5,90,0.6,139.4,-4.40828746753426
10,5,90,0.6,139.5,-4.38369959996905
10,5,90,0.6,139.6,-4.36202691176533
10,5,90,0.6,139.7,-4.34330847242307
10,5,90,0.6,139.8,-4.32757926395835
10,5,90,0.6,139.9,-4.31487038035456
10,5,90,0.6,140,-4.30520920095055
10,5,90,0.6,140.1,-4.29861953760479
10,5,90,0.6,140.2,-4.29512175548322
10,5,90,0.6,140.3,-4.2947328672973
10,5,90,0.6,140.4,-4.29746660077721
10,5,90,0.6,140.5,-4.30333343910171
10,5,90,0.6,140.6,-4.31234063392764
10,5,90,0.6,140.7,-4.32449219057249
10,5,90,0.6,140.8,-4.33978882480048
10,5,90,0.6,140.9,-4.35822789055878
10,5,90,0.6,141,-4.37980327789792
10,5,90,0.6,141.1,-4.40450528020335
10,5,90,0.6,141.2,-4.4323204297579
10,5,90,0.6,141.3,-4.46323130055925
10,5,90,0.6,141.4,-4.49721627723211
10,5,90,0.6,141.5,-4.53424928881238
10,5,90,0.6,141.6,-4.57429950614095
10,5,90,0.6,141.7,-4.61733100160369
10,5,90,0.6,141.8,-4.66330236999382
10,5,90,0.6,141.9,-4.71216630937125
10,5,90,0.6,142,-4.76386916095816
10,5,90,0.6,142.1,-4.8183504073629
10,5,90,0.6,142.2,-4.87554212877552
10,5,90,0.6,142.3,-4.93536841725884
10,5,90,0.6,142.4,-4.9977447498771
10,5,90,0.6,142.5,-5.06257732220332
10,5,90,0.6,142.6,-5.12976234473594
10,5,90,0.6,142.7,-5.19918530597861
10,5,90,0.6,142.8,-5.27072020741214
10,5,90,0.6,142.9,-5.34422877735297
10,5,90,0.6,143,-5.41955967276406
10,5,90,0.6,143.1,-5.49654768048822
10,5,90,0.6,143.2,-5.57501293212093
10,5,90,0.6,143.3,-5.65476014981868
10,5,90,0.6,143.4,-5.73557794373957
10,5,90,0.6,143.5,-5.81723818547518
10,5,90,0.6,143.6,-5.89949548568378
10,5,90,0.6,143.7,-5.982086808049
10,5,90,0.6,143.8,-6.06473125549631
10,5,90,0.6,143.9,-6.14713006807987
10,5,90,0.6,144,-6.22896687481661
10,5,90,0.6,144.1,-6.30990824365565
10,5,90,0.6,144.2,-6.3896045743312
10,5,90,0.6,144.3,-6.46769137761355
10,5,90,0.6,144.4,-6.54379098099862
10,5,90,0.6,144.5,-6.61751469471203
10,5,90,0.6,144.6,-6.68846546267748
10,5,90,0.6,144.7,-6.75624101054776
10,5,90,0.6,144.8,-6.82043748694514
10,5,90,0.6,144.9,-6.8806535748818
10,5,90,0.6,145,-6.93649502841497
10,5,90,0.6,145.1,-6.98757956577745
10,5,90,0.6,145.2,-7.03354202571552
10,5,90,0.6,145.3,-7.07403967010714
10,5,90,0.6,145.4,-7.10875749491548
10,5,90,0.6,145.5,-7.13741339508141
10,5,90,0.6,145.6,-7.15976301891402
10,5,90,0.6,145.7,-7.1756041454933
10,5,90,0.6,145.8,-7.18478042562604
10,5,90,0.6,145.9,-7.18718434340125
10,5,90,0.6,146,-7.18275928096451
10,5,90,0.6,146.1,-7.17150060250796
10,5,90,0.6,146.2,-7.15345571262793
10,5,90,0.6,146.3,-7.12872308649877
10,5,90,0.6,146.4,-7.09745031178842
10,5,90,0.6,146.5,-7.05983122191433
10,5,90,0.6,146.6,-7.01610223442434
10,5,90,0.6,146.7,-6.96653803486546
10,5,90,0.6,146.8,-6.91144676412523
10,5,90,0.6,146.9,-6.85116487537458
10,5,90,0.6,147,-6.78605182572821
10,5,90,0.6,147.1,-6.71648475857039
10,5,90,0.6,147.2,-6.64285331670537
10,5,90,0.6,147.3,-6.56555470592015
10,5,90,0.6,147.4,-6.48498910509826
10,5,90,0.6,147.5,-6.40155549453441
10,5,90,0.6,147.6,-6.3156479501293
10,5,90,0.6,147.7,-6.22765242895358
10,5,90,0.6,147.8,-6.13794405213661
10,5,90,0.6,147.9,-6.04688487468695
10,5,90,0.6,148,-5.95482211889634
10,5,90,0.6,148.1,-5.86208683836882
10,5,90,0.6,148.2,-5.76899297320855
10,5,90,0.6,148.3,-5.67583675312764
10,5,90,0.6,148.4,-5.58289640376165
10,5,90,0.6,148.5,-5.49043211185328
10,5,90,0.6,148.6,-5.39868620673439
10,5,90,0.6,148.7,-5.30788351831359
10,5,90,0.6,148.8,-5.21823187519689
10,5,90,0.6,148.9,-5.12992271035536
10,5,90,0.6,149,-5.0431317456671
10,5,90,0.6,149.1,-4.95801973052851
10,5,90,0.6,149.2,-4.87473321342418
10,5,90,0.6,149.3,-4.7934053287816
10,5,90,0.6,149.4,-4.71415658456086
10,5,90,0.6,149.5,-4.63709563882254
10,5,90,0.6,149.6,-4.56232005596476
10,5,90,0.6,149.7,-4.48991703543994
10,5,90,0.6,149.8,-4.41996410756762
10,5,90,0.6,149.9,-4.35252979257896
10,5,90,0.6,150,-4.28767422028755
10,5,90,0.6,150.1,-4.22544970881223
10,5,90,0.6,150.2,-4.16590130160601
10,5,90,0.6,150.3,-4.10906726270363
10,5,90,0.6,150.4,-4.05497953060827
10,5,90,0.6,150.5,-4.00366413162658
10,5,90,0.6,150.6,-3.95514155374247
10,5,90,0.6,150.7,-3.90942708232245
10,5,90,0.6,150.8,-3.86653109907469
10,5,90,0.6,150.9,-3.82645934576356
10,5,90,0.6,151,-3.78921315421603
10,5,90,0.6,151.1,-3.75478964416093
10,5,90,0.6,151.2,-3.7231818904228
10,5,90,0.6,151.3,-3.69437906095687
10,5,90,0.6,151.4,-3.6683665271679
10,5,90,0.6,151.5,-3.64512594790645
10,5,90,0.6,151.6,-3.62463532848887
10,5,90,0.6,151.7,-3.60686905604261
10,5,90,0.6,151.8,-3.59179791244331
10,5,90,0.6,151.9,-3.57938906608411
10,5,90,0.6,152,-3.5696060437073
10,5,90,0.6,152.1,-3.56240868353134
10,5,90,0.6,152.2,-3.55775307093113
10,5,90,0.6,152.3,-3.55559145797121
10,5,90,0.6,152.4,-3.55587216815986
10,5,90,0.6,152.5,-3.55853948788145
10,5,90,0.6,152.6,-3.56353354608306
10,5,90,0.6,152.7,-3.57079018393618
10,5,90,0.6,152.8,-3.58024081636966
10,5,90,0.6,152.9,-3.59181228757529
10,5,90,0.6,153,-3.60542672282259
10,5,90,0.6,153.1,-3.62100137918704
10,5,90,0.6,153.2,-3.63844849809188
10,5,90,0.6,153.3,-3.65767516288784
10,5,90,0.6,153.4,-3.67858316504431
10,5,90,0.6,153.5,-3.70106888289464
10,5,90,0.6,153.6,-3.7250231772611
10,5,90,0.6,153.7,-3.75033130867398
10,5,90,0.6,153.8,-3.77687288128279
10,5,90,0.6,153.9,-3.80452181892341
10,5,90,0.6,154,-3.83314637913785
10,5,90,0.6,154.1,-3.86260921122299
10,5,90,0.6,154.2,-3.89276746459298
10,5,90,0.6,154.3,-3.92347295385142
10,5,90,0.6,154.4,-3.95457238695803
10,5,90,0.6,154.5,-3.98590766271481
10,5,90,0.6,154.6,-4.01731624345998
10,5,90,0.6,154.7,-4.04863160831615
10,5,90,0.6,154.8,-4.07968379156946
10,5,90,0.6,154.9,-4.11030000973471
10,5,90,0.6,155,-4.14030537957635
10,5,90,0.6,155.1,-4.16952372779622
10,5,90,0.6,155.2,-4.19777849127307
10,5,90,0.6,155.3,-4.2248937046603
10,5,90,0.6,155.4,-4.25069506985216
10,5,90,0.6,155.5,-4.27501109935938
10,5,90,0.6,155.6,-4.29767432305962
10,5,90,0.6,155.7,-4.31852254518807
10,5,90,0.6,155.8,-4.33740013590397
10,5,90,0.6,155.9,-4.35415933941867
10,5,90,0.6,156,-4.36866157861492
10,5,90,0.6,156.1,-4.3807787344416
10,5,90,0.6,156.2,-4.39039437724648
10,5,90,0.6,156.3,-4.3974049267049
10,5,90,0.6,156.4,-4.40172071719865
10,5,90,0.6,156.5,-4.40326694643897
10,5,90,0.6,156.6,-4.40198448683225
10,5,90,0.6,156.7,-4.39783054152816
10,5,90,0.6,156.8,-4.39077913021203
10,5,90,0.6,156.9,-4.38082139340332
10,5,90,0.6,157,-4.36796570816455
10,5,90,0.6,157.1,-4.35223761255848
10,5,90,0.6,157.2,-4.33367954072749
10,5,90,0.6,157.3,-4.31235037493359
10,5,90,0.6,157.4,-4.28832482510547
10,5,90,0.6,157.5,-4.26169265022915
10,5,90,0.6,157.6,-4.23255773915142
10,5,90,0.6,157.7,-4.20103707093609
10,5,90,0.6,157.8,-4.16725957675106
10,5,90,0.6,157.9,-4.13136492634252
10,5,90,0.6,158,-4.09350226247807
10,5,90,0.6,158.1,-4.05382890635868
10,5,90,0.6,158.2,-4.01250905598123
10,5,90,0.6,158.3,-3.96971249787443
10,5,90,0.6,158.4,-3.92561335064182
10,5,90,0.6,158.5,-3.88038885643936
10,5,90,0.6,158.6,-3.83421823401154
10,5,90,0.6,158.7,-3.7872816043157
10,5,90,0.6,158.8,-3.73975899717931
10,5,90,0.6,158.9,-3.6918294449433
10,5,90,0.6,159,-3.6436701667147
10,5,90,0.6,159.1,-3.59545584473283
10,5,90,0.6,159.2,-3.54735799248252
10,5,90,0.6,159.3,-3.49954441258352
10,5,90,0.6,159.4,-3.45217874115038
10,5,90,0.6,159.5,-3.40542007425479
10,5,90,0.6,159.6,-3.35942267130748
10,5,90,0.6,159.7,-3.31433572960055
10,5,90,0.6,159.8,-3.27030322388042
10,5,90,0.6,159.9,-3.22746380463425
10,5,90,0.6,160,-3.18595074873915
10,5,90,0.6,160.1,-3.14589195621694
10,5,90,0.6,160.2,-3.10740998703057
10,5,90,0.6,160.3,-3.07062213212948
10,5,90,0.6,160.4,-3.0356405132766
10,5,90,0.6,160.5,-3.00257220655136
10,5,90,0.6,160.6,-2.9715193848049
10,5,90,0.6,160.7,-2.94257947473256
10,5,90,0.6,160.8,-2.91584532461046
10,5,90,0.6,160.9,-2.89140537911456
10,5,90,0.6,161,-2.86934385798929
10,5,90,0.6,161.1,-2.84974093565604
10,5,90,0.6,161.2,-2.83267291914716
10,5,90,0.6,161.3,-2.81821242201311
10,5,90,0.6,161.4,-2.80642853208
10,5,90,0.6,161.5,-2.79738697112962
10,5,90,0.6,161.6,-2.79115024473456
10,5,90,0.6,161.7,-2.78777778060714
10,5,90,0.6,161.8,-2.78732605391332
10,5,90,0.6,161.9,-2.78984869806047
10,5,90,0.6,162,-2.7953965994939
10,5,90,0.6,162.1,-2.80401797502899
10,5,90,0.6,162.2,-2.81575843020642
10,5,90,0.6,162.3,-2.8306609970856
10,5,90,0.6,162.4,-2.84876614978697
10,5,90,0.6,162.5,-2.87011179595735
10,5,90,0.6,162.6,-2.89473324216306
10,5,90,0.6,162.7,-2.9226631310125
10,5,90,0.6,162.8,-2.9539313475739
10,5,90,0.6,162.9,-2.98856489238339
10,5,90,0.6,163,-3.02658771803259
10,5,90,0.6,163.1,-3.06802052598627
10,5,90,0.6,163.2,-3.1128805199049
10,5,90,0.6,163.3,-3.16118111134059
10,5,90,0.6,163.4,-3.21293157323519
10,5,90,0.6,163.5,-3.26813663618411
10,5,90,0.6,163.6,-3.32679602194218
10,5,90,0.6,163.7,-3.38890390814667
10,5,90,0.6,163.8,-3.45444831773343
10,5,90,0.6,163.9,-3.52341042603737
10,5,90,0.6,164,-3.59576377812461
10,5,90,0.6,164.1,-3.67147340853202
10,5,90,0.6,164.2,-3.75049485532781
10,5,90,0.6,164.3,-3.83277306031127
10,5,90,0.6,164.4,-3.9182411473048
10,5,90,0.6,164.5,-4.00681907094263
10,5,90,0.6,164.6,-4.09841212923363
10,5,90,0.6,164.7,-4.19290933459624
10,5,90,0.6,164.8,-4.29018164018978
10,5,90,0.6,164.9,-4.39008002137615
10,5,90,0.6,165,-4.49243341625316
10,5,90,0.6,165.1,-4.59704653464081
10,5,90,0.6,165.2,-4.70369755193075
10,5,90,0.6,165.3,-4.81213571309519
10,5,90,0.6,165.4,-4.92207888314312
10,5,90,0.6,165.5,-5.03321109363186
10,5,90,0.6,165.6,-5.14518015060985
10,5,90,0.6,165.7,-5.25759538757949
10,5,90,0.6,165.8,-5.37002566749405
10,5,90,0.6,165.9,-5.48199775990388
10,5,90,0.6,166,-5.59299524220061
10,5,90,0.6,166.1,-5.70245809600528
10,5,90,0.6,166.2,-5.80978318903525
10,5,90,0.6,166.3,-5.91432584652946
10,5,90,0.6,166.4,-6.01540272112913
10,5,90,0.6,166.5,-6.11229616212365
10,5,90,0.6,166.6,-6.20426026008365
10,5,90,0.6,166.7,-6.29052869730944
10,5,90,0.6,166.8,-6.37032446539333
10,5,90,0.6,166.9,-6.44287141753104
10,5,90,0.6,167,-6.50740750679218
10,5,90,0.6,167.1,-6.56319942769568
10,5,90,0.6,167.2,-6.60955823650705
10,5,90,0.6,167.3,-6.64585538891201
10,5,90,0.6,167.4,-6.6715385182456
10,5,90,0.6,167.5,-6.68614620039149
10,5,90,0.6,167.6,-6.68932092825619
10,5,90,0.6,167.7,-6.6808195601636
10,5,90,0.6,167.8,-6.6605206160172
10,5,90,0.6,167.9,-6.62842796698753
10,5,90,0.6,168,-6.58467068395469
10,5,90,0.6,168.1,-6.52949905469934
10,5,90,0.6,168.2,-6.46327702351157
10,5,90,0.6,168.3,-6.38647152328998
10,5,90,0.6,168.4,-6.29963933753657
10,5,90,0.6,168.5,-6.20341223378328
10,5,90,0.6,168.6,-6.09848114600139
10,5,90,0.6,168.7,-5.98558015554193
10,5,90,0.6,168.8,-5.86547093939575
10,5,90,0.6,168.9,-5.73892823675137
10,5,90,0.6,169,-5.60672674708596
10,5,90,0.6,169.1,-5.46962973130143
10,5,90,0.6,169.2,-5.32837945466724
10,5,90,0.6,169.3,-5.18368949558418
10,5,90,0.6,169.4,-5.03623885247007
10,5,90,0.6,169.5,-4.88666771389408
10,5,90,0.6,169.6,-4.73557471327798
10,5,90,0.6,169.7,-4.58351546610287
10,5,90,0.6,169.8,-4.43100218075007
10,5,90,0.6,169.9,-4.27850413978326
10,5,90,0.6,170,-4.126448862785
10,5,90,0.6,170.1,-3.97522378147305
10,5,90,0.6,170.2,-3.82517828004935
10,5,90,0.6,170.3,-3.67662597655874
10,5,90,0.6,170.4,-3.52984714303691
10,5,90,0.6,170.5,-3.38509118249363
10,5,90,0.6,170.6,-3.24257909880284
10,5,90,0.6,170.7,-3.10250591114946
10,5,90,0.6,170.8,-2.96504297781177
10,5,90,0.6,170.9,-2.8303402048816
10,5,90,0.6,171,-2.69852812425578
10,5,90,0.6,171.1,-2.56971983213148
10,5,90,0.6,171.2,-2.44401278456886
10,5,90,0.6,171.3,-2.32149045070068
10,5,90,0.6,171.4,-2.20222382710872
10,5,90,0.6,171.5,-2.08627281895644
10,5,90,0.6,171.6,-1.97368749484513
10,5,90,0.6,171.7,-1.86450922320478
10,5,90,0.6,171.8,-1.7587716984572
10,5,90,0.6,171.9,-1.65650186531278
10,5,90,0.6,172,-1.55772074945495
10,5,90,0.6,172.1,-1.46244420260085
10,5,90,0.6,172.2,-1.37068356955428
10,5,90,0.6,172.3,-1.28244628442031
10,5,90,0.6,172.4,-1.19773640267161
10,5,90,0.6,172.5,-1.11655507525477
10,5,90,0.6,172.6,-1.03890097042703
10,5,90,0.6,172.7,-0.964770648525388
10,5,90,0.6,172.8,-0.894158894400942
10,5,90,0.6,172.9,-0.827059011808455
10,5,90,0.6,173,-0.763463083623257
10,5,90,0.6,173.1,-0.703362201370979
10,5,90,0.6,173.2,-0.646746667196538
10,5,90,0.6,173.3,-0.593606171069373
10,5,90,0.6,173.4,-0.543929945719578
10,5,90,0.6,173.5,-0.497706901523202
10,5,90,0.6,173.6,-0.454925743302968
10,5,90,0.6,173.7,-0.415575070781186
10,5,90,0.6,173.8,-0.379643464212334
10,5,90,0.6,173.9,-0.347119556532061
10,5,90,0.6,174,-0.317992093186145
10,5,90,0.6,174.1,-0.292249980643025
10,5,90,0.6,174.2,-0.269882324448984
10,5,90,0.6,174.3,-0.25087845754986
10,5,90,0.6,174.4,-0.235227959480596
10,5,90,0.6,174.5,-0.222920666907633
10,5,90,0.6,174.6,-0.213946675902007
10,5,90,0.6,174.7,-0.208296336219332
10,5,90,0.6,174.8,-0.205960237766469
10,5,90,0.6,174.9,-0.206929189341729
10,5,90,0.6,175,-0.211194189646337
10,5,90,0.6,175.1,-0.218746390476873
10,5,90,0.6,175.2,-0.229577051922013
10,5,90,0.6,175.3,-0.243677489300973
10,5,90,0.6,175.4,-0.261039011493934
10,5,90,0.6,175.5,-0.28165285022687
10,5,90,0.6,175.6,-0.305510079783832
10,5,90,0.6,175.7,-0.332601526526665
10,5,90,0.6,175.8,-0.362917667507633
10,5,90,0.6,175.9,-0.396448517360476
10,5,90,0.6,176,-0.433183502553905
10,5,90,0.6,176.1,-0.473111321983519
10,5,90,0.6,176.2,-0.516219792767706
10,5,90,0.6,176.3,-0.562495679998023
10,5,90,0.6,176.4,-0.611924509074918
10,5,90,0.6,176.5,-0.664490359138226
10,5,90,0.6,176.6,-0.720175635977911
10,5,90,0.6,176.7,-0.778960822684701
10,5,90,0.6,176.8,-0.84082420617852
10,5,90,0.6,176.9,-0.905741577631937
10,5,90,0.6,177,-0.97368590469595
10,5,90,0.6,177.1,-1.04462697333546
10,5,90,0.6,177.2,-1.118530997002
10,5,90,0.6,177.3,-1.19536019081656
10,5,90,0.6,177.4,-1.27507230841531
10,5,90,0.6,177.5,-1.35762013913727
10,5,90,0.6,177.6,-1.44295096331975
10,5,90,0.6,177.7,-1.53100596362876
10,5,90,0.6,177.8,-1.62171959061006
10,5,90,0.6,177.9,-1.71501888102238
10,5,90,0.6,178,-1.81082272803555
10,5,90,0.6,178.1,-1.90904110307355
10,5,90,0.6,178.2,-2.00957422998852
10,5,90,0.6,178.3,-2.11231171340734
10,5,90,0.6,178.4,-2.21713162453539
10,5,90,0.6,178.5,-2.32389954948029
10,5,90,0.6,178.6,-2.43246760731074
10,5,90,0.6,178.7,-2.54267344763793
10,5,90,0.6,178.8,-2.65433924053365
10,5,90,0.6,178.9,-2.76727067510521
10,5,90,0.6,179,-2.88125598704427
10,5,90,0.6,179.1,-2.99606503993619
10,5,90,0.6,179.2,-3.11144849001175
10,5,90,0.6,179.3,-3.22713706924674
10,5,90,0.6,179.4,-3.34284102711826
10,5,90,0.6,179.5,-3.45824977668518
10,5,90,0.6,179.6,-3.57303179567336
10,5,90,0.6,179.7,-3.68683483752209
10,5,90,0.6,179.8,-3.79928651039918
10,5,90,0.6,179.9,-3.90999528344915
10,5,90,0.6,180,-4.01855197835603
10,7,90,0.6,0,-6.36832776920791
10,7,90,0.6,0.1,-6.31410347966439
10,7,90,0.6,0.2,-6.23063635929221
10,7,90,0.6,0.3,-6.1194253770141
10,7,90,0.6,0.4,-5.98255781633513
10,7,90,0.6,0.5,-5.82257120691313
10,7,90,0.6,0.6,-5.64230160289582
10,7,90,0.6,0.7,-5.4447350080662
10,7,90,0.6,0.8,-5.23287504886769
10,7,90,0.6,0.9,-5.00963503150051
10,7,90,0.6,1,-4.77775762508442
10,7,90,0.6,1.1,-4.53976148716304
10,7,90,0.6,1.2,-4.29791156224804
10,7,90,0.6,1.3,-4.05420849197773
10,7,90,0.6,1.4,-3.81039229456518
10,7,90,0.6,1.5,-3.56795584893665
10,7,90,0.6,1.6,-3.3281644386423
10,7,90,0.6,1.7,-3.09207843815643
10,7,90,0.6,1.8,-2.86057701307546
10,7,90,0.6,1.9,-2.63438138108107
10,7,90,0.6,2,-2.41407671691109
10,7,90,0.6,2.1,-2.20013218592188
10,7,90,0.6,2.2,-1.99291887555792
10,7,90,0.6,2.3,-1.79272558545096
10,7,90,0.6,2.4,-1.59977255767756
10,7,90,0.6,2.5,-1.41422329852804
10,7,90,0.6,2.6,-1.23619467769188
10,7,90,0.6,2.7,-1.06576550196984
10,7,90,0.6,2.8,-0.902983757163788
10,7,90,0.6,2.9,-0.74787269976575
10,7,90,0.6,3,-0.600435963600297
10,7,90,0.6,3.1,-0.460661828369206
10,7,90,0.6,3.2,-0.328526778789957
10,7,90,0.6,3.3,-0.203998465700417
10,7,90,0.6,3.4,-0.0870381646456384
10,7,90,0.6,3.5,0.0223971867079892
10,7,90,0.6,3.6,0.124353303432233
10,7,90,0.6,3.7,0.218877162368158
10,7,90,0.6,3.8,0.306015856506088
10,7,90,0.6,3.9,0.385815653813091
10,7,90,0.6,4,0.458321226336144
10,7,90,0.6,4.1,0.523575021107726
10,7,90,0.6,4.2,0.581616749197964
10,7,90,0.6,4.3,0.632482973326765
10,7,90,0.6,4.4,0.676206777892729
10,7,90,0.6,4.5,0.712817508194322
10,7,90,0.6,4.6,0.742340568106311
10,7,90,0.6,4.7,0.764797267608212
10,7,90,0.6,4.8,0.780204713409826
10,7,90,0.6,4.9,0.788575737542179
10,7,90,0.6,5,0.789918860231496
10,7,90,0.6,5.1,0.784238284697731
10,7,90,0.6,5.2,0.771533922757466
10,7,90,0.6,5.3,0.75180145130682
10,7,90,0.6,5.4,0.725032400947612
10,7,90,0.6,5.5,0.691214279239456
10,7,90,0.6,5.6,0.650330732348807
10,7,90,0.6,5.7,0.602361750262655
10,7,90,0.6,5.8,0.547283922283465
10,7,90,0.6,5.9,0.485070751269631
10,7,90,0.6,6,0.415693037084047
10,7,90,0.6,6.1,0.339119342022128
10,7,90,0.6,6.2,0.255316553676332
10,7,90,0.6,6.3,0.164250563831014
10,7,90,0.6,6.4,0.0658870856560916
10,7,90,0.6,6.5,-0.0398073642273544
10,7,90,0.6,6.6,-0.152864287196252
10,7,90,0.6,6.7,-0.273311790091766
10,7,90,0.6,6.8,-0.40117289436217
10,7,90,0.6,6.9,-0.536463514633415
10,7,90,0.6,7,-0.679190045393515
10,7,90,0.6,7.1,-0.829346484203927
10,7,90,0.6,7.2,-0.986911008387116
10,7,90,0.6,7.3,-1.15184190961731
10,7,90,0.6,7.4,-1.32407277757885
10,7,90,0.6,7.5,-1.50350681045002
10,7,90,0.6,7.6,-1.69001011743589
10,7,90,0.6,7.7,-1.88340386852538
10,7,90,0.6,7.8,-2.08345514154855
10,7,90,0.6,7.9,-2.28986632007506
10,7,90,0.6,8,-2.50226291287138
10,7,90,0.6,8.1,-2.72017970360832
10,7,90,0.6,8.2,-2.94304520769746
10,7,90,0.6,8.3,-3.17016452351219
10,7,90,0.6,8.4,-3.40070083219969
10,7,90,0.6,8.5,-3.63365603968594
10,7,90,0.6,8.6,-3.86785138143169
10,7,90,0.6,8.7,-4.1019092350766
10,7,90,0.6,8.8,-4.33423790622122
10,7,90,0.6,8.9,-4.56302174357005
10,7,90,0.6,9,-4.78621954097754
10,7,90,0.6,9.1,-5.00157468552096
10,7,90,0.6,9.2,-5.20664074434306
10,7,90,0.6,9.3,-5.39882592835068
10,7,90,0.6,9.4,-5.57545888842942
10,7,90,0.6,9.5,-5.73387640087341
10,7,90,0.6,9.6,-5.87153065063764
10,7,90,0.6,9.7,-5.98611026338639
10,7,90,0.6,9.8,-6.0756655542397
10,7,90,0.6,9.9,-6.13872553875671
10,7,90,0.6,10,-6.17439307180521
10,7,90,0.6,10.1,-6.18240577470679
10,7,90,0.6,10.2,-6.16315430578726
10,7,90,0.6,10.3,-6.117655361726
10,7,90,0.6,10.4,-6.04748325181496
10,7,90,0.6,10.5,-5.95466943015321
10,7,90,0.6,10.6,-5.84158278724037
10,7,90,0.6,10.7,-5.71080428327117
10,7,90,0.6,10.8,-5.56500791628676
10,7,90,0.6,10.9,-5.40685686999072
10,7,90,0.6,11,-5.23891996553685
10,7,90,0.6,11.1,-5.06361008717998
10,7,90,0.6,11.2,-4.88314357926549
10,7,90,0.6,11.3,-4.69951790030345
10,7,90,0.6,11.4,-4.51450399653963
10,7,90,0.6,11.5,-4.3296497165472
10,7,90,0.6,11.6,-4.14629088992872
10,7,90,0.6,11.7,-3.96556722547455
10,7,90,0.6,11.8,-3.78844079029945
10,7,90,0.6,11.9,-3.61571541206518
10,7,90,0.6,12,-3.44805584895515
10,7,90,0.6,12.1,-3.2860059772902
10,7,90,0.6,12.2,-3.13000555553728
10,7,90,0.6,12.3,-2.98040534747495
10,7,90,0.6,12.4,-2.8374805419602
10,7,90,0.6,12.5,-2.70144250779807
10,7,90,0.6,12.6,-2.57244898360836
10,7,90,0.6,12.7,-2.45061283578313
10,7,90,0.6,12.8,-2.33600953157382
10,7,90,0.6,12.9,-2.22868347571577
10,7,90,0.6,13,-2.12865335260477
10,7,90,0.6,13.1,-2.03591660525162
10,7,90,0.6,13.2,-1.95045316933367
10,7,90,0.6,13.3,-1.87222856711278
10,7,90,0.6,13.4,-1.80119645272717
10,7,90,0.6,13.5,-1.73730068791729
10,7,90,0.6,13.6,-1.68047701589477
10,7,90,0.6,13.7,-1.63065439091437
10,7,90,0.6,13.8,-1.58775601216556
10,7,90,0.6,13.9,-1.55170010280632
10,7,90,0.6,14,-1.522400468225
10,7,90,0.6,14.1,-1.49976686183448
10,7,90,0.6,14.2,-1.48370518177077
10,7,90,0.6,14.3,-1.47411751768632
10,7,90,0.6,14.4,-1.47090206330617
10,7,90,0.6,14.5,-1.47395290747596
10,7,90,0.6,14.6,-1.48315971401097
10,7,90,0.6,14.7,-1.49840729869976
10,7,90,0.6,14.8,-1.51957511029127
10,7,90,0.6,14.9,-1.54653662116919
10,7,90,0.6,15,-1.57915863268245
10,7,90,0.6,15.1,-1.61730049975018
10,7,90,0.6,15.2,-1.66081327940218
