Num. de Lamb ,Rel. D1/D2,3dB bandwidth,Dir Plan H dB,Side Lobe Level
12.0,1.1,4.199999999999989,20.1005438968698,13.769635364455791
12.0,1.2,4.199999999999989,20.088093294813604,13.780141440318722
12.0,1.3,4.199999999999989,20.049814205143498,13.392117303773269
12.0,1.4,4.199999999999989,20.042865545746,13.201913422533242
12.0,1.5,4.199999999999989,20.0886035985165,13.42089254443432
12.0,1.6,4.199999999999989,20.133887208085,13.80919594379872
12.0,1.7,4.199999999999989,20.0667767161397,13.67293811930262
12.0,1.8,4.199999999999989,20.000264150112397,13.057114778607158
12.0,1.9,4.199999999999989,20.085983142267803,13.366606410541845
12.0,2.0,4.199999999999989,20.0357577255759,13.318880284947758
13.0,0.6,4.0,19.9834418272146,14.498444995590091
13.0,0.7,4.0,20.1933771716942,14.008475507837229
13.0,0.8,4.0,20.326901733504,13.888614465219387
13.0,0.9,4.0,20.3700433142514,13.89751132108981
13.0,1.0,4.0,20.3481781626142,13.442854919758581
13.0,1.1,4.0,20.4876435194907,13.91033679038502
13.0,1.2,4.0,20.3556822381817,13.36437285499099
13.0,1.3,4.0,20.5163542494319,13.859394006570138
13.0,1.4,3.8000000000000114,20.3507329286439,13.35296072386614
13.0,1.5,4.0,20.477173786848397,13.459292682696226
13.0,1.6,4.0,20.3277234528228,13.407310992613489
13.0,1.7,4.0,20.355729728644,13.44550603294333
13.0,1.8,4.0,20.3726729758773,13.4453542463162
13.0,1.9,3.8000000000000114,20.3723233966085,13.05202040531576
13.0,2.0,3.8000000000000114,20.3112379741166,13.521156214084591
14.0,0.6,3.8000000000000114,20.3020842399035,14.12947665827533
14.0,0.7,3.8000000000000114,20.5896494753174,14.20989761413173
14.0,0.8,3.5999999999999943,20.699063823045698,13.845801195229468
14.0,0.9,3.5999999999999943,20.6309648263325,13.761720790838362
14.0,1.0,3.5999999999999943,20.7474236552618,13.948246594958512
14.0,1.1,3.5999999999999943,20.804452662422303,13.699123243437793
14.0,1.2,3.5999999999999943,20.7342085459447,13.31089264299481
14.0,1.3,3.5999999999999943,20.7061741320043,13.16577368153202
14.0,1.4,3.5999999999999943,20.6865882179568,13.60009278406822
14.0,1.5,3.5999999999999943,20.7746919805163,13.416225074573052
14.0,1.6,3.5999999999999943,20.668904133927,12.97094875391114
14.0,1.7,3.5999999999999943,20.669691303832103,13.600878278650383
14.0,1.8,3.5999999999999943,20.7216709780986,13.654633393127611
14.0,1.9,3.5999999999999943,20.7258673278722,13.679764548250692
14.0,2.0,3.4000000000000057,20.6122814682032,14.46106034108359
